अफ्रीका	Afrika
ढाँचा:Country data अफगनिस्तान	Mall:Landsdata Afghanistan
ढाँचा:Country data बाङ्ग्लादेश	Mall:Landsdata Bangladesh
ढाँचा:Nepal-geo-stub	Mall:Geografistub-Nepal
ढाँचा:Country data Saar	Mall:Landsdata Saar
ढाँचा:ALB	Mall:ALB
ढाँचा:ARG	Mall:ARG
ढाँचा:ARM	Mall:ARM
ढाँचा:Str index	Mall:Str index
ढाँचा:File other	Mall:Fil annan
ढाँचा:अफ़्रीका-आधार	Mall:Afrikastub
ढाँचा:Ahnentafel top	Mall:Ahnentafel top
ढाँचा:AllRovi movie	Mall:Allmovie titel
ढाँचा:Ann	Mall:Ann
ढाँचा:Armenian	Mall:Armeniska siffror
ढाँचा:Army/core	Mall:Armé/core
ढाँचा:Asia topic	Mall:Asien metamall
ढाँचा:BDI	Mall:BDI
ढाँचा:BLP	Mall:NLP
ढाँचा:BLR	Mall:BLR
श्रेणी:नेपालका प्रधानमन्त्रीहरू	Kategori:Nepals premiärministrar
ढाँचा:User sv-3	Mall:Användare sv-3
ढाँचा:CIV	Mall:CIV
ढाँचा:CYP	Mall:CYP
ढाँचा:Country data Democratic Republic of the Congo	Mall:Landsdata Demokratiska republiken Kongo
ढाँचा:Lang-hi	Mall:Lang-hi
मे ब्रिट मोजर	May-Britt Moser
ढाँचा:Country data Aragon	Mall:Landsdata Aragonien
श्रेणी:सेनेगलमा राजनैतिक दलहरू	Kategori:Politiska partier i Senegal
ढाँचा:IUCN2006	Mall:IUCN2006
ढाँचा:IAFD name	Mall:IAFD namn
श्रेणी:सुरिनाममा राजनैतिक दलहरू	Kategori:Politiska partier i Surinam
श्रेणी:ग्वाटेमालाका राजनैतिक दलहरू	Kategori:Politiska partier i Guatemala
ढाँचा:QAT	Mall:QAT
ढाँचा:RUS	Mall:RUS
ढाँचा:WTA	Mall:WTA
ढाँचा:AUT	Mall:AUT
ढाँचा:ICD9	Mall:ICD9
ढाँचा:Historical	Mall:Museum
ढाँचा:CHL	Mall:CHL
ढाँचा:Who	Mall:Vem
ढाँचा:Verify credibility	Mall:Verifiera trovärdighet
ढाँचा:Campaign	Mall:Kampanj
श्रेणी:नाटककार	Kategori:Dramatiker
ढाँचा:No footnotes	Mall:Fotnoter
ढाँचा:Purge page	Mall:Purge page
ढाँचा:Zero	Mall:Noll
ढाँचा:Shenzhou program	Mall:Shenzhouprogrammet
ढाँचा:CHN	Mall:CHN
श्रेणी:अक्टुबर क्रान्ति	Kategori:Ryska revolutionen
श्रेणी:नेपालमा खेलकुद	Kategori:Sport i Nepal
ढाँचा:Cite album-notes	Mall:Cite AV media notes
ढाँचा:Cite arXiv	Mall:Cite arXiv
ढाँचा:Airport destination list	Mall:Flygplats-destinations-lista
ढाँचा:Countries of South America	Mall:Sydamerika
श्रेणी:Bhutan stubs	Kategori:Bhutanstubbar
श्रेणी:वर्ष २०१०	Kategori:2010
श्रेणी:उत्तराखण्डका जिल्लाहरू	Kategori:Distrikt i Uttarakhand
श्रेणी:मुद्रा	Kategori:Valutor
ढाँचा:Infobox Language/family-color	Mall:Språk/familj-färg
ढाँचा:ISSN	Mall:ISSN
ढाँचा:User ca-3	Mall:Användare ca-3
ढाँचा:User et-3	Mall:Användare et-3
ढाँचा:User la-2	Mall:Användare la-2
ढाँचा:User mk-1	Mall:Användare mk-1
ढाँचा:User nn-2	Mall:Användare nn-2
ढाँचा:User pt	Mall:Användare pt
ढाँचा:User ro-2	Mall:Användare ro-2
ढाँचा:User ru-1	Mall:Användare ru-1
ढाँचा:User sk-1	Mall:Användare sk-1
ढाँचा:User sk-2	Mall:Användare sk-2
ढाँचा:User sr-1	Mall:Användare sr-1
ढाँचा:User uk-4	Mall:Användare uk-4
ढाँचा:Infobox CPU	Mall:Infobox CPU
श्रेणी:रुसको इतिहास	Kategori:Rysslands historia
ढाँचा:Country data Belize	Mall:Landsdata Belize
श्रेणी:नेपालको भूगोल	Kategori:Nepals geografi
ढाँचा:Europe topic	Mall:Europa metamall
ढाँचा:Metacritic film	Mall:Metacritic film
ढाँचा:Country data Kosovo	Mall:Landsdata Kosovo
ढाँचा:Country data New Caledonia	Mall:Landsdata Nya Kaledonien
ढाँचा:Country data Marshall Islands	Mall:Landsdata Marshallöarna
ढाँचा:Country data Mauritania	Mall:Landsdata Mauretanien
ढाँचा:Country data Samoa	Mall:Landsdata Samoa
ढाँचा:Country data Palau	Mall:Landsdata Palau
ढाँचा:Country data Gabon	Mall:Landsdata Gabon
ढाँचा:Country data Abkhazia	Mall:Landsdata Abchazien
ढाँचा:Country data Djibouti	Mall:Landsdata Djibouti
ढाँचा:Country data South Ossetia	Mall:Landsdata Sydossetien
ढाँचा:Country data Norfolk Island	Mall:Landsdata Norfolkön
ढाँचा:Country data Guam	Mall:Landsdata Guam
ढाँचा:Country data Solomon Islands	Mall:Landsdata Salomonöarna
ढाँचा:Country data Wallis and Futuna	Mall:Landsdata Wallis- och Futunaöarna
ढाँचा:Country data Pitcairn Islands	Mall:Landsdata Pitcairnöarna
ढाँचा:Country data Northern Mariana Islands	Mall:Landsdata Nordmarianerna
ढाँचा:Country data American Samoa	Mall:Landsdata Amerikanska Samoa
ढाँचा:Country data Aruba	Mall:Landsdata Aruba
ढाँचा:Country data Cook Islands	Mall:Landsdata Cooköarna
ढाँचा:Country data Sudan	Mall:Landsdata Sudan
ढाँचा:Country data Chad	Mall:Landsdata Tchad
ढाँचा:Unbulleted list	Mall:Unbulleted list
श्रेणी:भूटान	Kategori:Bhutan
श्रेणी:व्यवस्थापन	Kategori:Management
ढाँचा:Country data French Polynesia	Mall:Landsdata Franska Polynesien
ढाँचा:Country data Antigua and Barbuda	Mall:Landsdata Antigua och Barbuda
ढाँचा:Country data Gambia	Mall:Landsdata Gambia
ढाँचा:Country data Tonga	Mall:Landsdata Tonga
ढाँचा:Country data Federated States of Micronesia	Mall:Landsdata Mikronesiens federerade stater
ढाँचा:Country data Namibia	Mall:Landsdata Namibia
ढाँचा:Country data Nova Scotia	Mall:Landsdata Nova Scotia
ढाँचा:Tnavbar-header	Mall:Navbar-header
श्रेणी:रुसी राजनीतिज्ञहरू	Kategori:Ryska politiker
ढाँचा:Country data North Vietnam	Mall:Landsdata Nordvietnam
श्रेणी:नेपाली राजनीतिज्ञहरू	Kategori:Nepalesiska politiker
श्रेणी:जर्मन राजनीतिज्ञहरू	Kategori:Tyska politiker
श्रेणी:साम्यवादी दलहरू	Kategori:Kommunistiska partier
श्रेणी:जीवावशेषहरू	Kategori:Fossil
श्रेणी:विमानस्थलहरू	Kategori:Flygplatser
श्रेणी:तत्व	Kategori:Grundämnen
ढाँचा:Country data Lithuanian SSR	Mall:Landsdata Litauiska SSR
ढाँचा:Country data Latvian SSR	Mall:Landsdata Lettiska SSR
ढाँचा:Cycling archives	Mall:Cycling archives
श्रेणी:अष्ट्रेलियाका प्रधानमन्त्रीहरु	Kategori:Australiens premiärministrar
श्रेणी:Anatomy stubs	Kategori:Anatomistubbar
ढाँचा:PMID	Mall:PMID
श्रेणी:युरोपका मुद्राहरू	Kategori:Europeiska valutor
ढाँचा:Country data Burkina Faso	Mall:Landsdata Burkina Faso
ढाँचा:Country data Central African Republic	Mall:Landsdata Centralafrikanska republiken
ढाँचा:Country data Abu Dhabi	Mall:Landsdata Abu Dhabi
ढाँचा:Lang-hy	Mall:Lang-hy
श्रेणी:स्वेडिश राजनीतिज्ञहरू	Kategori:Svenska politiker
श्रेणी:नेपाल	Kategori:Nepal
श्रेणी:आइयुसिएनको रातो सूची अनुसार कम चासोका प्रजातिहरू	Kategori:Livskraftiga arter
श्रेणी:Multilingual support templates	Kategori:Flerspråkiga stödmallar
नुनढिके	Osyris quadripartita
श्रेणी:बहुराष्ट्रिय कम्पनी	Kategori:Multinationella företag
ढाँचा:Country data Wales	Mall:Landsdata Wales
ढाँचा:Country data Seychelles	Mall:Landsdata Seychellerna
ढाँचा:Country data Papua New Guinea	Mall:Landsdata Papua Nya Guinea
ढाँचा:TemperatureScales	Mall:Temperaturenheter
श्रेणी:युरोपको इतिहास	Kategori:Europas historia
मे २०१४	Maj 2014
ढाँचा:Country data Byelorussian SSR	Mall:Landsdata Vitryska SSR
श्रेणी:रुसमा राजनैतिक दलहरू	Kategori:Politiska partier i Ryssland
श्रेणी:राजनैतिक दलहरू	Kategori:Politiska partier
श्रेणी:संयुक्त अधिराज्यमा राजनैतिक दलहरू	Kategori:Politiska partier i Storbritannien
श्रेणी:गोआ	Kategori:Goa
श्रेणी:कर्नाटक	Kategori:Karnataka
श्रेणी:छत्तीसगढ	Kategori:Chhattisgarh
श्रेणी:गुजरात	Kategori:Gujarat
श्रेणी:त्रिपुरा	Kategori:Tripura
श्रेणी:झारखंड	Kategori:Jharkhand
श्रेणी:तमिलनाडु	Kategori:Tamil Nadu
श्रेणी:पंजाब	Kategori:Punjab (Indien)
श्रेणी:मध्य प्रदेश	Kategori:Madhya Pradesh
श्रेणी:मिजोरम	Kategori:Mizoram
श्रेणी:राजस्थान	Kategori:Rajasthan
श्रेणी:सिक्किम	Kategori:Sikkim
श्रेणी:हरियाणा	Kategori:Haryana
श्रेणी:उत्तर प्रदेश	Kategori:Uttar Pradesh
श्रेणी:मेघालय	Kategori:Meghalaya
श्रेणी:पश्चिम बङ्गाल	Kategori:Västbengalen
श्रेणी:त्रिभुजहरू	Kategori:Trianglar
ढाँचा:S-off	Mall:Successionsbox uppdrag
श्रेणी:जर्मन सामाजिक-जनवादी पार्टीका सदस्यहरू	Kategori:Tyska socialdemokrater
ढाँचा:ESP	Mall:ESP
श्रेणी:जनावर	Kategori:Djur
ढाँचा:Cite episode	Mall:Cite episode
ढाँचा:Hexadecimal	Mall:Hex
श्रेणी:खेल अपूरो	Kategori:Sportstubbar
ढाँचा:Country data Karelia	Mall:Landsdata Karelen
ढाँचा:Country data Sakha Republic	Mall:Landsdata Sacha
ढाँचा:Country data Ethiopian Empire	Mall:Landsdata Kejsardömet Etiopien
ढाँचा:Lang-co	Mall:Lang-co
ढाँचा:Collapse	Mall:Collapse
ढाँचा:MedalCompetition	Mall:MedaljTävling
श्रेणी:व्यञ्जनवर्ण	Kategori:Konsonantljud
ढाँचा:User other	Mall:Användare annan
श्रेणी:रोग	Kategori:Sjukdomar
श्रेणी:नृत्य	Kategori:Dans
पदमचाल	Rabarbrar
ढाँचा:Infobox language	Mall:Språk
ढाँचा:Wikiversity	Mall:Wikiversity
ढाँचा:Marx/Engels	Mall:Karl Marx och Friedrich Engels
ढाँचा:Mariner program	Mall:Mariner
मूला	Rättika
ढाँचा:Country data Hawaii	Mall:Landsdata Hawaii
ढाँचा:Country data Weimar Republic	Mall:Landsdata Weimarrepubliken
श्रेणी:खेलाडीहरू	Kategori:Idrottare
ढाँचा:Hu icon	Mall:Hu ikon
श्रेणी:नागालैंड	Kategori:Nagaland
श्रेणी:जम्मु कश्मीर	Kategori:Jammu och Kashmir
श्रेणी:मणिपुर	Kategori:Manipur
श्रेणी:महाराष्ट्र	Kategori:Maharashtra
श्रेणी:अरुणाचल प्रदेश	Kategori:Arunachal Pradesh
श्रेणी:हिमाचल प्रदेश	Kategori:Himachal Pradesh
श्रेणी:आन्ध्र प्रदेश	Kategori:Andhra Pradesh
श्रेणी:आसाम	Kategori:Assam
ढाँचा:User af-2	Mall:Användare af-2
गाजर	Morot
ढाँचा:Update after	Mall:Bäst före
श्रेणी:भेनेजुएलामा राजनैतिक दलहरू	Kategori:Politiska partier i Venezuela
ढाँचा:Country data Alabama	Mall:Landsdata Alabama
ढाँचा:Country data Alagoas	Mall:Landsdata Alagoas
ढाँचा:Country data Alaska	Mall:Landsdata Alaska
ढाँचा:Country data Alberta	Mall:Landsdata Alberta
ढाँचा:Country data Alderney	Mall:Landsdata Alderney
ढाँचा:Country data Allied-occupied Germany	Mall:Landsdata Allierade ockuperade Tyskland
ढाँचा:Country data Kingdom of Bulgaria	Mall:Landsdata Kungariket Bulgarien
ढाँचा:Mojo title	Mall:Mojo title
ढाँचा:Height	Mall:Längd
ढाँचा:Country data Kingdom of Italy	Mall:Landsdata Kungariket Italien
श्रेणी:बैंकहरू	Kategori:Banker
विकिपे-टान	Wikipedia:Wikipe-tan
सत्य नडेला	Satya Nadella
श्रेणी:भारतको प्रान्त	Kategori:Indiens delstater och territorier
श्रेणी:जर्मनीका राजनैतिक दलहरू	Kategori:Politiska partier i Tyskland
ढाँचा:Tnavbar-navframe	Mall:Navbar-navframe
ढाँचा:US patent	Mall:US patent
ढाँचा:Countries of North America	Mall:Nordamerika
ढाँचा:Lang-ur	Mall:Lang-ur
श्रेणी:अण्डमान र निकोबार द्वीप समूह	Kategori:Andamanerna och Nikobarerna
ढाँचा:Country data Saxony	Mall:Landsdata Sachsen
ढाँचा:Country data North Rhine-Westphalia	Mall:Landsdata Nordrhein-Westfalen
ढाँचा:Oceania topic	Mall:Oceanien metamall
ढाँचा:File title	Mall:Bildnamn
ढाँचा:H:title	Mall:H:title
ढाँचा:Rounddown	Mall:Avrunda ned
श्रेणी:नेपालका एयरलाईनहरु	Kategori:Nepalesiska flygbolag
Portal:Africa	Portal:Afrika
ढाँचा:CURRENTMINUTE	Mall:CURRENTMINUTE
ढाँचा:भूगोल-आधार	Mall:Geografistub
ढाँचा:User sl-1	Mall:Användare sl-1
ढाँचा:UGA	Mall:UGA
ढाँचा:Lang-ga	Mall:Lang-ga
श्रेणी:गयानाका राजनैतिक दलहरू	Kategori:Politiska partier i Guyana
श्रेणी:उरुग्वेमा राजनैतिक दलहरू	Kategori:Politiska partier i Uruguay
श्रेणी:इटालीका राजनैतिक दलहरू	Kategori:Politiska partier i Italien
श्रेणी:भारतका राजनीतिक दलहरू	Kategori:Politiska partier i Indien
श्रेणी:चिलीका राजनैतिक दलहरू	Kategori:Politiska partier i Chile
श्रेणी:पेरुमा राजनैतिक दलहरू	Kategori:Politiska partier i Peru
श्रेणी:पुएर्टो रिकोका राजनैतिक दलहरू	Kategori:Politiska partier i Puerto Rico
श्रेणी:फ्रान्सका राजनैतिक दलहरू	Kategori:Politiska partier i Frankrike
श्रेणी:नेपालका राजनैतिक दलहरू	Kategori:Politiska partier i Nepal
श्रेणी:एल सालावाडोरका राजनैतिक दलहरू	Kategori:Politiska partier i El Salvador
ढाँचा:Country data Spain	Mall:Landsdata Spanien
श्रेणी:अष्ट्रीयाका राजनैतिक दलहरू	Kategori:Politiska partier i Österrike
ढाँचा:User info	Mall:Användarinfo
बाटुलीपाते	Stephania japonica
ढाँचा:Country data Canada	Mall:Landsdata Kanada
ढाँचा:Cite newsgroup	Mall:Cite newsgroup
ढाँचा:Cite pmid	Mall:Pmid Referens
Module:BaseConvert	Modul:BaseConvert
ढाँचा:Col-2	Mall:Col-2
ढाँचा:Col-4	Mall:Col-4
ढाँचा:Col-5	Mall:Col-5
ढाँचा:Collapse bottom	Mall:Collapse bottom
ढाँचा:Color box	Mall:Färgbox
ढाँचा:Context	Mall:Sammanhang
ढाँचा:Council of Europe	Mall:Europarådet
ढाँचा:देश झन्डा	Mall:Flagga
ढाँचा:Country data Acre	Mall:Landsdata Acre
ढाँचा:Country data Aden	Mall:Landsdata Aden
ढाँचा:Country data Amapá	Mall:Landsdata Amapá
ढाँचा:Country data Anguilla	Mall:Landsdata Anguilla
ढाँचा:Country data Amazonas	Mall:Landsdata Amazonas
ढाँचा:Country data Andalusia	Mall:Landsdata Andalusien
ढाँचा:Country data Aosta Valley	Mall:Landsdata Aostadalen
ढाँचा:Country data Arizona	Mall:Landsdata Arizona
ढाँचा:Country data Artigas	Mall:Landsdata Artigas (departement)
ढाँचा:Country data Asturias	Mall:Landsdata Asturien
ढाँचा:Country data Baden-Württemberg	Mall:Landsdata Baden-Württemberg
ढाँचा:Country data Barbados	Mall:Landsdata Barbados
ढाँचा:Country data Berlin	Mall:Landsdata Berlin
ढाँचा:Country data Balearic Islands	Mall:Landsdata Balearerna
ढाँचा:Country data Basilicata	Mall:Landsdata Basilicata
ढाँचा:Country data Bermuda	Mall:Landsdata Bermuda
ढाँचा:Country data Bonaire	Mall:Landsdata Bonaire
ढाँचा:Country data British Columbia	Mall:Landsdata British Columbia
ढाँचा:Country data British Indian Ocean Territory	Mall:Landsdata Brittiska territoriet i Indiska oceanen
ढाँचा:Country data British Virgin Islands	Mall:Landsdata Brittiska Jungfruöarna
ढाँचा:Country data Brittany	Mall:Landsdata Bretagne
ढाँचा:Country data Burma	Mall:Landsdata Burma
ढाँचा:Country data California	Mall:Landsdata Kalifornien
ढाँचा:Country data Burgandy	Mall:Landsdata Bourgogne
ढाँचा:Country data Canary Islands	Mall:Landsdata Kanarieöarna
ढाँचा:Country data Canelones	Mall:Landsdata Canelones (departement)
ढाँचा:Country data Cantabria	Mall:Landsdata Kantabrien
ढाँचा:Country data Castile and León	Mall:Landsdata Kastilien och León
ढाँचा:Country data Cerro Largo	Mall:Landsdata Cerro Largo (departement)
ढाँचा:Country data Castile-La Mancha	Mall:Landsdata Kastilien-La Mancha
ढाँचा:Country data Cocos (Keeling) Islands	Mall:Landsdata Kokosöarna
ढाँचा:Country data Colonia	Mall:Landsdata Colonia (departement)
ढाँचा:Country data Colorado	Mall:Landsdata Colorado
ढाँचा:Country data Commonwealth of Independent States	Mall:Landsdata Oberoende staters samvälde
ढाँचा:Country data Connecticut	Mall:Landsdata Connecticut
ढाँचा:Country data Curaçao	Mall:Landsdata Curaçao
ढाँचा:Country data Delaware	Mall:Landsdata Delaware
ढाँचा:Country data Empire of Japan	Mall:Landsdata Japanska imperiet
ढाँचा:Country data Empire of Brazil	Mall:Landsdata Kejsardömet Brasilien
ढाँचा:Country data Espírito Santo	Mall:Landsdata Espírito Santo
ढाँचा:Country data Emilia–Romagna	Mall:Landsdata Emilia-Romagna
ढाँचा:Country data FR Yugoslavia	Mall:Landsdata FR Jugoslavien
ढाँचा:Country data Flores	Mall:Landsdata Flores (departement)
ढाँचा:Country data Florida	Mall:Landsdata Florida
ढाँचा:Country data Florida (Uruguay)	Mall:Landsdata Florida (departement)
ढाँचा:Country data Extremadura	Mall:Landsdata Extremadura
ढाँचा:Country data Free French Forces	Mall:Landsdata Fria franska styrkorna
ढाँचा:Country data Federation of Bosnia and Herzegovina	Mall:Landsdata Federationen Bosnien och Hercegovina
ढाँचा:Country data Galicia	Mall:Landsdata Galicien
ढाँचा:Country data Gibraltar	Mall:Landsdata Gibraltar
ढाँचा:Country data Goiás	Mall:Landsdata Goiás
ढाँचा:Country data Grenada	Mall:Landsdata Grenada
ढाँचा:Country data Guernsey	Mall:Landsdata Guernsey
ढाँचा:Country data Georgian SSR	Mall:Landsdata Georgiska SSR
ढाँचा:Country data Hesse	Mall:Landsdata Hessen
ढाँचा:Country data Illinois	Mall:Landsdata Illinois
ढाँचा:Country data Independent State of Croatia	Mall:Landsdata Oberoende staten Kroatien
ढाँचा:Country data Indiana	Mall:Landsdata Indiana
ढाँचा:Country data Iowa	Mall:Landsdata Iowa
ढाँचा:Country data Isle of Man	Mall:Landsdata Isle of Man
ढाँचा:Country data Irish Free State	Mall:Landsdata Irländska fristaten
ढाँचा:Country data Holy See	Mall:Landsdata Heliga stolen
ढाँचा:Country data Jersey	Mall:Landsdata Jersey
ढाँचा:Country data जोर्डन	Mall:Landsdata Jordanien
ढाँचा:Country data Kansas	Mall:Landsdata Kansas
ढाँचा:Country data Karelo-Finnish SSR	Mall:Landsdata Karelsk-finska SSR
ढाँचा:Country data Kentucky	Mall:Landsdata Kentucky
ढाँचा:Country data Kingdom of France	Mall:Landsdata Kungariket Frankrike
ढाँचा:Country data Kingdom of Sarawak	Mall:Landsdata Kungariket Sarawak
ढाँचा:Country data Kingdom of Montenegro (1941–1944)	Mall:Landsdata Kungariket Montenegro (1941–1944)
ढाँचा:Country data Kazakh SSR	Mall:Landsdata Kazakiska SSR
ढाँचा:Country data Kingdom of Montenegro	Mall:Landsdata Kungariket Montenegro
ढाँचा:Country data Korea	Mall:Landsdata Korea
ढाँचा:Country data Kingdom of Sardinia	Mall:Landsdata Kungariket Sardinien
ढाँचा:Country data Kyrgyzstan	Mall:Landsdata Kirgizistan
ढाँचा:Country data Lavalleja	Mall:Landsdata Lavalleja (departement)
ढाँचा:Country data Lesotho	Mall:Landsdata Lesotho
ढाँचा:Country data La Rioja (Spain)	Mall:Landsdata La Rioja
ढाँचा:Country data Liberia	Mall:Landsdata Liberia
ढाँचा:Country data Liguria	Mall:Landsdata Ligurien
ढाँचा:Country data Leinster	Mall:Landsdata Leinster
ढाँचा:Country data Lombardy	Mall:Landsdata Lombardiet
ढाँचा:Country data Maine	Mall:Landsdata Maine
ढाँचा:Country data Malawi	Mall:Landsdata Malawi
ढाँचा:Country data Maldonado	Mall:Landsdata Maldonado (departement)
ढाँचा:Country data Manitoba	Mall:Landsdata Manitoba
ढाँचा:Country data Maryland	Mall:Landsdata Maryland
ढाँचा:Country data Massachusetts	Mall:Landsdata Massachusetts
ढाँचा:Country data Maranhão	Mall:Landsdata Maranhão
ढाँचा:Country data Mauritius	Mall:Landsdata Mauritius
ढाँचा:Country data Michigan	Mall:Landsdata Michigan
ढाँचा:Country data Martinique	Mall:Landsdata Martinique
ढाँचा:Country data Minas Gerais	Mall:Landsdata Minas Gerais
ढाँचा:Country data Melilla	Mall:Landsdata Melilla
ढाँचा:Country data Minnesota	Mall:Landsdata Minnesota
ढाँचा:Country data Mississippi	Mall:Landsdata Mississippi
ढाँचा:Country data Missouri	Mall:Landsdata Missouri
ढाँचा:Country data Mongolia	Mall:Landsdata Mongoliet
ढाँचा:Country data Montana	Mall:Landsdata Montana
ढाँचा:Country data Montevideo	Mall:Landsdata Montevideo (departement)
ढाँचा:Country data Moravian-Silesian Region	Mall:Landsdata Mähren-Schlesien (region)
ढाँचा:Country data Nagorno-Karabakh Republic	Mall:Landsdata Nagorno-Karabach
ढाँचा:Country data Murcia	Mall:Landsdata Murcia
ढाँचा:Country data Netherlands Antilles	Mall:Landsdata Nederländska Antillerna
ढाँचा:Country data Nevada	Mall:Landsdata Nevada
ढाँचा:Country data New Brunswick	Mall:Landsdata New Brunswick
ढाँचा:Country data New Hampshire	Mall:Landsdata New Hampshire
ढाँचा:Country data New France	Mall:Landsdata Nya Frankrike
ढाँचा:Country data Navarre	Mall:Landsdata Navarra
ढाँचा:Country data New Jersey	Mall:Landsdata New Jersey
ढाँचा:Country data New Mexico	Mall:Landsdata New Mexico
ढाँचा:Country data New South Wales	Mall:Landsdata New South Wales
ढाँचा:Country data New York	Mall:Landsdata New York (delstat)
ढाँचा:Country data Newfoundland	Mall:Landsdata Newfoundland
ढाँचा:Country data Newfoundland and Labrador	Mall:Landsdata Newfoundland och Labrador
ढाँचा:Country data Niger	Mall:Landsdata Niger
ढाँचा:Country data New Hebrides	Mall:Landsdata Nya Hebriderna
ढाँचा:Country data North Carolina	Mall:Landsdata North Carolina
ढाँचा:Country data North Dakota	Mall:Landsdata North Dakota
ढाँचा:Country data North Yemen	Mall:Landsdata Nordjemen
ढाँचा:Country data Northwest Territories	Mall:Landsdata Northwest Territories
ढाँचा:Country data Nunavut	Mall:Landsdata Nunavut
ढाँचा:Country data Ohio	Mall:Landsdata Ohio
ढाँचा:Country data Northern Rhodesia	Mall:Landsdata Nordrhodesia
ढाँचा:Country data Oklahoma	Mall:Landsdata Oklahoma
ढाँचा:Country data Ontario	Mall:Landsdata Ontario
ढाँचा:Country data Oregon	Mall:Landsdata Oregon
ढाँचा:Country data Palestine	Mall:Landsdata Palestina
ढाँचा:Country data Palestinian National Authority	Mall:Landsdata Palestinska myndigheten
ढाँचा:Country data Paysandú	Mall:Landsdata Paysandú (departement)
ढाँचा:Country data Pennsylvania	Mall:Landsdata Pennsylvania
ढाँचा:Country data Piauí	Mall:Landsdata Piauí
ढाँचा:Country data Pará	Mall:Landsdata Pará
ढाँचा:Country data Prague	Mall:Landsdata Prag
ढाँचा:Country data Prince Edward Island	Mall:Landsdata Prince Edward Island
ढाँचा:Country data Puerto Rico	Mall:Landsdata Puerto Rico
ढाँचा:Country data Quebec	Mall:Landsdata Québec
ढाँचा:Country data Queensland	Mall:Landsdata Queensland
ढाँचा:Country data Republic of Texas	Mall:Landsdata Republiken Texas
ढाँचा:Country data Republika Srpska	Mall:Landsdata Republika Srpska
ढाँचा:Country data Rhode Island	Mall:Landsdata Rhode Island
ढाँचा:Country data Rhineland-Palatinate	Mall:Landsdata Rheinland-Pfalz
ढाँचा:Country data Qing Dynasty	Mall:Landsdata Qingdynastin
ढाँचा:Country data Rio de Janeiro	Mall:Landsdata Rio de Janeiro
ढाँचा:Country data Rio Grande do Sul	Mall:Landsdata Rio Grande do Sul
ढाँचा:Country data Rivera	Mall:Landsdata Rivera (departement)
ढाँचा:Country data Rocha	Mall:Landsdata Rocha (departement)
ढाँचा:Country data Rwanda	Mall:Landsdata Rwanda
ढाँचा:Country data Rondônia	Mall:Landsdata Rondônia
ढाँचा:Country data Réunion	Mall:Landsdata Réunion
ढाँचा:Country data Río Negro (Uruguay)	Mall:Landsdata Río Negro (departement)
ढाँचा:Country data Roraima	Mall:Landsdata Roraima
ढाँचा:Country data Rhodesia	Mall:Landsdata Rhodesia
ढाँचा:Country data SR Bosnia and Herzegovina	Mall:Landsdata SR Bosnien och Hercegovina
ढाँचा:Country data SR Croatia	Mall:Landsdata SR Kroatien
ढाँचा:Country data SR Macedonia	Mall:Landsdata SR Makedonien
ढाँचा:Country data SR Montenegro	Mall:Landsdata SR Montenegro
ढाँचा:Country data Sahrawi Arab Democratic Republic	Mall:Landsdata Sahariska arabiska demokratiska republiken
ढाँचा:Country data Saint Helena	Mall:Landsdata Sankta Helena
ढाँचा:Country data Saint Lucia	Mall:Landsdata Saint Lucia
ढाँचा:Country data Salto	Mall:Landsdata Salto (departement)
ढाँचा:Country data Santa Catarina	Mall:Landsdata Santa Catarina
ढाँचा:Country data San José	Mall:Landsdata San José (departement)
ढाँचा:Country data Saskatchewan	Mall:Landsdata Saskatchewan
ढाँचा:Country data Saint Pierre and Miquelon	Mall:Landsdata Saint-Pierre och Miquelon
ढाँचा:Country data Schleswig-Holstein	Mall:Landsdata Schleswig-Holstein
ढाँचा:Country data Sergipe	Mall:Landsdata Sergipe
ढाँचा:Country data Sicily	Mall:Landsdata Sicilien
ढाँचा:Country data Sierra Leone	Mall:Landsdata Sierra Leone
ढाँचा:Country data Sint Maarten	Mall:Landsdata Sint Maarten
ढाँचा:Country data Soriano	Mall:Landsdata Soriano (departement)
ढाँचा:Country data South Dakota	Mall:Landsdata South Dakota
ढाँचा:Country data South Yemen	Mall:Landsdata Sydjemen
ढाँचा:Country data South Arabia	Mall:Landsdata Sydarabien
ढाँचा:Country data Southern Rhodesia	Mall:Landsdata Sydrhodesia
ढाँचा:Country data Suriname	Mall:Landsdata Surinam
ढाँचा:Country data Svalbard	Mall:Landsdata Svalbard
ढाँचा:Country data Syria	Mall:Landsdata Syrien
ढाँचा:Country data São Paulo	Mall:Landsdata São Paulo
ढाँचा:Country data São Tomé and Príncipe	Mall:Landsdata São Tomé och Príncipe
ढाँचा:Country data Tacuarembó	Mall:Landsdata Tacuarembó (departement)
ढाँचा:Country data Sovereign Military Order of Malta	Mall:Landsdata Malteserorden
ढाँचा:Country data Tennessee	Mall:Landsdata Tennessee
ढाँचा:Country data Texas	Mall:Landsdata Texas
ढाँचा:Country data तिब्बत	Mall:Landsdata Tibet
ढाँचा:Country data Tanganyika	Mall:Landsdata Tanganyika
ढाँचा:Country data Tokelau	Mall:Landsdata Tokelauöarna
ढाँचा:Country data Singapore	Mall:Landsdata Singapore
ढाँचा:Country data Transnistria	Mall:Landsdata Transnistrien
ढाँचा:Country data Tristan da Cunha	Mall:Landsdata Tristan da Cunha
