ஆப்பிரிக்கா	Afrika
பகுப்பு:1865	Kategori:1865
பகுப்பு:1866	Kategori:1866
பகுப்பு:1866 இறப்புகள்	Kategori:Avlidna 1866
பகுப்பு:1867 இறப்புகள்	Kategori:Avlidna 1867
பகுப்பு:1868	Kategori:1868
பகுப்பு:1869	Kategori:1869
பகுப்பு:1869 இறப்புகள்	Kategori:Avlidna 1869
பகுப்பு:1870	Kategori:1870
பகுப்பு:1871	Kategori:1871
பகுப்பு:1871 இறப்புகள்	Kategori:Avlidna 1871
பகுப்பு:1872	Kategori:1872
பகுப்பு:1872 இறப்புகள்	Kategori:Avlidna 1872
பகுப்பு:1873 இறப்புகள்	Kategori:Avlidna 1873
பகுப்பு:1874	Kategori:1874
பகுப்பு:1875	Kategori:1875
பகுப்பு:1876	Kategori:1876
பகுப்பு:1876 இறப்புகள்	Kategori:Avlidna 1876
பகுப்பு:1877	Kategori:1877
பகுப்பு:1877 இறப்புகள்	Kategori:Avlidna 1877
பகுப்பு:1879	Kategori:1879
பகுப்பு:1879 இறப்புகள்	Kategori:Avlidna 1879
பகுப்பு:1880	Kategori:1880
பகுப்பு:இந்திய மெய்யியல்	Kategori:Indisk filosofi
பகுப்பு:1881	Kategori:1881
பகுப்பு:1882	Kategori:1882
பகுப்பு:1883	Kategori:1883
பகுப்பு:1884	Kategori:1884
பகுப்பு:1885	Kategori:1885
பகுப்பு:1885 இறப்புகள்	Kategori:Avlidna 1885
பகுப்பு:1886	Kategori:1886
பகுப்பு:1886 இறப்புகள்	Kategori:Avlidna 1886
பகுப்பு:1887	Kategori:1887
பகுப்பு:1887 இறப்புகள்	Kategori:Avlidna 1887
பகுப்பு:1889	Kategori:1889
பகுப்பு:1889 இறப்புகள்	Kategori:Avlidna 1889
பகுப்பு:1890	Kategori:1890
பகுப்பு:1890 இறப்புகள்	Kategori:Avlidna 1890
பகுப்பு:1891	Kategori:1891
பகுப்பு:1891 இறப்புகள்	Kategori:Avlidna 1891
பகுப்பு:1892	Kategori:1892
பகுப்பு:1892 இறப்புகள்	Kategori:Avlidna 1892
பகுப்பு:1893	Kategori:1893
பகுப்பு:1893 இறப்புகள்	Kategori:Avlidna 1893
பகுப்பு:1894	Kategori:1894
பகுப்பு:1894 இறப்புகள்	Kategori:Avlidna 1894
பகுப்பு:1895	Kategori:1895
பகுப்பு:1895 இறப்புகள்	Kategori:Avlidna 1895
பகுப்பு:1896 இறப்புகள்	Kategori:Avlidna 1896
பகுப்பு:1897	Kategori:1897
பகுப்பு:1897 இறப்புகள்	Kategori:Avlidna 1897
பகுப்பு:ஆங்கிலத் தொலைக்காட்சித் தொடர்கள்	Kategori:Engelskspråkiga TV-serier
பகுப்பு:1898 இறப்புகள்	Kategori:Avlidna 1898
பகுப்பு:1899	Kategori:1899
பகுப்பு:1899 இறப்புகள்	Kategori:Avlidna 1899
பகுப்பு:1900 இறப்புகள்	Kategori:Avlidna 1900
பகுப்பு:1901 இறப்புகள்	Kategori:Avlidna 1901
பகுப்பு:1905 இறப்புகள்	Kategori:Avlidna 1905
பகுப்பு:1906 இறப்புகள்	Kategori:Avlidna 1906
பகுப்பு:1908 இறப்புகள்	Kategori:Avlidna 1908
பகுப்பு:1909 இறப்புகள்	Kategori:Avlidna 1909
பகுப்பு:1910 இறப்புகள்	Kategori:Avlidna 1910
பகுப்பு:1912 இறப்புகள்	Kategori:Avlidna 1912
பகுப்பு:1913 இறப்புகள்	Kategori:Avlidna 1913
பகுப்பு:1914 இறப்புகள்	Kategori:Avlidna 1914
பகுப்பு:1915 இறப்புகள்	Kategori:Avlidna 1915
பகுப்பு:1916 இறப்புகள்	Kategori:Avlidna 1916
பகுப்பு:1917 இறப்புகள்	Kategori:Avlidna 1917
பகுப்பு:1918 இறப்புகள்	Kategori:Avlidna 1918
பகுப்பு:1919 இறப்புகள்	Kategori:Avlidna 1919
பகுப்பு:1920 இறப்புகள்	Kategori:Avlidna 1920
பகுப்பு:1921 இறப்புகள்	Kategori:Avlidna 1921
பகுப்பு:1923 இறப்புகள்	Kategori:Avlidna 1923
பகுப்பு:1925 இறப்புகள்	Kategori:Avlidna 1925
பகுப்பு:1926 இறப்புகள்	Kategori:Avlidna 1926
பகுப்பு:1932 இறப்புகள்	Kategori:Avlidna 1932
பகுப்பு:1935 இறப்புகள்	Kategori:Avlidna 1935
பகுப்பு:1936 இறப்புகள்	Kategori:Avlidna 1936
பகுப்பு:1939 இறப்புகள்	Kategori:Avlidna 1939
பகுப்பு:1940 இறப்புகள்	Kategori:Avlidna 1940
பகுப்பு:1941 இறப்புகள்	Kategori:Avlidna 1941
பகுப்பு:1944 இறப்புகள்	Kategori:Avlidna 1944
பகுப்பு:1948 இறப்புகள்	Kategori:Avlidna 1948
பகுப்பு:1951 இறப்புகள்	Kategori:Avlidna 1951
பகுப்பு:1952 இறப்புகள்	Kategori:Avlidna 1952
பகுப்பு:1953 இறப்புகள்	Kategori:Avlidna 1953
பகுப்பு:1954 இறப்புகள்	Kategori:Avlidna 1954
பகுப்பு:1955 இறப்புகள்	Kategori:Avlidna 1955
பகுப்பு:1956 இறப்புகள்	Kategori:Avlidna 1956
பகுப்பு:1957 இறப்புகள்	Kategori:Avlidna 1957
பகுப்பு:1958 இறப்புகள்	Kategori:Avlidna 1958
பகுப்பு:1961	Kategori:1961
பகுப்பு:1964	Kategori:1964
பகுப்பு:1964 இறப்புகள்	Kategori:Avlidna 1964
பகுப்பு:1965	Kategori:1965
பகுப்பு:1965 இறப்புகள்	Kategori:Avlidna 1965
பகுப்பு:1966	Kategori:1966
பகுப்பு:1967	Kategori:1967
பகுப்பு:1967 இறப்புகள்	Kategori:Avlidna 1967
பகுப்பு:1968 இறப்புகள்	Kategori:Avlidna 1968
பகுப்பு:1969	Kategori:1969
பகுப்பு:1970	Kategori:1970
பகுப்பு:1970 இறப்புகள்	Kategori:Avlidna 1970
பகுப்பு:1971 இறப்புகள்	Kategori:Avlidna 1971
பகுப்பு:1972	Kategori:1972
பகுப்பு:1972 இறப்புகள்	Kategori:Avlidna 1972
பகுப்பு:1973	Kategori:1973
பகுப்பு:1973 இறப்புகள்	Kategori:Avlidna 1973
பகுப்பு:1974	Kategori:1974
பகுப்பு:1975	Kategori:1975
பகுப்பு:உருசியாவில் விளையாட்டு	Kategori:Sport i Ryssland
பகுப்பு:1976	Kategori:1976
பகுப்பு:1977 இறப்புகள்	Kategori:Avlidna 1977
பகுப்பு:1978	Kategori:1978
பகுப்பு:1979	Kategori:1979
பகுப்பு:1980	Kategori:1980
பகுப்பு:1981	Kategori:1981
பகுப்பு:1982	Kategori:1982
பகுப்பு:1982 இறப்புகள்	Kategori:Avlidna 1982
பகுப்பு:1983	Kategori:1983
பகுப்பு:1983 இறப்புகள்	Kategori:Avlidna 1983
பகுப்பு:1984	Kategori:1984
பகுப்பு:1984 இறப்புகள்	Kategori:Avlidna 1984
பகுப்பு:1985	Kategori:1985
பகுப்பு:1985 இறப்புகள்	Kategori:Avlidna 1985
பகுப்பு:1986	Kategori:1986
பகுப்பு:1987	Kategori:1987
பகுப்பு:1987 இறப்புகள்	Kategori:Avlidna 1987
பகுப்பு:1988	Kategori:1988
பகுப்பு:1989	Kategori:1989
பகுப்பு:1989 இறப்புகள்	Kategori:Avlidna 1989
பகுப்பு:1990	Kategori:1990
பகுப்பு:1991	Kategori:1991
பகுப்பு:1992	Kategori:1992
பகுப்பு:1993	Kategori:1993
பகுப்பு:1994	Kategori:1994
பகுப்பு:1995	Kategori:1995
பகுப்பு:1995 இறப்புகள்	Kategori:Avlidna 1995
பகுப்பு:1996	Kategori:1996
பகுப்பு:1996 இறப்புகள்	Kategori:Avlidna 1996
பகுப்பு:1997	Kategori:1997
பகுப்பு:1997 இறப்புகள்	Kategori:Avlidna 1997
பகுப்பு:1999	Kategori:1999
பகுப்பு:2000	Kategori:2000
பகுப்பு:2000 இறப்புகள்	Kategori:Avlidna 2000
பகுப்பு:2001	Kategori:2001
பகுப்பு:2001 இறப்புகள்	Kategori:Avlidna 2001
பகுப்பு:2002	Kategori:2002
பகுப்பு:2002 இறப்புகள்	Kategori:Avlidna 2002
பகுப்பு:2003 இறப்புகள்	Kategori:Avlidna 2003
பகுப்பு:2004	Kategori:2004
பகுப்பு:2004 இறப்புகள்	Kategori:Avlidna 2004
பகுப்பு:2005	Kategori:2005
பகுப்பு:2006	Kategori:2006
பகுப்பு:2006 இறப்புகள்	Kategori:Avlidna 2006
பகுப்பு:2007	Kategori:2007
பகுப்பு:2008	Kategori:2008
பகுப்பு:2009	Kategori:2009
பகுப்பு:2010	Kategori:2010
பகுப்பு:2011	Kategori:2011
பகுப்பு:2016	Kategori:2016
பகுப்பு:2017	Kategori:2017
பகுப்பு:நாடு வாரியாக ஆறுகள்	Kategori:Vattendrag efter land
பகுப்பு:நாடு வாரியாகக் குற்றவாளிகள்	Kategori:Brottslingar efter land
பகுப்பு:நாடுகள் வாரியாக சட்டம்	Kategori:Rättsväsen efter land
பகுப்பு:நாடுகள் வாரியாகத் தீவுகள்	Kategori:Öar efter land
பகுப்பு:நாடுகள் வாரியாக மனித உரிமைகள்	Kategori:Mänskliga rättigheter efter land
பகுப்பு:நோபல் பரிசு பெற்ற பெல்ஜியம் நபர்கள்	Kategori:Belgiska nobelpristagare
பகுப்பு:நாடுகள் வாரியாக இயற்கை அழிவுகள்	Kategori:Naturkatastrofer efter land
பகுப்பு:தீவு நாடுகள்	Kategori:Östater
பகுப்பு:நாடுகள் வாரியாகத் தொடருந்து நிலையங்கள்	Kategori:Järnvägsstationer efter land
பகுப்பு:நாடு வாரியாகத் துடுப்பாட்டம்	Kategori:Cricket efter land
பகுப்பு:சிங்கப்பூர் அரசியல்	Kategori:Politik i Singapore
பகுப்பு:இந்திய அரசியல்	Kategori:Politik i Indien
பகுப்பு:மூலக்கூற்று வடிவியல்	Kategori:Molekylär geometri
பகுப்பு:ஆஸ்திரேலிய வரலாறு	Kategori:Australiens historia
பகுப்பு:பௌத்தர்கள்	Kategori:Personligheter inom buddhismen
பகுப்பு:கட்டற்ற மேசைக் கணினிப் பணிச்சூழல்கள்	Kategori:Fria skrivbordsmiljöer
பகுப்பு:நாடு வாரியாகக் கிறித்தவப் புனிதர்கள்	Kategori:Helgon efter nationalitet
பகுப்பு:நாடு வாரியாகச் சுற்றுச்சூழல் செயற்பாட்டாளர்கள்	Kategori:Miljöaktivister efter nationalitet
வார்ப்புரு:BS4	Mall:BS4
பகுப்பு:எசுப்பானிய வரலாறு	Kategori:Spaniens historia
பகுப்பு:இசுரேல் வரலாறு	Kategori:Israels historia
பகுப்பு:கனடாவின் வரலாறு	Kategori:Kanadas historia
பகுப்பு:பாகிஸ்தான் படைத்துறை	Kategori:Pakistans militär
பகுப்பு:இந்திய மெய்யியலாளர்கள்	Kategori:Indiska filosofer
பகுப்பு:செருமனியில் விளையாட்டு	Kategori:Sport i Tyskland
பகுப்பு:ஆஸ்திரேலியாவில் விளையாட்டு	Kategori:Sport i Australien
பகுப்பு:கிறித்தவப் பாடல்கள்	Kategori:Kristna hymner
பகுப்பு:நோர்வேயின் புவியியல்	Kategori:Norges geografi
பகுப்பு:இலங்கை புவியியல்	Kategori:Sri Lankas geografi
பகுப்பு:எசுப்பானியப் புவியியல்	Kategori:Spaniens geografi
பகுப்பு:சிங்கப்பூர் புவியியல்	Kategori:Singapores geografi
பகுப்பு:ஐசுலாந்து புவியியல்	Kategori:Islands geografi
பகுப்பு:ஆறுகள்	Kategori:Vattendrag
பகுப்பு:தாய்வானின் புவியியல்	Kategori:Taiwans geografi
பகுப்பு:பப்புவா நியூ கினியின் புவியியல்	Kategori:Papua Nya Guineas geografi
பகுப்பு:பின்லாந்தின் புவியியல்	Kategori:Finlands geografi
பகுப்பு:1967 திரைப்படங்கள்	Kategori:Filmer 1967
பகுப்பு:உருசிய ஆறுகள்	Kategori:Vattendrag i Ryssland
பகுப்பு:ஆஸ்திரேலிய ஆறுகள்	Kategori:Vattendrag i Australien
பகுப்பு:இந்திய ஆறுகள்	Kategori:Vattendrag i Indien
பகுப்பு:சீனாவில் உள்ள ஆறுகள்	Kategori:Vattendrag i Kina
பகுப்பு:தாய்லாந்தின் ஆறுகள்	Kategori:Vattendrag i Thailand
பகுப்பு:நாடு வாரியாக மருத்துவர்கள்	Kategori:Läkare efter nationalitet
பகுப்பு:நாடு வாரியாக இயற்பியலாளர்கள்	Kategori:Fysiker efter nationalitet
பகுப்பு:நாடு வாரியாக உயிரியலாளர்	Kategori:Biologer efter nationalitet
பகுப்பு:இந்தியாவில் போக்குவரத்து	Kategori:Transport i Indien
பகுப்பு:இசுலாமியப் பல்கலைக்கழங்கள்	Kategori:Islamiska universitet
பகுப்பு:சாம்பியா	Kategori:Zambia
பகுப்பு:செனிகல்	Kategori:Senegal
வார்ப்புரு:சமையல்	Mall:Kök
பகுப்பு:நாடு வாரியாகத் தேர்தல்கள்	Kategori:Val efter land
பகுப்பு:நாடுகள் வாரியாக சமயம்	Kategori:Religion efter land
பகுப்பு:நாடு வாரியாக அரசியல்வாதிகள்	Kategori:Politiker efter nationalitet
வார்ப்புரு:Infobox Computer Hardware Cpu	Mall:Infobox CPU
பகுப்பு:சீன அரசியல்	Kategori:Politik i Kina
பகுப்பு:பிரெஞ்சு அரசியல்	Kategori:Politik i Frankrike
பகுப்பு:உருசியாவின் வரலாறு	Kategori:Rysslands historia
பகுப்பு:மெக்சிக்கோவின் வரலாறு	Kategori:Mexikos historia
பகுப்பு:பெரு வரலாறு	Kategori:Perus historia
பகுப்பு:வடகொரியப் படைத்துறை	Kategori:Nordkoreas militär
பகுப்பு:நோபல் பரிசு பெற்ற தென்னாப்பிரிக்கர்கள்	Kategori:Sydafrikanska nobelpristagare
பகுப்பு:ஐக்கிய அமெரிக்காவில் விளையாட்டு	Kategori:Sport i USA
வார்ப்புரு:நாட்டுத் தகவல் பெலீசு	Mall:Landsdata Belize
பகுப்பு:சீசெல்சு	Kategori:Seychellerna
பகுப்பு:சிம்பாப்வே	Kategori:Zimbabwe
பகுப்பு:காந்தவியல்	Kategori:Magnetism
வார்ப்புரு:நாட்டுத் தகவல் யுகோசிலாவியா	Mall:Landsdata Jugoslavien
பகுப்பு:சோமாலியா	Kategori:Somalia
பகுப்பு:தெற்கு சூடான்	Kategori:Sydsudan
வார்ப்புரு:Time zones of Europe	Mall:Europeiska tidszoner
பகுப்பு:சாட்	Kategori:Tchad
பகுப்பு:உகாண்டா	Kategori:Uganda
பகுப்பு:மத்திய ஆப்பிரிக்கக் குடியரசு	Kategori:Centralafrikanska republiken
பகுப்பு:ஐக்கிய அமெரிக்க ஆறுகள்	Kategori:Vattendrag i USA
பகுப்பு:ரோசாப்பூப் போர்கள்	Kategori:Rosornas krig
வார்ப்புரு:Multi-listen end	Mall:Multi-listen end
பகுப்பு:எகிப்தில் கல்வி	Kategori:Utbildning i Egypten
பகுப்பு:உபுண்டு (இயக்குதளம்)	Kategori:Ubuntu
பகுப்பு:குவாத்தமாலா நபர்கள்	Kategori:Guatemalaner
பகுப்பு:நோர்வே நபர்கள்	Kategori:Norrmän
பகுப்பு:தென் கொரிய நபர்கள்	Kategori:Sydkoreaner
பகுப்பு:லாவோசு நபர்கள்	Kategori:Laotier
பகுப்பு:கிமு 100	Kategori:100 f.Kr.
பகுப்பு:கிமு 10	Kategori:10 f.Kr.
பகுப்பு:கிமு 156	Kategori:156 f.Kr.
பகுப்பு:கிமு 194	Kategori:194 f.Kr.
பகுப்பு:கிமு 19	Kategori:19 f.Kr.
பகுப்பு:புர்க்கினா பாசோ நபர்கள்	Kategori:Burkinier
பகுப்பு:செயிண்ட் லூசியா நபர்கள்	Kategori:Lucianer
பகுப்பு:உகாண்டா நபர்கள்	Kategori:Ugandier
பகுப்பு:கிமு 183	Kategori:183 f.Kr.
பகுப்பு:இந்தியர்கள்	Kategori:Indier
பகுப்பு:கிமு 210	Kategori:210 f.Kr.
பகுப்பு:கிமு 248	Kategori:248 f.Kr.
பகுப்பு:கிமு 289	Kategori:289 f.Kr.
பகுப்பு:தாய்வான் நபர்கள்	Kategori:Taiwaneser
பகுப்பு:கிமு 372	Kategori:372 f.Kr.
பகுப்பு:கிமு 370	Kategori:370 f.Kr.
பகுப்பு:கிமு 384	Kategori:384 f.Kr.
பகுப்பு:கிமு 391	Kategori:391 f.Kr.
பகுப்பு:கிமு 399	Kategori:399 f.Kr.
பகுப்பு:கிமு 425	Kategori:425 f.Kr.
பகுப்பு:கிமு 446	Kategori:446 f.Kr.
பகுப்பு:கிமு 44	Kategori:44 f.Kr.
வார்ப்புரு:நாட்டுத் தகவல் கொசோவோ	Mall:Landsdata Kosovo
பகுப்பு:கிமு 454	Kategori:454 f.Kr.
பகுப்பு:கிமு 45	Kategori:45 f.Kr.
பகுப்பு:ஹங்கேரிய நபர்கள்	Kategori:Ungrare
பகுப்பு:கிமு 461	Kategori:461 f.Kr.
பகுப்பு:கிமு 470	Kategori:470 f.Kr.
பகுப்பு:கிமு 474	Kategori:474 f.Kr.
பகுப்பு:கிமு 479	Kategori:479 f.Kr.
பகுப்பு:கிமு 491	Kategori:491 f.Kr.
பகுப்பு:கிமு 484	Kategori:484 f.Kr.
பகுப்பு:கிமு 496	Kategori:496 f.Kr.
பகுப்பு:தொல்பொருள் ஆய்வாளர்கள்	Kategori:Arkeologer
பகுப்பு:ஆப்பிரிக்க விலங்குகள்	Kategori:Afrikas fauna
பகுப்பு:தொழிலதிபர்கள்	Kategori:Personer inom näringslivet
பகுப்பு:குற்றவாளிகள்	Kategori:Brottslingar
பகுப்பு:கிமு 63	Kategori:63 f.Kr.
பகுப்பு:கிமு 70	Kategori:70 f.Kr.
பகுப்பு:கிமு 87	Kategori:87 f.Kr.
பகுப்பு:பிரேசில் கால்பந்தாட்ட வீரர்கள்	Kategori:Brasilianska fotbollsspelare
பகுப்பு:எகிப்திய வானியலாளர்கள்	Kategori:Egyptiska astronomer
பகுப்பு:கென்ய அறிவியலாளர்கள்	Kategori:Kenyanska forskare
பகுப்பு:பிலிப்பைன்ஸ்	Kategori:Filippinerna
வார்ப்புரு:நாட்டுத் தகவல் மூரித்தானியா	Mall:Landsdata Mauretanien
வார்ப்புரு:நாட்டுத் தகவல் காபொன்	Mall:Landsdata Gabon
வார்ப்புரு:நாட்டுத் தகவல் அப்காசியா	Mall:Landsdata Abchazien
வார்ப்புரு:நாட்டுத் தகவல் அமெரிக்க சமோவா	Mall:Landsdata Amerikanska Samoa
பகுப்பு:பிரெஞ்சு பாடகர்கள்	Kategori:Franska sångare
வார்ப்புரு:நாட்டுத் தகவல் அரூபா	Mall:Landsdata Aruba
பகுப்பு:User nl	Kategori:Användare nl
பகுப்பு:User no	Kategori:Användare no
பகுப்பு:செருமானிய அறிவியலாளர்கள்	Kategori:Tyska forskare
பகுப்பு:உருசிய அறிவியலாளர்கள்	Kategori:Ryska forskare
பகுப்பு:அமெரிக்க அறிவியலாளர்கள்	Kategori:Amerikanska forskare
பகுப்பு:இத்தாலிய அறிவியலாளர்கள்	Kategori:Italienska forskare
பகுப்பு:User zh-1	Kategori:Användare zh-1
பகுப்பு:பிரெஞ்சு அறிவியலாளர்கள்	Kategori:Franska forskare
பகுப்பு:இந்தியாவில் சட்டம்	Kategori:Indiens rättsväsen
பகுப்பு:குற்றவியல் சட்டம்	Kategori:Straffrätt
பகுப்பு:காடிகள்	Kategori:Syror
பகுப்பு:இயந்திரவியல்	Kategori:Mekanik
பகுப்பு:சீனத் தொழிலதிபர்கள்	Kategori:Personer inom Kinas näringsliv
வார்ப்புரு:Tcmdb title	Mall:Tcmdb-titel
பகுப்பு:பிரெஞ்சு கிதார் கலைஞர்கள்	Kategori:Franska gitarrister
பகுப்பு:ஆர்மீனியா	Kategori:Armenien
பகுப்பு:சப்பானிய மருத்துவர்கள்	Kategori:Japanska läkare
பகுப்பு:பூட்டான்	Kategori:Bhutan
பகுப்பு:அந்திரொமேடா (விண்மீன் குழாம்)	Kategori:Stjärnbilden Andromeda
பகுப்பு:ஆங்கிலக் கவிஞர்கள்	Kategori:Engelska poeter
பகுப்பு:கதிரியக்கம்	Kategori:Radioaktivitet
பகுப்பு:இந்தியப் பொறியியலாளர்கள்	Kategori:Indiska ingenjörer
பகுப்பு:செருமானிய இயற்பியலாளர்கள்	Kategori:Tyska fysiker
பகுப்பு:சுவிட்சர்லாந்து இயற்பியலாளர்கள்	Kategori:Schweiziska fysiker
பகுப்பு:இத்தாலிய இயற்பியலாளர்கள்	Kategori:Italienska fysiker
பகுப்பு:பிரெஞ்சு இயற்பியலாளர்கள்	Kategori:Franska fysiker
பகுப்பு:உருசியக் கண்டுபிடிப்பாளர்கள்	Kategori:Ryska uppfinnare
பகுப்பு:தற்கொலை	Kategori:Självmord
பகுப்பு:அமெரிக்கக் கண்டுபிடிப்பாளர்கள்	Kategori:Amerikanska uppfinnare
பகுப்பு:சந்தைப்படுத்தல்	Kategori:Marknadsföring
பகுப்பு:இந்தியக் கணிதவியலாளர்	Kategori:Indiska matematiker
வார்ப்புரு:நாட்டுத் தகவல் அன்டிகுவா பர்புடா	Mall:Landsdata Antigua och Barbuda
பகுப்பு:இந்திய விண்வெளித் திட்டங்கள்	Kategori:Indiens rymdprogram
வார்ப்புரு:நாட்டுத் தகவல் காம்பியா	Mall:Landsdata Gambia
பகுப்பு:முதலுதவி	Kategori:Första hjälpen
பகுப்பு:குறிகைச் செயலாக்கம்	Kategori:Signalbehandling
பகுப்பு:மரண தண்டனை	Kategori:Dödsstraff
வார்ப்புரு:நாட்டுத் தகவல் அண்டார்டிகா	Mall:Landsdata Antarktis
பகுப்பு:எண்சார் பகுப்பாய்வு	Kategori:Numerisk analys
பகுப்பு:கம்பியற்ற தகவற்தொடர்பு	Kategori:Trådlös kommunikation
வார்ப்புரு:Navbar-header	Mall:Navbar-header
பகுப்பு:உடற் பயிற்சி	Kategori:Träning
பகுப்பு:அழற்சி	Kategori:Inflammation
பகுப்பு:வதையா இறப்பு	Kategori:Dödshjälp
பகுப்பு:நிதி	Kategori:Finansväsen
பகுப்பு:1965 தேர்தல்கள்	Kategori:Val 1965
பகுப்பு:1969 தேர்தல்கள்	Kategori:Val 1969
பகுப்பு:1988 தேர்தல்கள்	Kategori:Val 1988
பகுப்பு:1996 தேர்தல்கள்	Kategori:Val 1996
பகுப்பு:2001 தேர்தல்கள்	Kategori:Val 2001
பகுப்பு:2004 தேர்தல்கள்	Kategori:Val 2004
பகுப்பு:2010 தேர்தல்கள்	Kategori:Val 2010
பகுப்பு:2002 தேர்தல்கள்	Kategori:Val 2002
பகுப்பு:2007 தேர்தல்கள்	Kategori:Val 2007
பகுப்பு:2009 தேர்தல்கள்	Kategori:Val 2009
பகுப்பு:2000 தேர்தல்கள்	Kategori:Val 2000
பகுப்பு:2006 தேர்தல்கள்	Kategori:Val 2006
பகுப்பு:2005 தேர்தல்கள்	Kategori:Val 2005
பகுப்பு:2011 தேர்தல்கள்	Kategori:Val 2011
பகுப்பு:உருசிய உயிரியலாளர்கள்	Kategori:Ryska biologer
பகுப்பு:ஐக்கிய அமெரிக்காவில் தேர்தல்கள்	Kategori:Val i USA
பகுப்பு:நோபல் பரிசு பெற்ற சப்பானியர்கள்	Kategori:Japanska nobelpristagare
பகுப்பு:கந்தகம்	Kategori:Svavel
பகுப்பு:கிதார்	Kategori:Gitarrer
பகுப்பு:இலங்கையின் சனாதிபதிகள்	Kategori:Sri Lankas presidenter
பகுப்பு:நோபல் பரிசு பெற்ற பிரித்தானியர்கள்	Kategori:Brittiska nobelpristagare
பகுப்பு:லூனா திட்டம்	Kategori:Lunaprogrammet
பகுப்பு:சிரியா	Kategori:Syrien
பகுப்பு:1945 இறப்புகள்	Kategori:Avlidna 1945
பகுப்பு:சேர்வியல்	Kategori:Kombinatorik
பகுப்பு:கிமு 44 இறப்புகள்	Kategori:Avlidna 44 f.Kr.
பகுப்பு:100கள்	Kategori:100-talet (decennium)
பகுப்பு:10கள்	Kategori:10-talet
பகுப்பு:கூடைப்பந்தாட்டம்	Kategori:Basket
பகுப்பு:நோபல் பரிசு பெற்ற கனடியர்கள்	Kategori:Kanadensiska nobelpristagare
பகுப்பு:110கள்	Kategori:110-talet
பகுப்பு:1060கள்	Kategori:1060-talet
பகுப்பு:1140கள்	Kategori:1140-talet
பகுப்பு:1963 இறப்புகள்	Kategori:Avlidna 1963
பகுப்பு:1320கள்	Kategori:1320-talet
பகுப்பு:1370கள்	Kategori:1370-talet
பகுப்பு:130கள்	Kategori:130-talet
பகுப்பு:1833	Kategori:1833
பகுப்பு:1380கள்	Kategori:1380-talet
பகுப்பு:1390கள்	Kategori:1390-talet
பகுப்பு:1430கள்	Kategori:1430-talet
பகுப்பு:1550கள்	Kategori:1550-talet
பகுப்பு:1832	Kategori:1832
பகுப்பு:160கள்	Kategori:160-talet
பகுப்பு:1660கள்	Kategori:1660-talet
பகுப்பு:நோபல் பரிசு பெற்ற இந்தியர்கள்	Kategori:Indiska nobelpristagare
பகுப்பு:1930 இறப்புகள்	Kategori:Avlidna 1930
பகுப்பு:1740கள்	Kategori:1740-talet
பகுப்பு:1840கள்	Kategori:1840-talet
பகுப்பு:200கள்	Kategori:200-talet (decennium)
பகுப்பு:20கள்	Kategori:20-talet
பகுப்பு:260கள்	Kategori:260-talet
பகுப்பு:220கள்	Kategori:220-talet
பகுப்பு:230கள்	Kategori:230-talet
பகுப்பு:340கள்	Kategori:340-talet
பகுப்பு:320கள்	Kategori:320-talet
பகுப்பு:30கள்	Kategori:30-talet
பகுப்பு:490கள்	Kategori:490-talet
பகுப்பு:50கள்	Kategori:50-talet
பகுப்பு:60கள்	Kategori:60-talet
பகுப்பு:540கள்	Kategori:540-talet
பகுப்பு:1822	Kategori:1822
பகுப்பு:70கள்	Kategori:70-talet
பகுப்பு:670கள்	Kategori:670-talet
பகுப்பு:90கள்	Kategori:90-talet
பகுப்பு:810கள்	Kategori:810-talet
பகுப்பு:840கள்	Kategori:840-talet
பகுப்பு:940கள்	Kategori:940-talet
பகுப்பு:950கள்	Kategori:950-talet
பகுப்பு:கிறித்துமசு	Kategori:Jul
பகுப்பு:முதலாம் நூற்றாண்டு	Kategori:000-talet
பகுப்பு:பதினான்காம் நூற்றாண்டு	Kategori:1300-talet
பகுப்பு:பதின்மூன்றாம் நூற்றாண்டு	Kategori:1200-talet
பகுப்பு:பதினாறாம் நூற்றாண்டு	Kategori:1500-talet
பகுப்பு:பன்னிரண்டாம் நூற்றாண்டு	Kategori:1100-talet
பகுப்பு:இரண்டாம் நூற்றாண்டு	Kategori:100-talet
பகுப்பு:நான்காம் நூற்றாண்டு	Kategori:300-talet
பகுப்பு:ஐந்தாம் நூற்றாண்டு	Kategori:400-talet
பகுப்பு:பதினெட்டாம் நூற்றாண்டு	Kategori:1700-talet
பகுப்பு:ஆறாம் நூற்றாண்டு	Kategori:500-talet
பகுப்பு:எட்டாம் நூற்றாண்டு	Kategori:700-talet
பகுப்பு:இரண்டாம் ஆயிரவாண்டு	Kategori:1000-talet (millennium)
பகுப்பு:முதலாம் ஆயிரவாண்டு	Kategori:0000-talet (millennium)
பகுப்பு:இனவாதம்	Kategori:Rasism
பகுப்பு:கிமு நான்காம் நூற்றாண்டு	Kategori:300-talet f.Kr.
பகுப்பு:இறப்பு	Kategori:Döden
பகுப்பு:வறுமை	Kategori:Fattigdom
பகுப்பு:நோபல் மருத்துவப் பரிசு பெற்றவர்கள்	Kategori:Nobelpristagare i medicin
பகுப்பு:அமெரிக்க வரலாற்றாளர்கள்	Kategori:Amerikanska historiker
பகுப்பு:துருக்கிய எழுத்தாளர்கள்	Kategori:Turkiska författare
பகுப்பு:தீபகற்பங்கள்	Kategori:Halvöar
