अफ़्रीका	Afrika
श्रेणी:१९३८	Kategori:1938
श्रेणी:१९५४	Kategori:1954
श्रेणी:मलेशिया	Kategori:Malaysia
श्रेणी:1941	Kategori:1941
श्रेणी:1955	Kategori:1955
श्रेणी:भोजन	Kategori:Mat
श्रेणी:1921	Kategori:1921
श्रेणी:1977	Kategori:1977
श्रेणी:१९४६	Kategori:1946
श्रेणी:फुटबॉल	Kategori:Fotboll
साँचा:देश आँकड़े कुवैत	Mall:Landsdata Kuwait
साँचा:Mod	Mall:Mod
श्रेणी:1923	Kategori:1923
साँचा:Page needed	Mall:Sida behövs
श्रेणी:१९०४	Kategori:1904
श्रेणी:१९२६	Kategori:1926
साँचा:User sv	Mall:Användare sv
साँचा:ISO639-3Documentation	Mall:Språk/kodlista
श्रेणी:1920	Kategori:1920
साँचा:User it	Mall:Användare it
साँचा:User uk	Mall:Användare uk
श्रेणी:१९१५	Kategori:1915
साँचा:User es-2	Mall:Användare es-2
श्रेणी:ज्ञानकोश	Kategori:Uppslagsverk
साँचा:Infobox football club	Mall:Lagfakta
साँचा:स्वागत	Mall:Nybörjare
श्रेणी:१९०१	Kategori:1901
श्रेणी:१९०२	Kategori:1902
साँचा:Ru icon	Mall:Ru ikon
मुखपृष्ठ/बन्धु प्रकल्प	Mall:Wikipediasystrar
श्रेणी:External link templates	Kategori:Externa länkmallar
श्रेणी:सप्ताह के दिन	Kategori:Veckodagar
साँचा:देश आँकड़े स्लोवाकिया	Mall:Landsdata Slovakien
श्रेणी:Coordinates templates	Kategori:Koordinatmallar
साँचा:देश आँकड़े अल साल्वाडोर	Mall:Landsdata El Salvador
साँचा:Country flagnavy	Mall:Flotta/core
श्रेणी:मुखपृष्ठ	Kategori:Huvudsida
साँचा:Premier League	Mall:Premier League
साँचा:देश आँकड़े ईक्वाडोर	Mall:Landsdata Ecuador
साँचा:देश आँकड़े इथियोपिया	Mall:Landsdata Etiopien
साँचा:देश आँकड़े ट्यूनिशिया	Mall:Landsdata Tunisien
साँचा:देश आँकड़े चेक गणराज्य	Mall:Landsdata Tjeckien
साँचा:Location map end	Mall:Kartposition slut
साँचा:देश आँकड़े क्यूबा	Mall:Landsdata Kuba
श्रेणी:बेलारूस के शहर	Kategori:Orter i Vitryssland
साँचा:देश आँकड़े कम्बोडिया	Mall:Landsdata Kambodja
साँचा:देश आँकड़े सेनेगल	Mall:Landsdata Senegal
साँचा:देश आँकड़े माडागास्कार	Mall:Landsdata Madagaskar
साँचा:देश आँकड़े पेरू	Mall:Landsdata Peru
श्रेणी:संगठन	Kategori:Organisationer
साँचा:देश आँकड़े पराग्वे	Mall:Landsdata Paraguay
साँचा:देश आँकड़े मकाउ	Mall:Landsdata Macao
साँचा:देश आँकड़े सान मारिनो	Mall:Landsdata San Marino
साँचा:देश आँकड़े चीनी गणराज्य	Mall:Landsdata Republiken Kina
साँचा:देश आँकड़े निकारागुआ	Mall:Landsdata Nicaragua
साँचा:देश आँकड़े हौण्डुरस	Mall:Landsdata Honduras
साँचा:देश आँकड़े उज़्बेकिस्तान	Mall:Landsdata Uzbekistan
साँचा:देश आँकड़े बोलिविया	Mall:Landsdata Bolivia
साँचा:देश आँकड़े डोमिनिकन गणराज्य	Mall:Landsdata Dominikanska republiken
साँचा:देश आँकड़े लिक्टेन्स्टाइन	Mall:Landsdata Liechtenstein
साँचा:देश आँकड़े टोगो	Mall:Landsdata Togo
साँचा:देश आँकड़े ग्वाटेमाला	Mall:Landsdata Guatemala
श्रेणी:भाषा-विज्ञान	Kategori:Lingvistik
साँचा:देश आँकड़े हैती	Mall:Landsdata Haiti
साँचा:देश आँकड़े माली	Mall:Landsdata Mali
साँचा:देश आँकड़े लातविया	Mall:Landsdata Lettland
साँचा:Football kit	Mall:Fotbollkit
साँचा:देश आँकड़े माल्टा	Mall:Landsdata Malta
साँचा:देश आँकड़े डेनमार्क	Mall:Landsdata Danmark
साँचा:देश आँकड़े आइसलैण्ड	Mall:Landsdata Island
साँचा:देश आँकड़े पोलैण्ड	Mall:Landsdata Polen
साँचा:Lang-dv	Mall:Lang-dv
श्रेणी:1922	Kategori:1922
साँचा:ITA	Mall:ITA
साँचा:देश आँकड़े बुल्गारिया	Mall:Landsdata Bulgarien
साँचा:देश आँकड़े बॉस्निया और हर्ज़ेगोविना	Mall:Landsdata Bosnien och Hercegovina
साँचा:देश आँकड़े गुयाना	Mall:Landsdata Guyana
साँचा:Wikivar	Mall:Wikivar
श्रेणी:सदस्य fr-1	Kategori:Användare fr-1
साँचा:देश आँकड़े दक्षिण अफ़्रीका	Mall:Landsdata Sydafrika
साँचा:देश आँकड़े जमैका	Mall:Landsdata Jamaica
साँचा:देश आँकड़े उरुग्वे	Mall:Landsdata Uruguay
साँचा:Wikiquote	Mall:Wikiquote
साँचा:Country showdata	Mall:Land showdata
साँचा:Image label	Mall:Image label
साँचा:देश आँकड़े ब्रुनेई	Mall:Landsdata Brunei
साँचा:देश आँकड़े यूनान	Mall:Landsdata Grekland
साँचा:देश आँकड़े लक्ज़मबर्ग	Mall:Landsdata Luxemburg
साँचा:रॉटेन टमेटोज़	Mall:Rotten-tomatoes
साँचा:अनूदित पृष्ठ	Mall:Översatt
साँचा:MAR	Mall:MAR
साँचा:Location map marker	Mall:Kartposition markör
साँचा:देश आँकड़े क्रोएशिया	Mall:Landsdata Kroatien
साँचा:अफ्रीका	Mall:Afrika
साँचा:Ka icon	Mall:Ka ikon
साँचा:ज्ञानसन्दूक मोटर गाड़ी	Mall:Infobox bil
साँचा:Stub Category	Mall:Kategoristub
साँचा:Meta	Mall:Meta
साँचा:Infobox television	Mall:Infobox TV-program
साँचा:एप्पल	Mall:Apple inc
साँचा:Ahnentafel bottom	Mall:Ahnentafel bottom
साँचा:विकिमीडिया फाउंडेशन	Mall:Wikimedia Foundation
साँचा:भौगोलिक स्थान	Mall:Geografiskt läge
साँचा:गद्य	Mall:Prosa
साँचा:ज्ञानसन्दूक संगीतज्ञ	Mall:Infobox musiker
साँचा:देश आँकड़े संयुक्त राज्य वर्जिन द्वीपसमूह	Mall:Landsdata Amerikanska Jungfruöarna
साँचा:देश आँकड़े मोरक्को	Mall:Landsdata Marocko
साँचा:अपरमाणविक कण	Mall:SubatomicParticle
साँचा:Sidebar	Mall:Sidebar
साँचा:Infobox information appliance	Mall:Datormodell
साँचा:भूमिका फिर लिखें	Mall:Inledning
साँचा:Infobox Football biography 2	Mall:Infobox fotbollsspelare
साँचा:Es icon	Mall:Es ikon
साँचा:देश आँकड़े फ़्रान्स	Mall:Landsdata Frankrike
साँचा:Ambox	Mall:Ambox
साँचा:अद्यतन	Mall:Inaktuell
साँचा:विवादित	Mall:Faktakoll
साँचा:ज्ञानसन्दूक अस्पताल	Mall:Infobox Sjukhus
साँचा:Hide in print	Mall:Uteslut vid utskrift
साँचा:ज्ञानसन्दूक पत्रिका	Mall:Tidskrift
साँचा:ज्ञानसन्दूक राष्ट्रगान	Mall:Infobox Nationalsång
साँचा:ए टी पी	Mall:ATP
श्रेणी:संयुक्त राज्य अमेरिका का इतिहास	Kategori:USA:s historia
साँचा:Cs icon	Mall:Cs ikon
गुरूदयाल सिंह ढिल्लों	Gurdial Singh Dhillon
साँचा:Rnd	Mall:Rnd
साँचा:Switch	Mall:Switch
साँचा:भौतिकी में नोबेल पुरस्कार	Mall:Nobelpristagare i fysik
साँचा:स्वीडिश	Mall:Sv ikon
साँचा:स्थिर	Mall:Stabil
साँचा:User hi-3	Mall:Användare hi-3
साँचा:ज्ञानसन्दूक जापान के प्रीफ़ेक्चर	Mall:Japansk prefektur
हम्मीर चौहान	Hammir Dev Chauhan
साँचा:ज्ञानसन्दूक देश	Mall:Landsfakta
साँचा:Max	Mall:Högsta
साँचा:ज्ञानसन्दूक सॉफ्टवेयर	Mall:Datorprogram
साँचा:STP	Mall:STP
साँचा:देश आँकड़े लाओस	Mall:Landsdata Laos
साँचा:Infobox Airline	Mall:Flygbolag
साँचा:Fi icon	Mall:Fi ikon
साँचा:Panorama simple	Mall:Panorama
साँचा:UKR	Mall:UKR
साँचा:ज्ञानसन्दूक वायु दुर्घटना	Mall:Infobox Flygolycka
साँचा:Collapsible option	Mall:Hopfällbart alternativ
साँचा:FlagIOCmedalist	Mall:FlagIOCmedalist
विकिपीडिया:प्रश्न	Wikipedia:Frågor och svar
साँचा:Str left	Mall:Str left
साँचा:देश आँकड़े नेपाल	Mall:Landsdata Nepal
साँचा:Pagelist	Mall:Pagelist
साँचा:Str sub long	Mall:Str sub
साँचा:देश आँकड़े फिनलैंड	Mall:Landsdata Finland
साँचा:Selfref	Mall:Hänvisning2
श्रेणी:तंतुवाद्य	Kategori:Stränginstrument
साँचा:देश आँकड़े लिथुआनिया	Mall:Landsdata Litauen
साँचा:Infobox political party	Mall:Partifakta
साँचा:TUR	Mall:TUR
साँचा:Expandsect	Mall:Stubavsnitt
साँचा:Lang-tk	Mall:Lang-tk
साँचा:Pharaoh Infobox	Mall:Infobox farao
साँचा:ज्ञानसन्दूक विडियो गेम	Mall:Datorspelsfakta
साँचा:User non-smoker	Mall:Användare ickerökare
साँचा:वर्गीकरण श्रेणियां	Mall:Taxonomisk rang
साँचा:Episode list	Mall:Avsnittslista
साँचा:नामांकन	Mall:Nom2
श्रेणी:निर्माता	Kategori:Filmproducenter
साँचा:ज्ञानसंदूक अमरीका की काउंटी	Mall:Infobox USA-county
साँचा:फेसबुक	Mall:Facebook-konto
साँचा:सफ़ाई	Mall:Städa
साँचा:माइक्रोसॉफ्ट विंडोज़ परिवार	Mall:Windows
साँचा:ज्ञानसन्दूक वैज्ञानिक	Mall:Infobox forskare
साँचा:ज्ञानसन्दूक विश्वविद्यालय	Mall:Universitet
साँचा:Cite journal	Mall:Tidskriftsref
साँचा:देश आँकड़े अज़रबैजान	Mall:Landsdata Azerbajdzjan
साँचा:ज्ञानसन्दूक कम्पनी	Mall:Företagsfakta
साँचा:Image	Mall:Bild
जेम्स ग्रांट डफ	James Grant Duff
साँचा:Gl icon	Mall:Gl ikon
साँचा:देश आँकड़े चेकोस्लोवाकिया	Mall:Landsdata Tjeckoslovakien
साँचा:Cite news	Mall:Tidningsref
साँचा:Time ago	Mall:Tid sedan
साँचा:Familytree	Mall:Släktträd
साँचा:स्थान मानचित्र	Mall:Kartposition
साँचा:को विलय	Mall:Infoga
साँचा:मिस्र के मुहाफ़ज़ात	Mall:Egyptens guvernement
साँचा:S-aft	Mall:S-aft
साँचा:निर्वाचित लेख	Mall:Utmärkt
साँचा:देश आँकड़े लीबिया	Mall:Landsdata Libyen
साँचा:Zh-c	Mall:Zh-c
श्रेणी:घाना	Kategori:Ghana
श्रेणी:सदस्य en-4	Kategori:Användare en-4
श्रेणी:सदस्य en	Kategori:Användare en
श्रेणी:क्रोएशिया	Kategori:Kroatien
श्रेणी:सदस्य en-2	Kategori:Användare en-2
साँचा:ज्ञानसन्दूक	Mall:Faktamall
साँचा:ईरान के प्रांत	Mall:Irans provinser
साँचा:TOC right	Mall:TOChöger
साँचा:नौ सेना	Mall:Flotta
साँचा:User eo	Mall:Användare eo
साँचा:बांग्लादेश के उपक्षेत्र और जिले	Mall:Bangladesh
साँचा:User zh	Mall:Användare zh
साँचा:अङ्कगणित	Mall:Räknesätt
साँचा:ज्ञानसन्दूक राष्ट्रीय फुटबॉल टीम	Mall:Fotbollslandslag
साँचा:Colorbox	Mall:Färglåda
श्रेणी:उत्तर अमेरिका का इतिहास	Kategori:Nordamerikas historia
श्रेणी:देशानुसार इतिहास	Kategori:Historia efter land
श्रेणी:इटली के प्रधानमंत्री	Kategori:Italiens premiärministrar
साँचा:Template other	Mall:Mall annan
साँचा:Lang-da	Mall:Lang-da
साँचा:Legend	Mall:Legend
श्रेणी:ब्रिटिश लेखक	Kategori:Brittiska författare
साँचा:भाषा-नॉर्वेजियाई	Mall:Lang-no
साँचा:Cite web	Mall:Webbref
साँचा:ज्ञानसन्दूक सेतु	Mall:Infobox Bro
साँचा:ताज़ी घटना	Mall:Pågående
श्रेणी:प्रायिकता	Kategori:Sannolikhetsteori
श्रेणी:जैव भूगोल	Kategori:Biografier
साँचा:आईएमडीबी शीर्षक	Mall:IMDb-titel
साँचा:एनबीए	Mall:National Basketball Association
श्रेणी:देशानुसार श्रेणियाँ	Kategori:Kategorier efter land
साँचा:देश आँकड़े	Mall:Landsdata
श्रेणी:नाम	Kategori:Namn
साँचा:User ru-4	Mall:Användare ru-4
साँचा:अर्जेन्टीना के प्रान्त	Mall:Argentinas provinser
साँचा:Won	Mall:Vinst
श्रेणी:तुर्की के नगर	Kategori:Orter i Turkiet
साँचा:भूसाँचा	Mall:GeoTemplate
साँचा:Tnavbar-collapsible	Mall:Navbar-collapsible
श्रेणी:खानपान	Kategori:Mat och dryck
श्रेणी:पत्रिकाएँ	Kategori:Tidskrifter
साँचा:Coor site	Mall:Coor URL
श्रेणी:अनुवादक	Kategori:Översättande
श्रेणी:पोप	Kategori:Påvar
श्रेणी:हैरी पॉटर	Kategori:Harry Potter
साँचा:·	Mall:·
साँचा:SI prefixes	Mall:SI-prefix
साँचा:User nl-1	Mall:Användare nl-1
साँचा:Subon	Mall:Inbytt
साँचा:BS	Mall:BS
श्रेणी:ईश्वर	Kategori:Gudomar
साँचा:Wikispecies	Mall:Wikispecies
साँचा:विक्षनरी	Mall:Wiktionary
श्रेणी:पहलवान	Kategori:Brottare
श्रेणी:फ़्रैंक लोग	Kategori:Franker
श्रेणी:ओशिआनिया की मानव जातियाँ	Kategori:Ursprungsfolk i Oceanien
श्रेणी:रोज़ेसीए	Kategori:Rosaceae
साँचा:BS3	Mall:BS3
साँचा:देश आँकड़े स्वीडन	Mall:Landsdata Sverige
साँचा:DEC	Mall:DEK
साँचा:Bar box	Mall:Stapeldiagram
श्रेणी:कृषि	Kategori:Jordbruk
श्रेणी:क़ाज़ाक़्स्तानी लोग	Kategori:Kazaker
श्रेणी:जल यातायात	Kategori:Sjöfart
श्रेणी:सदस्य hi	Kategori:Användare hi
श्रेणी:हिन्दी फ़िल्में	Kategori:Indiska filmer
साँचा:भाषा-क्रोएशियाई	Mall:Lang-hr
साँचा:Golden goal	Mall:Golden goal
श्रेणी:काज़ाख़स्तान की नदियाँ	Kategori:Vattendrag i Kazakstan
श्रेणी:यूनाइटेड किंगडम के संग्रहालय	Kategori:Museer i Storbritannien
श्रेणी:लेखकोष	Kategori:Arkivinstitutioner
साँचा:User ru	Mall:Användare ru
श्रेणी:20वीं सदी	Kategori:1900-talet
साँचा:अ-ध्व-लि	Mall:IPA
श्रेणी:राजनीतिज्ञ	Kategori:Politiker
साँचा:एकाकी	Mall:Föräldralös
श्रेणी:अमेरिका	Kategori:Amerika
साँचा:Otheruses	Mall:Olika betydelser
श्रेणी:मसाले	Kategori:Kryddor och kryddblandningar
साँचा:This	Mall:Hänvisning
कुटिया	Stuga
के एस हेगड़े	Kawdoor Sadananda Hegde
सैमसंग गैलेक्सी एस4	Samsung Galaxy S4
साँचा:देश आँकड़े कोस्टा रीका	Mall:Landsdata Costa Rica
श्रेणी:राष्ट्रीयता अनुसार लोग	Kategori:Personer efter nationalitet
साँचा:देश आँकड़े भारत	Mall:Landsdata Indien
साँचा:अमरीकी राष्ट्रपति	Mall:USA:s presidenter
साँचा:जन्म तिथि एवं आयु	Mall:Ålder
साँचा:क्या आप जानते हैं	Portal:Huvudsida/Visste du att
साँचा:अफ़्रीकी राजधानियाँ	Mall:Huvudstäder i Afrika
साँचा:ज्ञानसन्दूक सजातीय समूह	Mall:Folkgrupp
साँचा:Archive box	Mall:Arkivbox
साँचा:Clade	Mall:Klad
साँचा:MONTHNAME	Mall:MÅNADSNAMN
साँचा:श्रेणी अनुप्रेषित	Mall:Kategoriomdirigering
साँचा:देश आँकड़े वेनेज़ुएला	Mall:Landsdata Venezuela
साँचा:Infobox officeholder	Mall:Infobox politiker
साँचा:Nobel Prizes	Mall:Nobelpriset
विकिपीडिया:विकिपरियोजना संगीत	Wikipedia:Projekt musik
साँचा:Sisterlinkswp	Mall:Systerlänkar
श्रेणी:क्रान्तिकारी	Kategori:Revolutionärer
साँचा:Sortname	Mall:Sortname
साँचा:देश आँकड़े अण्डोरा	Mall:Landsdata Andorra
साँचा:ज्ञानसन्दूक संरक्षित क्षेत्र	Mall:Nationalpark
साँचा:देश आँकड़े ई॰ यू॰	Mall:Landsdata Europeiska unionen
साँचा:Random number	Mall:Rand
श्रेणी:स्पेन के स्वायत्त समुदाय	Kategori:Spaniens regioner
साँचा:मृत्यु तिथि एवं आयु	Mall:Död datum och ålder
साँचा:ज्ञानसन्दूक मॉडल	Mall:Infobox fotomodell
श्रेणी:समुद्री डकैती	Kategori:Sjöröveri
श्रेणी:जीवनचरित आधार	Kategori:Personstubbar
साँचा:भविष्य खेल स्पर्धा	Mall:Framtida sport
साँचा:देश आँकड़े वैटिकन नगर	Mall:Landsdata Vatikanstaten
श्रेणी:1955 में जन्मे लोग	Kategori:Födda 1955
साँचा:Pi	Mall:Pi
श्रेणी:1963 में जन्मे लोग	Kategori:Födda 1963
साँचा:भौतिकी-आधार	Mall:Fysikstub
श्रेणी:देश आँकड़े साँचे	Kategori:Landsdatamallar
साँचा:इस्लामी विषय	Mall:Navigeringsmallar Islam
श्रेणी:नोबेल पुरस्कार विजेता भौतिक वैज्ञानिक	Kategori:Nobelpristagare i fysik
श्रेणी:1998 में जन्मे लोग	Kategori:Födda 1998
श्रेणी:यहूदी लोग	Kategori:Personligheter inom judendomen
साँचा:Navbox with collapsible groups	Mall:Navbox with collapsible groups
साँचा:विकिफ़ाइ	Mall:Ickewiki
साँचा:देश आँकड़े इंग्लैण्ड	Mall:Landsdata Kungariket England
साँचा:सागरीय महाद्वीप के देश	Mall:Oceanien
श्रेणी:19वीं सदी	Kategori:1800-talet
साँचा:देश आँकड़े Republic of Ireland	Mall:Landsdata Republiken Irland
साँचा:देश आँकड़े तुर्की	Mall:Landsdata Turkiet
साँचा:Infobox mobile phone	Mall:Infobox Mobiltelefon
श्रेणी:लेखक	Kategori:Författare
साँचा:शीह-व6	Mall:Plagiat
साँचा:Yel	Mall:Gultkort
साँचा:देश आँकड़े साइप्रस	Mall:Landsdata Cypern
विकिपीडिया:खाता क्यों बनाएं?	Wikipedia:Varför skapa ett användarkonto?
साँचा:देश आँकड़े रूसी साम्राज्य	Mall:Landsdata Kejsardömet Ryssland
साँचा:देश आँकड़े ग्रीनलैण्ड	Mall:Landsdata Grönland
साँचा:देश आँकड़े आर्मीनिया	Mall:Landsdata Armenien
साँचा:Infobox election	Mall:Infobox val
साँचा:भाषा-हिब्रू	Mall:Lang-he
साँचा:ज्ञानसन्दूक ओएस	Mall:Infobox operativsystem
साँचा:देश आँकड़े ताईवान	Mall:Landsdata Taiwan
साँचा:देश आँकड़े दक्षिण वियतनाम	Mall:Landsdata Sydvietnam
साँचा:ज्ञानसन्दूक ध्वज	Mall:Flaggfakta
साँचा:देश आँकड़े कज़ाख़िस्तान	Mall:Landsdata Kazakstan
साँचा:देश आँकड़े स्लोवेनिया	Mall:Landsdata Slovenien
साँचा:देश आँकड़े चीनी ताइपे	Mall:Landsdata Kina-Taipei
साँचा:ज्ञानसन्दूक पुस्तक	Mall:Bokfakta
साँचा:देश आँकड़े उत्तरी साइप्रस	Mall:Landsdata Nordcypern
श्रेणी:अरबी शब्द	Kategori:Ord och fraser på arabiska
साँचा:देश आँकड़े सिलोन	Mall:Landsdata Ceylon
प्रायिकता सिद्धांत	Sannolikhetsteori
साँचा:सन्देश	Mall:Talkback
साँचा:ज्ञानसंदूक ग्रह	Mall:Infobox planet
श्रेणी:१९५६	Kategori:1956
श्रेणी:जनवरी	Kategori:Januari
साँचा:संक्षिप्त आवर्त सारणी	Mall:Periodiska systemet navbox
साँचा:ओएसआईढेर	Mall:OSIModell
साँचा:भाषा-फ़ारसी	Mall:Lang-fa
श्रेणी:कनाडा की नदियाँ	Kategori:Vattendrag i Kanada
साँचा:ज्ञानसंदूक नागरिक हमला	Mall:Faktamall terrorhändelse
श्रेणी:निर्देशक	Kategori:Regissörer
श्रेणी:स्वीडन के राजनीतिक दल	Kategori:Politiska partier i Sverige
श्रेणी:क्रास्नोदार क्राय	Kategori:Krasnodar kraj
श्रेणी:क्लब और सभाएँ	Kategori:Föreningar
साँचा:ज्ञानसंदूक अभिनेता	Mall:Infobox Skådespelare
साँचा:User pl	Mall:Användare pl
साँचा:User nl	Mall:Användare nl-N
साँचा:ज्ञानसन्दूक जालस्थल	Mall:Infobox webbplats
श्रेणी:ब्राज़ील के विश्वविद्यालय	Kategori:Universitet och högskolor i Brasilien
साँचा:वैश्वीकरण	Mall:Global
श्रेणी:1035	Kategori:1035
श्रेणी:2003 में जन्मे लोग	Kategori:Födda 2003
श्रेणी:66	Kategori:66
श्रेणी:85	Kategori:85
साँचा:User no-2	Mall:Användare no-2
श्रेणी:2000 दशक में जन्मे लोग	Kategori:Födda 2000-talet (decennium)
साँचा:Image label end	Mall:Image label end
साँचा:Navboxes	Mall:Navboxes
साँचा:छुपी श्रेणी	Mall:Dold kategori
साँचा:ज्ञानसन्दूक तारामंडल	Mall:Stjärnbild
श्रेणी:1022	Kategori:1022
श्रेणी:61	Kategori:61
श्रेणी:60	Kategori:60
श्रेणी:156	Kategori:156
श्रेणी:50	Kategori:50
श्रेणी:81 में निधन	Kategori:Avlidna 81
श्रेणी:230 में निधन	Kategori:Avlidna 230
साँचा:प्रलेखन उपपृष्ठ	Mall:Dokumentationssida
श्रेणी:64	Kategori:64
साँचा:States and territories of Australia	Mall:Australiens delstater och territorier
साँचा:भारत के राज्य और संघ राज्यक्षेत्र	Mall:Indien
साँचा:श्रेणीहीन	Mall:Okategoriserad
साँचा:Anatomy	Mall:Organsystem
साँचा:IDN	Mall:IDN
साँचा:वार्ता शीर्षक	Mall:Diskussionssida
साँचा:Quote box	Mall:Citatbox
साँचा:फ़िल्म-आधार	Mall:Filmstub
साँचा:सूरा	Mall:Suror
ब्रह्मांड के रक्षक	Guardians of the Galaxy (film)
साँचा:Div col	Mall:Kolumner
श्रेणी:देश अनुसार सरकार	Kategori:Administration
साँचा:Oldid	Mall:Permalink
साँचा:८-टीम-समूह	Mall:8lagsslutspel
श्रेणी:पर्सिफ़ोर्मेज़​	Kategori:Abborrartade fiskar
साँचा:COD	Mall:COD
साँचा:जीव विज्ञान फुटर	Mall:Grenar inom biologi
साँचा:हालही झुकाव	Mall:Tidlöshet
साँचा:ज्ञानसन्दूक विश्व धरोहर	Mall:Världsarv
साँचा:ज्ञानसन्दूक स्टेशन	Mall:Järnvägsstation
श्रेणी:चित्रकला	Kategori:Måleri
साँचा:Div col end	Mall:Kolumner-slut
साँचा:स्वीडन के लैन	Mall:Sveriges län
साँचा:दाब इकाइयाँ	Mall:Tryckenheter
साँचा:Purge	Mall:Rensa
साँचा:भाषा-जर्मन	Mall:Lang-de
श्रेणी:बंदरगाहें	Kategori:Hamnar
साँचा:ज्ञानसंदूक खिलाड़ी	Mall:Faktaruta idrottare
साँचा:भाषा-लातिन	Mall:Lang-la
साँचा:हवाई अड्डा कोड	Mall:Flygplatskoder
साँचा:ज्ञानसन्दूक इमारत	Mall:Faktamall byggnad
श्रेणी:अमेरिकी व्यस्क फ़िल्म अभिनेता	Kategori:Amerikanska porrskådespelare
विऔद्योगीकरण	Avindustrialisering
साँचा:Location map USA	Mall:Kartposition USA
साँचा:World War I	Mall:Första världskriget
साँचा:भाषा-यूनानी	Mall:Lang-el
साँचा:Goal	Mall:Mål
श्रेणी:वैर्मलान्द लैन	Kategori:Värmlands län
साँचा:चीनी जनवादी गणराज्य के प्रशासनिक प्रभाग	Mall:Kina
साँचा:चेतावनी-प्रयोग-1	Mall:Test
साँचा:Nyse	Mall:NYSE
साँचा:ज्ञानसन्दूक चिड़ियाघर	Mall:Djurparker
श्रेणी:कैटलन लोग	Kategori:Katalaner
साँचा:सदस्य पृष्ठ	Mall:Wikipediaanvändare
साँचा:United States Men Basketball Squad 2008 Summer Olympics	Mall:USA:s herrlandslag i basket vid olympiska sommarspelen 2008
साँचा:माईस्पेस	Mall:Myspace
साँचा:विटामिन	Mall:Vitaminer
साँचा:ज्ञानसन्दूक तूफ़ान	Mall:Tropisk cyklon
साँचा:Lang-my	Mall:Lang-my
श्रेणी:लोकोपकार	Kategori:Välgörenhet
साँचा:Infobox artist	Mall:Infobox konstnär
साँचा:Hiero	Mall:Hiero
श्रेणी:शब्द	Kategori:Ord
साँचा:Note label	Mall:Note label
साँचा:फ्रांस के विदेशी विभाग और क्षेत्र	Mall:Frankrikes utomeuropeiska departement och förvaltningsområden
श्रेणी:पोल्ट्री	Kategori:Fjäderfä
साँचा:Nasdaq	Mall:Nasdaq
साँचा:Infobox military person	Mall:Faktaruta militärperson
साँचा:सदस्य	Mall:Anv-data
श्रेणी:छत्तीसगढ़ के जिले	Kategori:Distrikt i Chhattisgarh
साँचा:Et icon	Mall:Et ikon
श्रेणी:जल समूह	Kategori:Vattenansamlingar
साँचा:विश्वविद्यालय-आधार	Mall:Universitetsstub
साँचा:विकिपीडिया	Mall:Wikipediautgåvor
श्रेणी:संयुक्त राज्य अमेरिका की आदिवासी जनजातियाँ	Kategori:Indianhövdingar
अतिसुग्राहिता	Hypersensitivitet
राष्ट्रीय लोक दल	Rashtriya Lok Dal
साँचा:स्रोतहीन	Mall:Källor
साँचा:Lorem ipsum	Mall:Lorem ipsum
इंडिगो	Indigo (färg)
नैश्नल जिओग्रैफ़िक​ मैगज़ीन	National Geographic
श्रेणी:गुजरात के जिले	Kategori:Distrikt i Gujarat
श्रेणी:वियतनाम में विमानक्षेत्र	Kategori:Flygplatser i Vietnam
साँचा:नोट	Mall:Note
साँचा:CIA World Factbook link	Mall:CIA World Factbook link
श्रेणी:नीतिशास्त्र	Kategori:Etik
साँचा:Emergency-bot-shutoff	Mall:Nödstopp för robot
साँचा:User pl-1	Mall:Användare pl-1
साँचा:Image label small	Mall:Image label small
श्रेणी:कनाडा का भूगोल	Kategori:Kanadas geografi
राम नाईक	Ram Naik
साँचा:आइएएएफ नाम	Mall:IAAF-namn
साँचा:Infobox Swiss town	Mall:Faktaruta kommun Schweiz
साँचा:User fr-3	Mall:Användare fr-3
साँचा:जानकारी सामरिक संगठन	Mall:Militär enhet
साँचा:IMDb name	Mall:IMDb-namn
साँचा:Ar	Mall:Ar ikon
श्रेणी:स्पेन के पर्वत	Kategori:Berg i Spanien
श्रेणी:रूस के अंतरिक्षयात्री	Kategori:Ryska rymdfarare
साँचा:Citation/patent	Mall:Citation/patent
शीशराम ओला	Sis Ram Ola
श्रेणी:वैमानिक अभियान्त्रिकी	Kategori:Flygteknik
साँचा:Align	Mall:Align
साँचा:BS-header	Mall:BS-header
साँचा:Infobox football match	Mall:Infobox fotbollsmatch
साँचा:ज्ञानसन्दूक स्टेडियम	Mall:Arena
साँचा:तुर्कमेनिस्तान के प्रांत	Mall:Turkmenistans provinser
साँचा:उज़्बेकिस्तान के प्रान्त	Mall:Uzbekistans provinser
साँचा:ज्ञानसंदूक भूतपूर्व देश	Mall:Historisk stat
रामविलास पासवान	Ram Vilas Paswan
श्रेणी:भारत में आतंकवाद	Kategori:Terroristaktioner i Indien
साँचा:JPN	Mall:JPN
साँचा:में विलय	Mall:Infoga från
साँचा:Cmbox	Mall:Cmbox
साँचा:End date	Mall:End date
श्रेणी:ऍपल इंक० हार्डवेयर	Kategori:Apple Computer-hårdvara
साँचा:SOM	Mall:SOM
साँचा:User lt	Mall:Användare lt
साँचा:Infobox spacecraft	Mall:Rymdsond
साँचा:User nds-1	Mall:Användare nds-1
साँचा:ज्ञानसन्दूक टेनिस खिलाड़ी	Mall:Tennisspelare
साँचा:S-bef	Mall:S-bef
