ఆఫ్రికా	Afrika
ఏప్రిల్ 21	21 april
ఏప్రిల్ 22	22 april
ఏప్రిల్ 23	23 april
ఏప్రిల్ 24	24 april
ఏప్రిల్ 25	25 april
ఏప్రిల్ 26	26 april
ఏప్రిల్ 27	27 april
ఏప్రిల్ 28	28 april
ఏప్రిల్ 29	29 april
ఏప్రిల్ 30	30 april
ఉపగ్రహం	Måne
మే 1	1 maj
మే 2	2 maj
మే 3	3 maj
మే 4	4 maj
మే 5	5 maj
మే 6	6 maj
మే 7	7 maj
మే 8	8 maj
మే 9	9 maj
మే 10	10 maj
మే 11	11 maj
మే 12	12 maj
మే 13	13 maj
మే 14	14 maj
మే 15	15 maj
మే 16	16 maj
మే 17	17 maj
మే 18	18 maj
మే 19	19 maj
మే 20	20 maj
మే 21	21 maj
మే 22	22 maj
మే 23	23 maj
మే 24	24 maj
మే 25	25 maj
మే 26	26 maj
మే 27	27 maj
మే 28	28 maj
మే 29	29 maj
మే 30	30 maj
మే 31	31 maj
డిసెంబర్ 21	21 december
జూన్ 14	14 juni
జూన్ 15	15 juni
జూన్ 13	13 juni
జూన్ 10	10 juni
జూన్ 7	7 juni
జూన్ 11	11 juni
జూన్ 9	9 juni
జూన్ 12	12 juni
జూన్ 6	6 juni
జూన్ 8	8 juni
జూన్ 5	5 juni
జూన్ 3	3 juni
జూన్ 2	2 juni
జూన్ 1	1 juni
జూన్ 4	4 juni
డిసెంబర్ 22	22 december
1968	1968
1967	1967
1966	1966
1965	1965
1964	1964
జూన్ 16	16 juni
జూన్ 30	30 juni
జూన్ 29	29 juni
జూన్ 28	28 juni
జూన్ 26	26 juni
జూన్ 25	25 juni
జూన్ 22	22 juni
జూన్ 27	27 juni
జూన్ 24	24 juni
జూన్ 20	20 juni
జూన్ 23	23 juni
జూన్ 19	19 juni
జూన్ 18	18 juni
జూన్ 21	21 juni
జూన్ 17	17 juni
డిసెంబర్ 23	23 december
బ్రూస్ విల్లీస్	Bruce Willis
ఆర్నాల్డ్ స్క్వార్జెనెగర్	Arnold Schwarzenegger
జూలై 15	15 juli
జూలై 13	13 juli
జూలై 12	12 juli
జూలై 10	10 juli
జూలై 9	9 juli
జూలై 14	14 juli
జూలై 8	8 juli
జూలై 7	7 juli
జూలై 6	6 juli
జూలై 5	5 juli
జూలై 2	2 juli
జూలై 4	4 juli
జూలై 3	3 juli
జూలై 1	1 juli
జూలై 11	11 juli
డిసెంబర్ 24	24 december
జూలై 31	31 juli
జూలై 30	30 juli
జూలై 29	29 juli
జూలై 28	28 juli
జూలై 27	27 juli
జూలై 25	25 juli
జూలై 24	24 juli
జూలై 23	23 juli
జూలై 26	26 juli
జూలై 22	22 juli
జూలై 19	19 juli
జూలై 21	21 juli
జూలై 20	20 juli
జూలై 17	17 juli
జూలై 18	18 juli
జూలై 16	16 juli
కాల్బంతి	Fotboll
డిసెంబర్ 25	25 december
1963	1963
డిసెంబర్ 26	26 december
1962	1962
ఐఫోన్	Iphone
ఆగష్టు 14	14 augusti
ఆగష్టు 15	15 augusti
ఆగష్టు 13	13 augusti
ఆగష్టు 12	12 augusti
ఆగష్టు 11	11 augusti
ఆగష్టు 10	10 augusti
ఆగష్టు 8	8 augusti
ఆగష్టు 7	7 augusti
ఆగష్టు 9	9 augusti
ఆగష్టు 5	5 augusti
ఆగష్టు 4	4 augusti
ఆగష్టు 2	2 augusti
ఆగష్టు 3	3 augusti
ఆగష్టు 6	6 augusti
ఆగష్టు 1	1 augusti
ఐప్యాడ్	Ipad
డిసెంబర్ 27	27 december
జలాంతర్గామి	Ubåt
ఆగష్టు 16	16 augusti
ఆగష్టు 29	29 augusti
ఆగష్టు 28	28 augusti
ఆగష్టు 30	30 augusti
ఆగష్టు 25	25 augusti
ఆగష్టు 26	26 augusti
ఆగష్టు 23	23 augusti
ఆగష్టు 27	27 augusti
ఆగష్టు 21	21 augusti
ఆగష్టు 20	20 augusti
ఆగష్టు 24	24 augusti
ఆగష్టు 18	18 augusti
ఆగష్టు 17	17 augusti
ఆగష్టు 22	22 augusti
ఆగష్టు 19	19 augusti
ఆగష్టు 31	31 augusti
మైకల్ జాక్సన్	Michael Jackson
డిసెంబర్ 28	28 december
అఫాసియా (మెదడు వ్యాధి వల్ల మాట పోవడం)	Afasi
ఫ్లూ	Influensa
సెప్టెంబర్ 15	15 september
సెప్టెంబర్ 14	14 september
సెప్టెంబర్ 13	13 september
సెప్టెంబర్ 12	12 september
సెప్టెంబర్ 8	8 september
సెప్టెంబర్ 11	11 september
సెప్టెంబర్ 7	7 september
సెప్టెంబర్ 10	10 september
సెప్టెంబర్ 5	5 september
సెప్టెంబర్ 4	4 september
సెప్టెంబర్ 9	9 september
సెప్టెంబర్‌ 2	2 september
సెప్టెంబర్ 6	6 september
సెప్టెంబర్ 1	1 september
సెప్టెంబర్‌ 3	3 september
డిసెంబర్ 29	29 december
వివిక్త కొసైన్ పరివర్తనం	Diskret cosinustransform
సెప్టెంబర్ 30	30 september
సెప్టెంబర్ 29	29 september
సెప్టెంబర్ 28	28 september
సెప్టెంబర్ 27	27 september
సెప్టెంబర్ 26	26 september
సెప్టెంబర్ 25	25 september
సెప్టెంబర్ 23	23 september
సెప్టెంబర్ 22	22 september
సెప్టెంబర్ 24	24 september
సెప్టెంబర్ 21	21 september
సెప్టెంబర్ 20	20 september
సెప్టెంబర్ 18	18 september
సెప్టెంబర్ 17	17 september
సెప్టెంబర్ 19	19 september
సెప్టెంబర్ 16	16 september
డిసెంబర్ 30	30 december
డిసెంబర్ 31	31 december
అక్టోబర్ 1	1 oktober
అక్టోబర్ 15	15 oktober
అక్టోబర్ 12	12 oktober
అక్టోబర్ 10	10 oktober
అక్టోబర్ 14	14 oktober
అక్టోబర్ 9	9 oktober
అక్టోబర్ 8	8 oktober
అక్టోబర్ 13	13 oktober
అక్టోబర్ 7	7 oktober
అక్టోబర్ 11	11 oktober
అక్టోబర్ 6	6 oktober
అక్టోబర్ 4	4 oktober
అక్టోబర్ 5	5 oktober
అక్టోబర్ 3	3 oktober
అక్టోబర్ 2	2 oktober
మేక	Tamget
అక్టోబర్ 31	31 oktober
అక్టోబర్ 30	30 oktober
అక్టోబర్ 29	29 oktober
అక్టోబర్ 28	28 oktober
అక్టోబర్ 26	26 oktober
అక్టోబర్ 25	25 oktober
అక్టోబర్ 24	24 oktober
అక్టోబర్ 27	27 oktober
అక్టోబర్ 22	22 oktober
అక్టోబర్ 23	23 oktober
అక్టోబర్ 20	20 oktober
అక్టోబర్ 21	21 oktober
అక్టోబర్ 19	19 oktober
అక్టోబర్ 17	17 oktober
అక్టోబర్ 16	16 oktober
అక్టోబర్ 18	18 oktober
నవంబర్ 15	15 november
నవంబర్ 14	14 november
నవంబర్ 13	13 november
నవంబర్ 12	12 november
నవంబర్ 11	11 november
నవంబర్ 10	10 november
నవంబర్ 7	7 november
నవంబర్ 8	8 november
నవంబర్ 9	9 november
నవంబర్ 6	6 november
నవంబర్ 5	5 november
నవంబర్ 4	4 november
నవంబర్ 3	3 november
నవంబర్ 2	2 november
నవంబర్ 1	1 november
అబ్బాయి	Pojke
నవంబర్ 30	30 november
నవంబర్ 29	29 november
నవంబర్ 28	28 november
నవంబర్ 27	27 november
నవంబర్ 26	26 november
నవంబర్ 25	25 november
నవంబర్ 23	23 november
నవంబర్ 24	24 november
నవంబర్ 21	21 november
నవంబర్ 20	20 november
నవంబర్ 22	22 november
నవంబర్ 19	19 november
నవంబర్ 18	18 november
నవంబర్ 17	17 november
నవంబర్ 16	16 november
అమ్మాయి	Flicka
సిడ్నీ	Sydney
మెల్బోర్న్	Melbourne
ఎరుపు	Röd
అగ్ని	Eld
ఫోటాన్	Foton
భూమి వాతావరణం	Jordens atmosfär
జార్జ్ ఆర్వెల్	George Orwell
నైలు నది	Nilen
కాంగో నది	Kongofloden
తోకచుక్క	Komet
టెహరాన్	Teheran
అద్దిస్ అబాబా	Addis Abeba
జకార్తా	Jakarta
అంకారా	Ankara
1961	1961
అడుగు (కొలమానం)	Fot (enhet)
1960	1960
జావా (ద్వీపం)	Java
అమెజాన్ నది	Amazonfloden
మస్కట్	Muskat
గ్రహశకలం	Asteroid
అమెజాన్.కాం	Amazon.com
సూర్య గ్రహణం	Solförmörkelse
అడిడాస్	Adidas
పాఠశాల	Skola
విశ్వవిద్యాలయం	Universitet
ప్రిటోరియా	Pretoria
టేబుల్ టెన్నిస్	Bordtennis
సూపర్ నోవా	Supernova
వికీపీడియా:Sandbox	Wikipedia:Sandlådan
ఇల్లు	Hus
పట్టణం	Småstad
ల్యాప్‌టాప్	Bärbar dator
కంప్యూటర్ హార్డ్‌వేర్	Maskinvara
బీజగణితం	Algebra
పటము	Karta
నది	Flod
ఓఝస్కు	Osasco
గ్లాస్గో	Glasgow
న్యూట్రాన్ తార	Neutronstjärna
టెలిస్కోపు	Teleskop
రేడియో తరంగాలు	Radiovågor
పెట్టుబడి	Investering
రేడియో ఖగోళశాస్త్రం	Radioastronomi
మదర్ బోర్డు	Moderkort
TV ట్యూనర్ కార్డ్	TV-kort
కురితీబా	Curitiba
అడవి	Skog
వర్గం:1888	Kategori:1888
యుఎస్‌బి ఫ్లాష్ డ్రైవ్ (USB Flash Drive)	USB-minne
జిచిఉజ్ఫాలు	Zichyújfalu
హార్డ్ డిస్క్ డ్రైవ్	Hårddisk
మిట్ రోమ్నీ	Mitt Romney
నౌకాదళం	Örlogsflotta
సుందరవనాలు	Sundarban
పడమటి కనుమలు	Västra Ghats
భారత పర్వత రైల్వేలు	Bergsjärnvägar i Indien
సహకార సంఘాలు	Kooperation
రాజీవ్ గాంధీ	Rajiv Gandhi
కన్ఫ్యూషియస్	Konfucius
మార్లిన్ మన్రో	Marilyn Monroe
కర్బిన్ బ్ల్యు	Corbin Bleu
వర్గం:గణిత శాస్త్రము	Kategori:Matematik
సూరత్	Surat
వర్గం:భారతదేశ చరిత్ర	Kategori:Indiens historia
మూస:Country data Iran	Mall:Landsdata Iran
బాలి	Bali
షెర్లాక్ హోమ్స్	Sherlock Holmes
సాంస్కృతిక పునరుజ్జీవనం	Renässansen
గూడు	Rede
స్తంభం	Kolonn (arkitektur)
వర్గం:1888 జననాలు	Kategori:Födda 1888
యూరో	Euro
మధ్యధరా సముద్రము	Medelhavet
లారీ పేజ్	Larry Page
క్రైస్తవ మతము	Kristendom
బెర్లిన్ గోడ	Berlinmuren
గంగా నది	Ganges
బియ్యము	Ris
ఖండం	Världsdelar och kontinenter
అడిలైడ్	Adelaide
పక్షి	Fåglar
రాజధాని	Huvudstad
మూస:ఇస్లాం మతము	Mall:Islam
గుజరాతి భాష	Gujarati
నెల	Månad
ముస్తఫా కమాల్ అతాతుర్క్	Mustafa Kemal Atatürk
1948	1948
నెమటోడ	Rundmaskar
1949	1949
ఫిబ్రవరి 2008	Februari 2008
హువాంగ్ గ్జియాన్ హన్	Huang Xianfan
1956	1956
1941	1941
1945	1945
1958	1958
శాతవాహనులు	Satavahana
1926	1926
1947	1947
హిప్పోక్రేట్స్	Hippokrates
1944	1944
1952	1952
వజ్రం	Diamant
బిల్ గేట్స్	Bill Gates
విజ్ఞాన సర్వస్వము	Uppslagsverk
ఫ్లాపీ	Diskett
డీవీడీ	DVD
రాండమ్ ఏక్సెస్ మెమరీ	Random Access Memory
మొదటి పేజీ	Portal:Huvudsida
కేంద్రీయ కార్యసరణి విభాగం	Central Processing Unit
1959	1959
గ్రాఫైట్	Grafit
1957	1957
రాతి ఉప్పు	Halit
ట్రాన్సిస్టర్	Transistor
బాస్కెట్ బాల్	Basket
క్రికెట్	Cricket
గోల్ఫ్	Golf
డేవిడ్ బౌవీ	David Bowie
ఒలింపిక్ క్రీడలు	Olympiska spelen
యురేషియా	Eurasien
గ్రేట్ డేన్	Grand danois
హిమాలయాలు	Himalaya
ఆండీస్ పర్వతాలు	Anderna
రాకీ పర్వతాలు	Klippiga bergen
కేప్ టౌన్	Kapstaden
డర్బన్	Durban
కాస్పియన్ సముద్రము	Kaspiska havet
సాల్వడార్ డాలీ	Salvador Dalí
విన్సెంట్ వాన్ గోహ్	Vincent van Gogh
మైఖేలాంజెలో	Michelangelo
పాబ్లో పికాసో	Pablo Picasso
మోడెమ్	Modem
బస్సు	Buss
అబూ నువాస్	Abu Nuwas
లార్డ్ బైరన్	Lord Byron
బాబిలోన్	Babylon
అంటోన్ చెకోవ్	Anton Tjechov
చార్లెస్ డికెన్స్	Charles Dickens
పెట్రా	Petra (stad)
మక్కా	Mecka
చే గెవారా	Che Guevara
నోవక్ డొకోవిక్	Novak Đoković
కానరీ ద్వీపములు	Kanarieöarna
మావో జెడాంగ్	Mao Zedong
చిచేన్ ఇట్జా	Chichén Itzá
