አፍሪቃ	Afrika
ኮባ	Ensetebanansläktet
ሸንኖንግ	Shennong
ሹን	Shun
4 መንቱሆተፕ	Mentuhotep IV
ሙሳ ዳዲ ካማራ	Moussa Dadis Camara
ክርስቲያን ሮድሪጌዝ	Cristian Rodríguez
ኢግናሲዮ ማሪያ ጎንዛሌዝ	Ignacio González
ዣን ካዚሚር-ፔሪዬ	Jean Casimir-Perier
ዮሐንስ ፬ኛ	Yohannes IV
ብሩስ ጎልዲንግ	Bruce Golding
ሪካርዶ ኦሶሪዮ	Ricardo Osorio
2 ዩባ	Juba II
ኤጊዲዮ አሪቫሎ	Egidio Arévalo Ríos
ጋን ዪንግ	Gan Ying
ሰባስቲያን ፈርናንዴዝ	Sebastián Fernández
ጆን ባርት	John Barth
ሴፖ ማሲሌላ	Tsepo Masilela
አንድሬስ ስኮቲ	Andrés Scotti
ፖል ኒኮላስ አጊላር	Paul Aguilar
ኡሩካጊና	Uru-inim-gina
ኤፍሬይን ሁዋሬዝ	Efraín Juárez
ቴኮ ሞዲሴ	Teko Modise
ሉጋል-ዛገ-ሲ	Lugalzagesi
የኢትዮጵያ ሶማሊያ ጦርነት	Ogadenkriget
ሮስ ማክዶናልድ	Ross Macdonald
ሮዛሪዮ ሴንትራል	Club Atlético Rosario Central
አቤል ሄርናንዴዝ	Abel Hernández
ኦሮሞ	Oromo
5ኛው አብጋር	Abgar
ሾርዥ	Chorges
ምጊሞ	Moskvas statliga institut för internationella relationer
ብሪሜ	Brimeux
ሽኮኮ	Klipphyrax
ማርቲን ሲልቫ	Martín Silva
አልበሪ	Albury
ማሽላ	Durra
መቀሌ	Mekele
ዠንጊሽ ቾኩሱ	Dzjengisj Tjokusu
ሚስኪቶ	Miskito
ሬኒልዌ ሌትሾሎኒያኔ	Reneilwe Letsholonyane
ኤታና	Etana
ግራኝ አህመድ	Ahmad Gran
ጸጋዬ ገብረ መድህን	Tsegaye Gabre-Medhin
ሉካስ ትዋላ	Lucas Thwala
አቡጊዳ	Abugida
ፌርፋክስ ካውንቲ	Fairfax County
አዳማ	Nazret
አሌክሳንድር ሄሊዮስ	Alexander Helios
ኤንመርካር	Enmerkar
በርናርድ ምላሙድ	Bernard Malamud
ኤአናቱም	Eannatum
1 ነፈርሆተፕ	Neferhotep I
ነጋሶ ጊዳዳ	Negasso Gidada
አዲግራት	Adigrat
ፈቃድ	Vilja
ሲክዮን	Sikyon
መብረሪያ ስንቅ	Jetpack
ኢስታይዎን	Istvaeoner
ቢታንያ	Bithynien
ወደፊት ገስግሺ ውድ እናት ኢትዮጵያ	Whedefit Gesgeshi Woude Henate Ethiopia
ዲዬጎ ሉጋኖ	Diego Lugano
ኤሽኑና	Eshnunna
አርዋድ	Arwad
ኣምባሩድ	Tamarillo
ማሳጌታያውያን	Massageter
እያሱ ፭ኛ	Ledj Jeassu
ሉዊ ላሞር	Louis L'Amour
አድዋ	Adwa
ኡሰርካሬ ኸንጀር	Khendjer
ሃሩን	Harun
ኃይለማሪያም ደሳለኝ	Hailemariam Desalegn
የቤልጅግ የዘውድ እግር ኳስ ማህበር	Belgiens kungliga fotbollsförbund
አፈወርቅ ተክሌ	Afewerk Tekle
ሙላቱ አስታጥቄ	Mulatu Astatke
ጅማ	Jimma
መሀመድ ሁሴን አሊ አላሙዲ	Mohammed Al-Amoudi
የአፍሪካ ሥነፅሁፍ	Afrikas litteratur
ኦሜድላ	Svartvedsakacia
ጌሾ	Rhamnus prinoides
ቁንጫ	Loppor
አጋታርከስ	Agatharchides
ኃይል	Power
ሻንግጭዩ	Shangqiu
አይቲዮፒያ (የግሪክ ቃል)	Etiopien (mytologisk plats)
ጋምላ ኡፕሳላ	Gamla Uppsala
ዳግዳ	Dagda
ጋስቶን ራሚሬዝ	Gastón Ramírez
የስዊድን እግር ኳስ ማህበር	Svenska Fotbollförbundet
አርፋክስድ	Arpakshad
ጆን ግሪንሊፍ ዊቲየር	John Greenleaf Whittier
1 እሽመ-ዳጋን	Ishme-Dagan I
ሄንሪ አዳምስ	Henry Adams
ክለብ አሜሪካ	Club América
ዳርዳኑስ	Dardanos
እፃዊ ተዋልዶ	Vegetativ förökning
ፋሲል ግቢ	Fasil Ghebbi
ባሕር-ዳር	Bahir Dar
ጀምፓ ላሂሪ	Jhumpa Lahiri
ኤልዛቤት ሃርድዊክ	Elizabeth Hardwick
ደራርቱ ቱሉ	Derartu Tulu
አስቴር አወቀ	Aster Aweke
በሬ	Oxe
የስዊዘርላንድ እግር ኳስ ማህበር	SFV-ASF
«የተከሠተው ዕድል»	Manifest Destiny
መሮ	Huggmejsel
የኦራፂዮች ቃለ መሐላ	Horatiernas ed
ታን ሶን ናት ዓለም አቀፍ አውሮፕላን ማረፊያ	Tan Son Nhat internationella flygplats
ኤድዊን ቫን ደር ሳር	Edwin van der Sar
ደራሲ	Författare
ፓሪስ ሴንት-ጀርሜይን የእግር ኳስ ክለብ	Paris Saint-Germain FC
አላማ ኢቅባል	Mohammad Iqbal
የሞዛምቢክ ሰንደቅ ዓላማ	Moçambiques flagga
ሊኒያር እኩልዮሽ	Linjär ekvation
ሬማገን	Remagen
ቢላል	Bilal ibn Ribah
ኬልሃይም	Kelheim
ሃማሮዕ	Hammarö kommun
ክለብ ናስዮናል ዴ ፉትቦል	Club Nacional de Football
ኢሲን	Isin
ዔቦር	Ever
ባየርብሩን	Baierbrunn
የላይቤሪያ ፕሬዝዳንት	Lista över Liberias presidenter
ሜሪማክ ወንዝ	Merrimack (flod)
መሪካሬ	Merikare
ድልማጥያ	Dalmatien
አሶሳ	Asosa
የደማስቆ ሰነድ	Damaskusskriften
የኢትዮጵያ እግር ኳስ ፌዴሬሽን	Etiopiens fotbollsförbund
ካነሽ	Kanesh
የኤል ሳልቫዶር እግር ኳስ ፌዴሬሽን	Federación Salvadoreña de Fútbol
ጉታውያን	Guti
ዳንጉን ዋንገም	Dangun Wanggeom
የማባዛት ህግ	Multiplikationsprincipen
ሄንሪ ሃርላንድ	Henry Harland
ቲም ላሄይ	Tim LaHaye
ዎቮካ	Wovoka
ጆን ዲ ማክዶናልድ	John D. MacDonald
ሪቻርድ ሩሶ	Richard Russo
ጂዮቫኒ ዶስ ሳንቶስ	Giovani dos Santos
ኤጲሮስ	Epirus
የፍርድ ቀን	Yttersta domen (Michelangelo)
አንሻን	Anshan, Persien
ሲክ ሰምፔር ቲራኒስ	Sic semper tyrannis
አልባሴቴ ባሎምፕዬ	Albacete Balompié
የጃፓን እግር ኳስ ማህበር	Nippon Sakkā Kyōkai
ዳኑቢዮ የእግር ኳስ ክለብ	Danubio FC
ታራ	Terach
የቺሌ እግር ኳስ ፌዴሬሽን	Federación de Fútbol de Chile
ኒስ-ስታንግ	Nidstång
ክለብ ኦሊምፒያ	Club Olimpia
አርሚዳል	Armidale
ጎንደር ዓፄ ቴዎድሮስ አየር ማረፊያ	Gondar Airport
ሚሪና (ሚስያ)	Myrina
ልድያ	Lydien
ኪልቅያ	Kilikien
ሚስያ	Mysien
ቀበቶ (ማሽን)	Drivrem
አራም (የሴም ልጅ)	Aram
አራታ	Aratta
ዳ ዩ	Yu
ጉሬዛ	Östlig svartvit guereza
ቬቱሎኒያ	Vetulonia
ክለብ አትሌቲኮ ቤላ ቪዝታ	CA Bella Vista
የሀረም ጽሕፈቶች	Pyramidtexterna
ፑዌብላ እግር ኳስ ክለብ	Puebla FC
ኮፕዮር ወንዝ	Chopjor
የኖርተን እርግጥ	Nortons teorem
ፓሪሲ	Parisii
ዴፖርቲቮ ካሊ	Asociación Deportivo Cali
ማሲንቆ	Masinko
የሲቢሊን መጻሕፍት	Sibyllinska böckerna
ጨኖ	Diademmarkatta
ኒዦን	Nijon
የጎባጣ ርዝመት	Båglängd
ይስሐቅ	Isak (Bibeln)
ሳካዎች	Saka (folk)
ሳን ማሪኖ	San Marino (olika betydelser)
አርቃ	Arqa
ኩሜ (አዮሊስ)	Kyme, Aiolien
ሐቡር ወንዝ	Khabur
የኢትዮጵያ ወረዳዎች	Woreda
ፓውል ሃርዲንግ	Paul Harding
ባንፊልድ አትሌቲክ ክለብ	Club Atlético Banfield
ክሪስታል ራዲዮ	Kristallmottagare
የኢትዮጵያ አየር መንገድ በረራ 409	Ethiopian Airlines Flight 409
ማሪያ ዛል	Maria Saal
ባተርስት (ከተማ)	Bathurst, New South Wales
ክለብ አትሌቲኮ ሴሮ	CA Cerro
ዲ ኩ	Ku (kejsare)
የኡራጓይ እግር ኳስ ማህበር	Asociación Uruguaya de Fútbol
ኮራጅ	Pantograf
ርግ ቬዳ	Rigveda
ሻሸመኔ	Shashemene
የሀንጋሪ እግር ኳስ ፌዴሬሽን	Magyar Labdarúgó Szövetség
ኢናቆስ	Inachos (mytologi)
ኖርማን ማክሊን	Norman Maclean
ኡኒቨርሲዳድ ዴ ቺሌ ክለብ	Club Universidad de Chile
Yeghishe Charents	Yeghishe Charents
ቡሲሪስ	Bousiris
ደብረ ዘይት	Debre Zeit
ኡማ	Umma (Mesopotamien)
ዓይንባይን ዝምድና	Differensekvation
ድልሙን	Dilmun
ባስተርናያውያን	Bastarner
ደሴ	Dese
ሉጋልባንዳ	Lugalbanda
ጅጅጋ	Jijiga
አዋሳ	Awasa
ሚዳቋ	Grådykare
ጋምቤላ (ከተማ)	Gambela
ዋንዛ	Cordia africana
ማጫ	Brudpris
ሲ.ኤፍ. ሞንተሬይ	Club de Fútbol Monterrey
ዳይሬክት ዴቢት	Autogiro (betalningssätt)
ጋምብሪቪዩስ	Gambrinus
ኪልሜስ አትሌቲኮ ክለብ	Quilmes Atlético Club
የሆንዱራስ ራስ ገዥ ብሔራዊ እግር ኳስ ፌዴሬሽን	Federación Nacional Autónoma de Fútbol de Honduras
አዋሽ ወንዝ	Awash
ሐይክ	Hayk
አዪ ኩዌ አርማህ	Ayi Kwei Armah
ቤሪክ	Berig
ለ ኔን ወንድሞች	Le Nain
በርበሬ	Berbere
ያው	Yao (kejsare)
የ2010 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ ቡድኖች	Spelartrupper under världsmästerskapet i fotboll 2010
የኢትዮጵያ ነገሥታት	Lista över Etiopiens statsöverhuvuden
የኮሎምቢያ እግር ኳስ ፌዴሬሽን	Federación Colombiana de Fútbol
የደቡብ አፍሪካ እግር ኳስ ማህበር	South African Football Association
ኒው ዚላንድ እግር ኳስ	New Zealand Football
ጤፍ	Teff
መጽሐፈ ኩፋሌ	Jubileerboken
ኢትስ ኮምፕሊኬትድ (ፊልም)	It's Complicated
ዲፌንሶር ስፖርቲንግ	Defensor Sporting
ጉራጌ	Gurage
ፍሎረንስ፥ አሪዞና	Florence, Arizona
ክሩዝ አዙል	CDSC Cruz Azul
እስኩቴስ	Skytien
ቁና	Avstympat parti
ክለብ ሊበርታድ	Club Libertad
ወጋኝ አግላይ መርህ	Principen om inklusion/exklusion
ቲግሬስ ዴ ላ ዩ.ኤ.ኤን.ኤል.	Tigres de la UANL
ፓርጋ	Parga
ምድያም	Midjan
የሜዳ ፍየል	Soemmerings gasell
ሴሬሶ ኦሳካ	Cerezo Osaka
ትንታ	Heimlichmanövern
ሻንዶንግ ልሳነ ምድር	Shandonghalvön
የኮስታ ሪካ እግር ኳስ ፌዴሬሽን	Federación Costarricense de Fútbol
ሞንቴቪዴዮ ዋንደረረስ	Montevideo Wanderers
በቂና አስፈላጊ	Nödvändiga och tillräckliga villkor
ጥቁር አባይ	Blå Nilen
ሮበርት ኢርሊክ	Robert Ehrlich
ብሬት ሆሊደይ	Davis Dresser
መነን አስፋው	Menen Asfaw
ዛላሉቩ	Zalalövő
ኦፊር	Ofir
እርዳታ:ይዞታ	Wikipedia:Hjälp
የቱኒዚያ እግር ኳስ ፌዴሬሽን	Fédération Tunisienne de Football
ካሌብ	Kaleb
ሊንጎናውያን	Lingoner
ይሁዳዊ-ሮማንስ ቋንቋዎች	Judeoromanska språk
ጄምስ ኖርማን ሃል	James Norman Hall
አልቢ	Alby, Botkyrka kommun
እንጀራ	Injera
ሣባ (የአረቢያ ግዛት)	Sabéer
የእስክንድርያ ቤተክርስቲያን ፓትርያርኮች	Koptisk-ortodox påve och patriark av Alexandria
ቤናቬንቴ፣ ዛሞራ	Benavente
ቡራና	Erythrina burana
ሸዋ	Shewa
መሃመድ አማን	Mohammed Aman
የደም ቧንቧ	Blodkärl
ችፌ	Eksem
ኤስቱዲያንቴስ ቴኮስ	Estudiantes Tecos
ሁዋቺፓቶ ስፖርት ክለብ	Club Deportivo Huachipato
ቲቡሮኔስ ሮሆስ ዴ ቬራክሩዝ	Tiburones Rojos de Veracruz
ቭራሆቪቸ	Vrahovice
ሚራማር ሚሲዮኔስ	Miramar Misiones
ሰናፌ	Senafe
ኪል	Kil
ሺንዠንግ	Xinzheng
የጓቴማላ ብሔራዊ እግር ኳስ ፌዴሬሽን	Federación Nacional de Fútbol de Guatemala
የካናዳ እግር ኳስ ማህበር	Canadian Soccer Association
ሐረሪ ሕዝብ ክልል	Harari
ቦግዳ ፌንግ	Bogda Feng
ፐንቻክ ጃያ	Puncak Jaya
ናምቻ ባርዋ	Namtja Barwa
ሴንትራል ኤስፓኞል	Central Español
ዳንኤል ሃንድለር	Daniel Handler
ራንቢር ካፑር	Ranbir Kapoor
የምዕራብ ንጉሥ እናት	Xi Wangmu
ኡር-ናንሼ	Ur-Nanshe
ቆንጣጭ እርግጥ	Instängningssatsen
ኑዋዳ	Nuadha
ዙር ግልባጭ	Kontraposition
ክለብ ሳንድዊች	Club sandwich
ሻሰኖን	Chassenon
ኢንጋይዎን	Ingvaeoner
ሳን ሉዊስ የእግር ኳስ ክለብ	Club San Luis
ክለብ ቲኋና	Club Tijuana
አጋሮ	Agaro
ኮርያ	Korea (olika betydelser)
ሊቨርፑል የእግር ኳስ ክለብ	Liverpool FC
ሊቨርፑል የእግር ኳስ ክለብ (ሞንቴቪድዮ)	Liverpool Fútbol Club
መድፈኛ	Tätning
የኢትዮጵያ ሕዝቦች አብዮታዊ ዲሞክራሲያዊ ግንባር	Etiopiska folkets revolutionära demokratiska front
ማንቢጅ	Manbij
ቶሪ ደሴት	Oileán Thoraí
ቺ ዮው	Chi You
የላቲን አሜሪካ ሥነ ፅሁፍ	Latinamerikansk litteratur
ጢኒስ	Thinis
ታይ ካንግ	Tai Kang
ጉን	Gun (mytologi)
አራም (ጥንታዊ አገር)	Aram-Maacha
የሜክሲኮ እግር ኳስ ፌዴሬሽን	Federación Mexicana de Fútbol Asociación
ናኮር	Nahor
ሴሮሕ	Serug
የመርዌ ጽሕፈት	Meroitisk skrift
ማርሲ	Marser
ውክፔዲያ:ኤምባሲ	Wikipedia:Ambassaden
ትርምስ	Derangemang
የካልኩለስ መሰረታዊ እርግጥ	Analysens fundamentalsats
ቆፋሪዎቹ	Diggers
ሸሆኔ	Hovdjur
ፖል ካጋሜ	Paul Kagame
ዶራዶስ ዴ ሲናሎአ	Dorados de Sinaloa
ላይ አፈር	Matjord
ጌሤም	Gosen
አምቦ	Ambo (stad)
ድልማጣያውያን	Dalmater
ክለብ ኔካክሳ	Club Necaxa
የኮምፒዩተር አውታር	Datornätverk
የጂኦሜትሪክ ዝርዝር	Geometrisk summa
አቢሜሌክ	Avimelek
አልቫሮ ራፋኤል ጎንዛሌዝ	Álvaro González
ጋውት	Gute (mytologi)
ቶማስ ሜይን ሬይድ	Thomas Mayne Reid
መደብ:ጀርመን	Kategori:Tyskland
መደብ:ጣልያን	Kategori:Italien
መደብ:የአሜሪካ ተባባሪ ክፍላገሮች	Kategori:USA
መደብ:ሩስያ	Kategori:Ryssland
መደብ:አውስትራልያ	Kategori:Australien
መደብ:ሜክሲኮ	Kategori:Mexiko
መደብ:ሕንድ	Kategori:Indien
መደብ:እስራኤል	Kategori:Israel
መደብ:ደቡባዊ አፍሪቃ	Kategori:Sydafrika
መደብ:ግብፅ	Kategori:Egypten
መደብ:አርጀንቲና	Kategori:Argentina
ቃል (ቃል መግባት)	Löfte
ሌዙ	Xi Ling-Shi
ክሻትሪያ	Kshatriya
መደብ:አልጄሪያ	Kategori:Algeriet
መደብ:ኦስትሪያ	Kategori:Österrike
መደብ:ኢትዮጵያ	Kategori:Etiopien
መደብ:ሆላንድ	Kategori:Nederländerna
መደብ:ናይጄሪያ	Kategori:Nigeria
መደብ:ፖላንድ	Kategori:Polen
ጎመንዘር	Etiopisk kål
መደብ:ፖርቱጋል	Kategori:Portugal
መደብ:ቬትናም	Kategori:Vietnam
መደብ:አዕዋፍ	Kategori:Fåglar
መደብ:አትክልት	Kategori:Växter
መደብ:ሥነ ሕይወት	Kategori:Biologi
መደብ:የጥንተ ንጥር ጥናት	Kategori:Kemi
መደብ:ታሪክ	Kategori:Historia
መደብ:መልክዐ ምድር	Kategori:Geografi
መደብ:ሃይማኖት	Kategori:Religion
መደብ:ስፖርት	Kategori:Sport
መደብ:ሳይንስ	Kategori:Vetenskap
መደብ:መሬት	Kategori:Jorden
የ1934 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Världsmästerskapet i fotboll 1934
ሞናርካስ ሞሬሊያ	Monarcas Morelia
ግሩምስ	Grums
ኣዛምር	Bersama abyssinica
ነፃነት	Frihet (olika betydelser)
ከርቤ	Commiphora
ፋሌቅ	Peleg
ኦነሲሞስ ነሲብ	Onesimos Nesib
ግሽጣ	Taggannona
በር:ሳጥን ራስጌ	Mall:Box-footer
የመዋቅር ትንታኔ	Byggnadsstatik
ኮሶ	Kossoträd
ኑግ	Nigerfrö
ለስሊ ኮንግ	Leslie Kong
ሳላ (የኤቦር አባት)	Shela
ቴዲ አፍሮ	Teddy Afro
መደብ:መንታ መንገዶች	Kategori:Förgreningssidor
መደብ:ፍልስፍና	Kategori:Filosofi
መደብ:ክርስትና	Kategori:Kristendom
መደብ:እስልምና	Kategori:Islam
ሙሳ (አ.ሰ)	Musa (islamisk profet)
አደም	Adam (islamisk profet)
ቱራስ	Tyras
ራግው	Reu
ሃሮልድ ማክግራዝ	Harold MacGrath
ወለጋ	Welega
መልአክ (Michelangelo)	Den ljusbärande ängeln
ሮቤል ተክለማርያም	Robel Teklemariam
አዳል	Adal
ቀይ እጣን	Boswellia papyrifera
ዝሆን	Elefanter
የሜዳ ቀይ ሕንዳውያን እጅ ምልክት ቋንቋ	Indianernas teckenspråk
ሰንሰለት	Kedja
የዓለም ሀገራት ባንዲራዎች	Lista över flaggor
ህዝብ	Folk
ኡር-ኑንጋል	Ur-Nungal
ድሬ ዳዋ ዓለም አቀፍ አየር ማረፊያ	Dire Dawa Airport
ክሪስቲያን ስቱዋኒ	Christian Stuani
እንኮይ	Ximenia americana
ሌባ	Stöld
ቋራ	Abessinskt korallträd
ልዑል	Prins
ካጌራ ወንዝ	Kagerafloden
ሰሊጥ	Sesam (växt)
መርካቶ	Merkato
እቴጌ ምንትዋብ	Mentewab
የኮሞዲቲ ገበያ	Råvarubörs
መደብ:መዋቅሮች	Kategori:Stubbar
መደብ:Wikipedia	Kategori:Wikipedia:Administration
መደብ:ባሕል ነክ መዋቅሮች	Kategori:Kulturstubbar
መደብ:ባሕል	Kategori:Kultur
መደብ:ፈረንጅ አመቶች	Kategori:Årtal
መደብ:አህጉር	Kategori:Världsdelar
ኣበቃ	Blåvingeklerodendrum
ሲግቱና	Sigtuna
ቀጨሞ	Myrsine africana
በር:መልክዐ ምድር	Portal:Geografi
በር:ፍልስፍና	Portal:Filosofi
እንዶድ	Phytolacca dodecandra
ኧህብ	Cordeauxia edulis
ቀንጠፋ	Pterolobium
መደብ:Wikipedia bots	Kategori:Wikipedia:Robotar
ጥድፈት	Fart
ቤቴል	Betel, Samarien
በር:ባሕልናኪነት	Portal:Konst
መደብ:የጀርመን ሰዎች	Kategori:Tyskar
መደብ:የአሜሪካ ሰዎች	Kategori:Amerikaner
መደብ:የኦስትሪያ ሰዎች	Kategori:Österrikare
መደብ:የፈረንሳይ ሰዎች	Kategori:Fransmän
መደብ:የአሜሪካ ፊልሞች	Kategori:Amerikanska filmer
መደብ:የአሜሪካ ሙዚቀኞች	Kategori:Amerikanska musiker
መደብ:ጉግል	Kategori:Google
መለጠፊያ:Location map Scotland	Mall:Kartposition Skottland
መለጠፊያ:Location map እንግሊዝ	Mall:Kartposition England
መደብ:ሕግ	Kategori:Juridik
መደብ:አገራት	Kategori:Världens länder
ውክፔዲያ:መጋቢዎች	Wikipedia:Administratörer
መደብ:የኢትዮጵያ ብሔሮች	Kategori:Etniska grupper i Etiopien
መደብ:ሰዎች	Kategori:Personer
ውክፔዲያ:Bots	Wikipedia:Robotar
የስብስብ ብዛት	Kardinalitet
ውክፔዲያ:ከሁሉ የተፈለጉ አርእስቶች	Wikipedia:100 viktiga artiklar
ባጋና	Amorphophallus abyssinicus
መደብ:ሥነ አካል	Kategori:Anatomi
መደብ:ሕክምና	Kategori:Medicin
መደብ:የፖለቲካ ጥናት	Kategori:Politik
መደብ:ትምህርት	Kategori:Utbildning
ግብፅ	Egypten
አውሶናውያን	Ausoner
መለጠፊያ:Bot	Mall:Bot
ካናዳ	Kanada
መደብ:ግሪክ	Kategori:Grekland
መደብ:ስዊድን	Kategori:Sverige
መደብ:ስሎቫኪያ	Kategori:Slovakien
መደብ:Wikipedia:Featured article	Kategori:Wikipedia:Utmärkta artiklar
መደብ:የአውሮፓ አገራት	Kategori:Europas länder
መደብ:አውሮፓ	Kategori:Europa
መለጠፊያ:Documentation	Mall:Dokumentation
ውክፔዲያ:Resolving disputes	Wikipedia:Konflikthantering
መደብ:የአባሎች ልሳናት	Kategori:Användare efter språk
ኮረሪማ	Korarima
መቀሌ አሉላ አባ ነጋ ዓለም አቀፍ አየር ማረፊያ	Alula Aba Airport
የኤልያስ ራዕይ	Elias bok
ነጭ አባይ	Vita Nilen
በር:ኢንጂኔሪንግ	Portal:Teknik
መለጠፊያ:Softredirect	Mall:Mjuk omdirigering
መለጠፊያ:ለማጥፋት	Mall:Radera
መደብ:ቋንቋዎች	Kategori:Språk
መደብ:የሚሰጥ ስሞች	Kategori:Förnamn
እርዳታ:Starting a new page	Wikipedia:Skriv en ny artikel
ኣጥቋር	Buddleja polystachya
መደብ:Noindexed pages	Kategori:Icke-indexerade sidor
መደብ:የማይኖሩ ፋይሎች ያሉባቸው ገጾች	Kategori:Sidor med trasiga fillänkar
ውክፔዲያ:ክፍለ-ዊኪዎች	Wikipedia:Namnrymder
ሲ.አር. ቫስኮ ደ ጋማ	Club de Regatas Vasco da Gama
መለጠፊያ:Navbox	Mall:Navbox
ቀረፃ	Ljudåtergivning
የኦርኾን ጽሕፈት	Orchonskrift
ቻርለስ ሜጀር	Charles Major
መተሬ	Glinus lotoides
ዱባ	Squash (växt)
መለጠፊያ:!	Mall:!
መለጠፊያ:Tnavbar	Mall:Navbar
መለጠፊያ:Clear	Mall:Clear
መለጠፊያ:Col-break	Mall:Col-break
መለጠፊያ:Col-begin	Mall:Col-begin
መለጠፊያ:Col-end	Mall:Col-end
መደብ:አፍሪቃ	Kategori:Afrika
መደብ:መጽሐፍ ቅዱስ	Kategori:Bibeln
መለጠፊያ:Babel	Mall:Babel
መለጠፊያ:Commons	Mall:Commons
መለጠፊያ:Link GA	Mall:Link GA
ውክፔዲያ:Searching	Wikipedia:Sökning
መለጠፊያ:መዋቅር	Mall:Stub
መለጠፊያ:User af-1	Mall:Användare af-1
መለጠፊያ:User ar-1	Mall:Användare ar-1
መለጠፊያ:User az	Mall:Användare az
መለጠፊያ:User eo-1	Mall:Användare eo-1
መለጠፊያ:See also	Mall:Se även
መለጠፊያ:User da-2	Mall:Användare da-2
መለጠፊያ:User da	Mall:Användare da
መለጠፊያ:User ca-1	Mall:Användare ca-1
መለጠፊያ:User da-1	Mall:Användare da-1
መለጠፊያ:User eo-3	Mall:Användare eo-3
መለጠፊያ:User de	Mall:Användare de
መለጠፊያ:User de-1	Mall:Användare de-1
መለጠፊያ:User et-1	Mall:Användare et-1
መለጠፊያ:User el	Mall:Användare el
መለጠፊያ:User es	Mall:Användare es
መለጠፊያ:User de-3	Mall:Användare de-3
መለጠፊያ:User en-3	Mall:Användare en-3
መለጠፊያ:User el-1	Mall:Användare el-1
መለጠፊያ:User en-1	Mall:Användare en-1
መለጠፊያ:User en-2	Mall:Användare en-2
መለጠፊያ:User eo-2	Mall:Användare eo-2
መለጠፊያ:User en-4	Mall:Användare en-4
መለጠፊያ:User fi	Mall:Användare fi
መለጠፊያ:User en-0	Mall:Användare en-0
መለጠፊያ:User en	Mall:Användare en
መለጠፊያ:User de-2	Mall:Användare de-2
መለጠፊያ:User es-1	Mall:Användare es-1
መለጠፊያ:User fa	Mall:Användare fa
መለጠፊያ:User fr-1	Mall:Användare fr-1
መለጠፊያ:User grc-1	Mall:Användare grc-1
መለጠፊያ:User ja-4	Mall:Användare ja-4
መለጠፊያ:User sk	Mall:Användare sk
መለጠፊያ:User fr-2	Mall:Användare fr-2
መለጠፊያ:User tr	Mall:Användare tr
መለጠፊያ:User ja	Mall:Användare ja
መለጠፊያ:User ja-1	Mall:Användare ja-1
መለጠፊያ:User it-1	Mall:Användare it-1
መለጠፊያ:User fr	Mall:Användare fr
መለጠፊያ:User he	Mall:Användare he
መለጠፊያ:Country data ታጂኪስታን	Mall:Landsdata Tadzjikistan
መደብ:እስያ	Kategori:Asien
መደብ:ቺሌ	Kategori:Chile
መደብ:User uk	Kategori:Användare uk
መደብ:ደቡብ አሜሪካ	Kategori:Sydamerika
መደብ:User uk-N	Kategori:Användare uk-N
መደብ:እግር ኳስ	Kategori:Fotboll
መለጠፊያ:Country data ኩዌት	Mall:Landsdata Kuwait
መለጠፊያ:Mod	Mall:Mod
መለጠፊያ:User sv	Mall:Användare sv
መለጠፊያ:User it	Mall:Användare it
መለጠፊያ:User uk	Mall:Användare uk
መለጠፊያ:User es-2	Mall:Användare es-2
መለጠፊያ:ሰላምታ	Mall:Nybörjare
መለጠፊያ:Wikipediasister	Mall:Wikipediasystrar
መለጠፊያ:Country data ቤልጅግ	Mall:Landsdata Belgien
መደብ:ጨረቃ	Kategori:Månen
መለጠፊያ:Country data ስሎቫኪያ	Mall:Landsdata Slovakien
መለጠፊያ:Country data ኤል ሳልቫዶር	Mall:Landsdata El Salvador
መለጠፊያ:Country data ፓናማ	Mall:Landsdata Panama
መለጠፊያ:Country data ኢትዮጵያ	Mall:Landsdata Etiopien
መለጠፊያ:Country data ቱኒዚያ	Mall:Landsdata Tunisien
መለጠፊያ:Country data ቼክ ሪፐብሊክ	Mall:Landsdata Tjeckien
መለጠፊያ:Country data ታይላንድ	Mall:Landsdata Thailand
መለጠፊያ:Country data ኩባ	Mall:Landsdata Kuba
መለጠፊያ:Country data ኢንዶኔዥያ	Mall:Landsdata Indonesien
መለጠፊያ:Country data ካምቦዲያ	Mall:Landsdata Kambodja
መለጠፊያ:Country data ሴኔጋል	Mall:Landsdata Senegal
መለጠፊያ:Country data ማዳጋስካር	Mall:Landsdata Madagaskar
መለጠፊያ:Country data አልባኒያ	Mall:Landsdata Albanien
መለጠፊያ:Country data ፔሩ	Mall:Landsdata Peru
መለጠፊያ:Country data ፓራጓይ	Mall:Landsdata Paraguay
መለጠፊያ:Country data ማካው	Mall:Landsdata Macao
መለጠፊያ:Country data ኬንያ	Mall:Landsdata Kenya
መለጠፊያ:Country data ሳን ማሪኖ	Mall:Landsdata San Marino
መለጠፊያ:Country data የቻይና ሪፐብሊክ	Mall:Landsdata Republiken Kina
መለጠፊያ:Country data ኒካራጓ	Mall:Landsdata Nicaragua
መለጠፊያ:Country data ሆንዱራስ	Mall:Landsdata Honduras
መለጠፊያ:Country data ኡዝቤኪስታን	Mall:Landsdata Uzbekistan
መለጠፊያ:Country data ቦሊቪያ	Mall:Landsdata Bolivia
