Aprika	Afrika
Bahag	Stringtrosor
Simiiformes	Anthropoidea
Wikipedia:Talaan ng mga artikulong kailangan ng lahat ng wika	Wikipedia:Artiklar som bör finnas på Wikipedia
Kategorya:Aprika	Kategori:Afrika
Kategorya:Hulyo	Kategori:Juli
Kategorya:Bilang	Kategori:Tal
Kategorya:Hunyo	Kategori:Juni
Kategorya:Elektroniks	Kategori:Elektronik
Kategorya:Bibliya	Kategori:Bibeln
Kategorya:Dokumento	Kategori:Dokument
Kategorya:Mga Amerikanong aktor sa telebisyon	Kategori:Amerikanska TV-skådespelare
Kategorya:Aklat	Kategori:Böcker
Kategorya:Buwan (panahon)	Kategori:Månader
Padron:Wikisource	Mall:Wikisource
Padron:Babel	Mall:Babel
Padron:Commons	Mall:Commons
Padron:Link GA	Mall:Link GA
Kategorya:Inhenyeriyang elektriko	Kategori:Elektroteknik
Kategorya:Mga disiplina ng inhenyeriya	Kategori:Tekniska discipliner
Kending baston	Polkagris
Padron:Taylor Swift	Mall:Taylor Swift
Padron:AFG	Mall:AFG
Padron:NavPeriodicTable	Mall:PeriodiskaSystemet
Kategorya:Dermatolohiya	Kategori:Dermatologi
Kategorya:WikiProyekto	Kategori:Wikipedia:Projekt
Kalantas	Toona calantas
Wikipedia:Paghahanap sa Wikipedia	Wikipedia:Sökning
Padron:Commonwealth nations	Mall:Samväldet
Padron:Stub	Mall:Stub
Kategorya:Mga panahong pangkasaysayan	Kategori:Historiska epoker
Padron:User af-1	Mall:Användare af-1
Padron:User ar-1	Mall:Användare ar-1
Padron:User az	Mall:Användare az
Padron:User eo-1	Mall:Användare eo-1
Padron:See also	Mall:Se även
Padron:User da-2	Mall:Användare da-2
Padron:User ca-1	Mall:Användare ca-1
Padron:User ca-4	Mall:Användare ca-4
Padron:User da-1	Mall:Användare da-1
Padron:User eo-3	Mall:Användare eo-3
Padron:User de	Mall:Användare de
Padron:User de-1	Mall:Användare de-1
Padron:User es	Mall:Användare es
Padron:User de-3	Mall:Användare de-3
Padron:User en-3	Mall:Användare en-3
Padron:User en-1	Mall:Användare en-1
Padron:User en-2	Mall:Användare en-2
Padron:User en-4	Mall:Användare en-4
Padron:User fi	Mall:Användare fi
Padron:User en	Mall:Användare en
Padron:User de-2	Mall:Användare de-2
Padron:User es-1	Mall:Användare es-1
Padron:User fa	Mall:Användare fa
Padron:User fr-1	Mall:Användare fr-1
Kategorya:Kultura ng Estados Unidos	Kategori:Kultur i USA
Kategorya:Kultura ayon sa bansa	Kategori:Kultur efter land
Kategorya:Materya	Kategori:Materia
Kategorya:Konsepto	Kategori:Koncept
Kategorya:Buhay	Kategori:Liv
Kategorya:Sansinukob	Kategori:Universum
Mitolohiyang Hermaniko	Germansk mytologi
Ghost in the Shell: Stand Alone Complex (video game)	Ghost in the Shell: Stand Alone Complex (spel)
Sikoseksuwal na pag-unlad	Psykosexuell utvecklingsteori
Padron:User he-2	Mall:Användare he-2
Padron:User hu	Mall:Användare hu
Padron:User it-3	Mall:Användare it-3
Padron:User ja-4	Mall:Användare ja-4
Padron:User tr-2	Mall:Användare tr-2
Padron:User fr-2	Mall:Användare fr-2
Padron:User tr	Mall:Användare tr
Padron:User ja	Mall:Användare ja
Padron:User ja-1	Mall:Användare ja-1
Padron:User it-1	Mall:Användare it-1
Padron:User fr	Mall:Användare fr
Kiwi	Kiwi (olika betydelser)
Godfrey Gao	Godfrey Gao
Lapu lapu	Epinephelus undulosus
Kategorya:Epidemiyolohiya	Kategori:Epidemiologi
Kategorya:Seudosiyensiya	Kategori:Pseudovetenskap
Kategorya:Pebrero	Kategori:Februari
Kategorya:1957	Kategori:1957
Kategorya:1949	Kategori:1949
Kategorya:1927	Kategori:1927
Kategorya:1919	Kategori:1919
Padron:Location map/Info	Mall:Kartposition/Info
Kategorya:Navbox (navigational) templates	Kategori:Navigationsrutor
Kategorya:Kulisap	Kategori:Insekter
Padron:Country data Tajikistan	Mall:Landsdata Tadzjikistan
Kategorya:Moldova	Kategori:Moldavien
Padron:HRV	Mall:HRV
Kategorya:Aserbayan	Kategori:Azerbajdzjan
Alipunga	Fotsvamp
Kategorya:Asya	Kategori:Asien
Kategorya:Tsile	Kategori:Chile
Kategorya:Ika-21 siglo	Kategori:2000-talet
Kategorya:Wikipedia maintenance templates	Kategori:Åtgärdsmallar
Kategorya:User uk	Kategori:Användare uk
Kategorya:Timog Amerika	Kategori:Sydamerika
Kategorya:Castilla y León	Kategori:Kastilien och Leon
Kategorya:1930	Kategori:1930
Kategorya:User uk-N	Kategori:Användare uk-N
Kategorya:1936	Kategori:1936
Kategorya:1947	Kategori:1947
Kategorya:1937	Kategori:1937
Kategorya:1940	Kategori:1940
Kategorya:1934	Kategori:1934
Kategorya:1960	Kategori:1960
Kategorya:1943	Kategori:1943
Kategorya:1951	Kategori:1951
Kategorya:1942	Kategori:1942
Kategorya:Mga rehiyon ng Italya	Kategori:Italiens regioner
Kategorya:1959	Kategori:1959
Kategorya:1938	Kategori:1938
Kategorya:1928	Kategori:1928
Kategorya:1913	Kategori:1913
Kategorya:1918	Kategori:1918
Kategorya:1954	Kategori:1954
Padron:Calabria	Mall:Provins Calabria
Kategorya:Malaysia	Kategori:Malaysia
Kategorya:1941	Kategori:1941
Kategorya:1955	Kategori:1955
Kategorya:1950	Kategori:1950
Padron:Lang-ja	Mall:Lang-ja
Kategorya:Pagkain	Kategori:Mat
Kategorya:1921	Kategori:1921
Kategorya:1977	Kategori:1977
Kategorya:1946	Kategori:1946
Kategorya:1948	Kategori:1948
Kategorya:1932	Kategori:1932
Kategorya:1945	Kategori:1945
Padron:Country data Kuwait	Mall:Landsdata Kuwait
Padron:Mod	Mall:Mod
Kategorya:1923	Kategori:1923
Padron:Mga pahinang kinakailangan	Mall:Sida behövs
Kategorya:1935	Kategori:1935
Kategorya:1910	Kategori:1910
Kategorya:1917	Kategori:1917
Kategorya:1904	Kategori:1904
Kategorya:1926	Kategori:1926
Kategorya:1907	Kategori:1907
Kategorya:1914	Kategori:1914
Padron:User sv	Mall:Användare sv
Padron:ISO639-3Documentation	Mall:Språk/kodlista
Kategorya:1929	Kategori:1929
Kategorya:1920	Kategori:1920
Kategorya:1925	Kategori:1925
Padron:User uk	Mall:Användare uk
Kategorya:1905	Kategori:1905
Kategorya:1915	Kategori:1915
Padron:User es-2	Mall:Användare es-2
Kategorya:Ensiklopedya	Kategori:Uppslagsverk
Kategorya:1908	Kategori:1908
Kategorya:User warning templates	Kategori:Mallar för problematiska användare
Padron:Bati	Mall:Nybörjare
Kategorya:1901	Kategori:1901
Kategorya:1903	Kategori:1903
Kategorya:1902	Kategori:1902
Kategorya:1900	Kategori:1900
Padron:Ru icon	Mall:Ru ikon
Padron:Wikipediasister	Mall:Wikipediasystrar
Kategorya:1933	Kategori:1933
Padron:Country data Belhika	Mall:Landsdata Belgien
Kategorya:Araw (panahon)	Kategori:Veckodagar
Kategorya:1912	Kategori:1912
Padron:Country data Eslobakya	Mall:Landsdata Slovakien
Kategorya:Coordinates templates	Kategori:Koordinatmallar
Padron:Country data El Salvador	Mall:Landsdata El Salvador
Padron:Country data Panama	Mall:Landsdata Panama
Kategorya:1952	Kategori:1952
Padron:Country flagnavy	Mall:Flotta/core
Padron:Country data Ecuador	Mall:Landsdata Ecuador
Padron:Country data Ethiopia	Mall:Landsdata Etiopien
Padron:Country data Tunisia	Mall:Landsdata Tunisien
Padron:Country data Republikang Tseko	Mall:Landsdata Tjeckien
Padron:Country data Thailand	Mall:Landsdata Thailand
Padron:Location map end	Mall:Kartposition slut
Padron:Country data Cuba	Mall:Landsdata Kuba
Padron:Lang-km	Mall:Lang-km
Padron:Country data Indonesia	Mall:Landsdata Indonesien
Padron:Country data Cambodia	Mall:Landsdata Kambodja
Padron:Country data Senegal	Mall:Landsdata Senegal
Padron:Country data Madagascar	Mall:Landsdata Madagaskar
Padron:Country data Albania	Mall:Landsdata Albanien
Kategorya:Parmakolohiya	Kategori:Farmakologi
Padron:Country data Peru	Mall:Landsdata Peru
Kategorya:Mga kapisanan	Kategori:Organisationer
Padron:Country data Paraguay	Mall:Landsdata Paraguay
Padron:Country data Macau	Mall:Landsdata Macao
Padron:Country data Kenya	Mall:Landsdata Kenya
Padron:Country data San Marino	Mall:Landsdata San Marino
Padron:Country data Republic of China	Mall:Landsdata Republiken Kina
Padron:Country data Nicaragua	Mall:Landsdata Nicaragua
Padron:Country data Honduras	Mall:Landsdata Honduras
Padron:Country data Uzbekistan	Mall:Landsdata Uzbekistan
Padron:Country data Bolivia	Mall:Landsdata Bolivia
Padron:Country data Dominican Republic	Mall:Landsdata Dominikanska republiken
Padron:Country data Liechtenstein	Mall:Landsdata Liechtenstein
Padron:Country data Togo	Mall:Landsdata Togo
Kategorya:User ms	Kategori:Användare ms
Padron:Country data Guatemala	Mall:Landsdata Guatemala
Kategorya:Lingguwistika	Kategori:Lingvistik
Padron:Country data Haiti	Mall:Landsdata Haiti
Padron:Country data Mali	Mall:Landsdata Mali
Padron:Country data Latvia	Mall:Landsdata Lettland
Padron:Country data Malta	Mall:Landsdata Malta
Padron:Country data Monaco	Mall:Landsdata Monaco
Padron:Country data Denmark	Mall:Landsdata Danmark
Padron:Country data Iceland	Mall:Landsdata Island
Padron:Wikiatlas	Mall:Wikiatlas
Padron:Country data Polonya	Mall:Landsdata Polen
Kategorya:Mga manlalayag	Kategori:Sjömän
Kategorya:1911	Kategori:1911
Kategorya:1922	Kategori:1922
Padron:ITA	Mall:ITA
Kategorya:1924	Kategori:1924
Padron:Country data Bulgaria	Mall:Landsdata Bulgarien
Kategorya:1906	Kategori:1906
Padron:Country data Bosnia and Herzegovina	Mall:Landsdata Bosnien och Hercegovina
Kategorya:Okultismo	Kategori:Ockultism
Padron:Country data Guyana	Mall:Landsdata Guyana
Padron:GEO	Mall:GEO
Kategorya:Link templates	Kategori:Länkmallar
Kategorya:User fr-1	Kategori:Användare fr-1
Padron:Country data Norway	Mall:Landsdata Norge
Padron:Country data Timog Aprika	Mall:Landsdata Sydafrika
Padron:Country data Jamaica	Mall:Landsdata Jamaica
Padron:Country data Heorhiya	Mall:Landsdata Georgien
Padron:Country data Argentina	Mall:Landsdata Argentina
Padron:Country data Urugway	Mall:Landsdata Uruguay
Padron:Wikiquote	Mall:Wikiquote
Padron:Country data Trinidad and Tobago	Mall:Landsdata Trinidad och Tobago
Padron:Image label	Mall:Image label
Kategorya:Pambansang awit	Kategori:Nationalsånger
Padron:Country data Brunei	Mall:Landsdata Brunei
Padron:Country data Sri Lanka	Mall:Landsdata Sri Lanka
Padron:Trivia	Mall:Kuriosa
Padron:Country data Mexico	Mall:Landsdata Mexiko
Padron:Country data Greece	Mall:Landsdata Grekland
Padron:Country data Luxembourg	Mall:Landsdata Luxemburg
Padron:Country data Saudi Arabia	Mall:Landsdata Saudiarabien
Padron:Translated page	Mall:Översatt
Padron:Country data Bahamas	Mall:Landsdata Bahamas
Padron:Location map marker	Mall:Kartposition markör
Padron:Country data Croatia	Mall:Landsdata Kroatien
Padron:Aprika	Mall:Afrika
Padron:MDG	Mall:MAD
Padron:Infobox automobile	Mall:Infobox bil
Padron:Ja icon	Mall:Ja ikon
Padron:Country data United Arab Emirates	Mall:Landsdata Förenade Arabemiraten
Padron:Infobox television	Mall:Infobox TV-program
Padron:Ahnentafel bottom	Mall:Ahnentafel bottom
Padron:Infobox musical artist	Mall:Infobox musiker
Padron:Country data Virgin Islands, United States	Mall:Landsdata Amerikanska Jungfruöarna
Padron:Country data Morocco	Mall:Landsdata Marocko
Padron:Country data Serbia	Mall:Landsdata Serbien
Padron:Country data Australia	Mall:Landsdata Australien
Padron:PSE	Mall:PSE
Padron:Infobox islands	Mall:Ö
Padron:Infobox Football biography 2	Mall:Infobox fotbollsspelare
Padron:Es icon	Mall:Es ikon
Padron:Country data Pransiya	Mall:Landsdata Frankrike
Padron:Ambox	Mall:Ambox
Padron:Isapanahon	Mall:Inaktuell
Padron:Infobox music genre	Mall:Infobox musikgenre
Kategorya:Falconiformes	Kategori:Falconiformes
Padron:Pinagtatalunan	Mall:Faktakoll
Padron:EGY	Mall:EGY
Padron:Infobox magazine	Mall:Tidskrift
Padron:Infobox anthem	Mall:Infobox Nationalsång
Padron:Infobox school	Mall:Infobox skola
Kategorya:Kasaysayan ng Estados Unidos	Kategori:USA:s historia
Padron:Cs icon	Mall:Cs ikon
Padron:Infobox national military	Mall:Nationell militär
Kategorya:Prepekturang Okinawa	Kategori:Okinawa prefektur
Kategorya:Mga lalawigan	Kategori:Provinser
Padron:Infobox Prepektura ng Hapon	Mall:Japansk prefektur
Padron:Infobox Country	Mall:Landsfakta
Padron:Infobox Software	Mall:Datorprogram
Padron:STP	Mall:STP
Padron:Country data Laos	Mall:Landsdata Laos
Padron:VEN	Mall:VEN
Padron:Infobox airline	Mall:Flygbolag
Padron:Fi icon	Mall:Fi ikon
Padron:Wide image	Mall:Panorama
Padron:Country data Austria	Mall:Landsdata Österrike
Padron:Infobox aircraft occurrence	Mall:Infobox Flygolycka
Padron:FlagIOCmedalist	Mall:FlagIOCmedalist
Padron:Country data Nepal	Mall:Landsdata Nepal
Padron:Country data Finland	Mall:Landsdata Finland
Padron:PHL	Mall:PHL
Padron:Tuskanya	Mall:Provins Toscana
Padron:Country data Egypt	Mall:Landsdata Egypten
Padron:Country data Lithuania	Mall:Landsdata Litauen
Padron:ROU	Mall:ROU
Padron:BHR	Mall:BRN
Padron:Country data Japan	Mall:Landsdata Japan
Padron:TUR	Mall:TUR
Padron:Lang-tk	Mall:Lang-tk
Padron:Sardinia	Mall:Provins Sardinien
Padron:Infobox paraon	Mall:Infobox farao
Padron:Infobox VG	Mall:Datorspelsfakta
Padron:Bisyesto	Mall:Omskottår
Padron:Kahanayang pang-taksonomiya	Mall:Taxonomisk rang
Padron:Episode List	Mall:Avsnittslista
Padron:Nom	Mall:Nom2
Padron:Infobox U.S. County	Mall:Infobox USA-county
Padron:Facebook	Mall:Facebook-konto
Padron:Infobox boxer	Mall:Infobox boxare
Padron:DJI	Mall:DJI
Padron:Windows	Mall:Windows
Padron:Infobox scientist	Mall:Infobox forskare
Padron:Infobox university	Mall:Universitet
Padron:Cite journal	Mall:Tidskriftsref
Padron:Country data Azerbaijan	Mall:Landsdata Azerbajdzjan
Padron:Infobox company	Mall:Företagsfakta
Padron:Cookbook	Mall:Wikibooks
Padron:Ref-gl	Mall:Gl ikon
Padron:Country data Czechoslovakia	Mall:Landsdata Tjeckoslovakien
Padron:Lang-ar	Mall:Lang-ar
Padron:Cite news	Mall:Tidningsref
Padron:Country data Vietnam	Mall:Landsdata Vietnam
Padron:Napiling artikulo	Mall:Utmärkt
Padron:Country data Libya	Mall:Landsdata Libyen
Padron:Zh-c	Mall:Zh-c
Padron:Country data Rusya	Mall:Landsdata Ryssland
Kategorya:Ipinanganak noong 1875	Kategori:Födda 1875
Kategorya:Ipinanganak noong 1856	Kategori:Födda 1856
Kategorya:Ghana	Kategori:Ghana
Kategorya:Paris	Kategori:Paris
Kategorya:User en-4	Kategori:Användare en-4
Kategorya:Togo	Kategori:Togo
Kategorya:User en	Kategori:Användare en
Kategorya:User zh	Kategori:Användare zh
Padron:Infobox award	Mall:Infobox pris
Kategorya:Croatia	Kategori:Kroatien
Kategorya:User zh-N	Kategori:Användare zh-N
Kategorya:User en-2	Kategori:Användare en-2
Kategorya:Mga komposisyong pangmusika	Kategori:Musikverk
Padron:Infobox	Mall:Faktamall
Kategorya:Namatay noong 1902	Kategori:Avlidna 1902
Padron:Province of Trento	Mall:Kommuner i provinsen Trento
Padron:Lalawigan ng Pistoia	Mall:Kommuner i provinsen Pistoia
Padron:Image class names	Mall:Image class names
Padron:Lalawigan ng Siena	Mall:Kommuner i provinsen Siena
Padron:Lalawigan ng L'Aquila	Mall:Kommuner i provinsen L'Aquila
Padron:Protected title	Mall:Skyddad sida
Padron:Infobox national football team	Mall:Fotbollslandslag
Kategorya:Mga alpabeto	Kategori:Alfabet
Kategorya:Kasaysayan ayon sa bansa	Kategori:Historia efter land
Padron:Template other	Mall:Mall annan
Padron:Lang-da	Mall:Lang-da
Padron:Legend	Mall:Legend
Kategorya:Punong Ministro ng Norway	Kategori:Norges statsministrar
Padron:Cite web	Mall:Webbref
Padron:YouTube	Mall:Youtube
Padron:Country data Italy	Mall:Landsdata Italien
Padron:Kasalukuyan	Mall:Pågående
Boybodato	Vojvodskap
Padron:AZ	Mall:Svenska alfabetet
Kategorya:Talambuhay	Kategori:Biografier
Kategorya:Abyasyon	Kategori:Flyg
Padron:NBA	Mall:National Basketball Association
Kategorya:Mga kategorya ayon sa bansa	Kategori:Kategorier efter land
Padron:Country data	Mall:Landsdata
Kategorya:Mga pangalan	Kategori:Namn
Padron:User ru-4	Mall:Användare ru-4
Kategorya:Mga karakter sa komiks	Kategori:Seriefigurer
Kategorya:Mga bayan at mga lungsod sa Turkiya	Kategori:Orter i Turkiet
Padron:Navbar-collapsible	Mall:Navbar-collapsible
Kategorya:Pagkain at inumin	Kategori:Mat och dryck
Kategorya:Asukal	Kategori:Socker
Kategorya:Magasin	Kategori:Tidskrifter
Padron:Future	Mall:Framtida
Kategorya:Pagsasalin	Kategori:Översättande
Padron:Superherobox	Mall:Seriefigur
Kategorya:Mga papa	Kategori:Påvar
Kategorya:Kasaysayan ng Netherlands	Kategori:Nederländernas historia
Kategorya:Mga koponan ng basketbol	Kategori:Basketklubbar
Kategorya:Mga Kagawaran ng Colombia	Kategori:Colombias departement
Padron:Infobox basketball club	Mall:Faktamall basketlag
Padron:Min	Mall:Lägsta
Kategorya:Mga deidad	Kategori:Gudomar
Kategorya:Rosaceae	Kategori:Rosaceae
Kategorya:Batas panrelihiyon	Kategori:Kyrkorätt
Padron:Country data Suwesya	Mall:Landsdata Sverige
Kategorya:Utak	Kategori:Hjärnan
Padron:Ref-lang	Mall:Språkikon
Kategorya:Agrikultura	Kategori:Jordbruk
Kategorya:Ang Holocaust	Kategori:Förintelsen
Kategorya:Mga kimiko mula sa Estados Unidos	Kategori:Amerikanska kemister
Kategorya:Mga kimiko mula sa Rusya	Kategori:Ryska kemister
Kategorya:Mga siyentipiko mula sa Dinamarka	Kategori:Danska forskare
Kategorya:Mga kimiko mula sa Dinamarka	Kategori:Danska kemister
Kategorya:Mga taga-Kazakhstan	Kategori:Kazaker
Kategorya:User hi	Kategori:Användare hi
Kategorya:Politika ng Tsipre	Kategori:Politik på Cypern
Kategorya:User ms-N	Kategori:Användare ms-N
Kategorya:Anthozoa	Kategori:Koralldjur
Padron:Lang-hr	Mall:Lang-hr
Kategorya:Mikrobiyolohiya	Kategori:Mikrobiologi
Padron:Mga rehiyon at dibisyong administratibo ng Timog Korea	Mall:Sydkorea
Padron:Lang-sr	Mall:Lang-sr
Tanglad	Citrongrässläktet
Padron:Mga paliparan sa Biyetnam	Mall:Flygplatser i Vietnam
Padron:General VG character	Mall:Datorspelsfigur
Kategorya:Mga pangulo	Kategori:Presidenter
Kategorya:Mga bundok	Kategori:Berg
Padron:User ru	Mall:Användare ru
Kategorya:Ika-20 siglo	Kategori:1900-talet
Kategorya:Mga politiko	Kategori:Politiker
Kategorya:Amerika	Kategori:Amerika
Padron:Ibang gamit	Mall:Olika betydelser
Kategorya:Mga pampalasa	Kategori:Kryddor och kryddblandningar
Sinterklaas	Sinterklaas
Kategorya:Seguridad	Kategori:Säkerhet
Padron:Country data Costa Rica	Mall:Landsdata Costa Rica
Kategorya:Mga genre ng pelikula	Kategori:Filmgenrer
Padron:Country data Soviet Union	Mall:Landsdata Sovjetunionen
Kategorya:Mga tao ayon sa kabansaan	Kategori:Personer efter nationalitet
Padron:Country data Indiya	Mall:Landsdata Indien
Kategorya:Imperyong Bisantino	Kategori:Bysantinska riket
Kategorya:Palestina	Kategori:Palestina
Kategorya:Mga tagapagsalin	Kategori:Översättare
Padron:Mga Pangulo ng Estados Unidos	Mall:USA:s presidenter
Kategorya:Anghel	Kategori:Änglar
Padron:Language with name	Mall:LangWithName
Kategorya:Mga maalamat na nilalang	Kategori:Övernaturliga väsen
Padron:Infobox mountain	Mall:Berg
Padron:Birth year and age	Mall:Ålder
Padron:Country data Algeria	Mall:Landsdata Algeriet
Padron:Infobox TV channel	Mall:TV-kanal
Kategorya:Mga tinapay	Kategori:Bröd
Padron:Archive box	Mall:Arkivbox
Padron:Category redirect	Mall:Kategoriomdirigering
Kategorya:Accipitridae	Kategori:Accipitridae
Padron:Country data Venezuela	Mall:Landsdata Venezuela
Padron:Regions of Italy	Mall:Italien
Padron:Infobox Officeholder	Mall:Infobox politiker
Padron:Sisterlinkswp	Mall:Systerlänkar
Padron:CPV	Mall:CPV
Kategorya:Dasal	Kategori:Bön
Padron:Country data Andorra	Mall:Landsdata Andorra
Padron:Country data Angola	Mall:Landsdata Angola
Padron:Infobox NBA Player	Mall:Infobox NBA-spelare
Padron:Allmusic	Mall:Allmusic
Padron:Country data Botswana	Mall:Landsdata Botswana
Padron:Country data European Union	Mall:Landsdata Europeiska unionen
Kategorya:Mga nagsasariling pamayanan at lungsod ng Espanya	Kategori:Spaniens regioner
Padron:Country data Portugal	Mall:Landsdata Portugal
Padron:Death date and age	Mall:Död datum och ålder
Kategorya:Ipinanganak noong 1879	Kategori:Födda 1879
Kategorya:Stub (Tao)	Kategori:Personstubbar
Padron:Country data Vatican City	Mall:Landsdata Vatikanstaten
Kategorya:Ipinanganak noong 1955	Kategori:Födda 1955
Kategorya:Mga karakter ng anime	Kategori:Anime- och mangafigurer
Kategorya:Ipinanganak noong 1963	Kategori:Födda 1963
Padron:Non-free computer icon	Mall:Ikon
Kategorya:Country data templates	Kategori:Landsdatamallar
Kategorya:Namatay noong 1884	Kategori:Avlidna 1884
Kategorya:Ipinanganak noong 1868	Kategori:Födda 1868
Kategorya:Ipinanganak noong 1812	Kategori:Födda 1812
Kategorya:Ipinanganak noong 1817	Kategori:Födda 1817
Kategorya:Ipinanganak noong 1837	Kategori:Födda 1837
Kategorya:Namatay noong 1863	Kategori:Avlidna 1863
Kategorya:Ipinanganak noong 1829	Kategori:Födda 1829
Kategorya:Mga laureate ng Nobel sa kimika	Kategori:Nobelpristagare i kemi
Kategorya:Ipinanganak noong 1998	Kategori:Födda 1998
Kategorya:Mga Hudyo	Kategori:Personligheter inom judendomen
Kategorya:Namatay noong 1492	Kategori:Avlidna 1492
Kategorya:Ipinanganak noong 1834	Kategori:Födda 1834
Kategorya:Namatay noong 1720	Kategori:Avlidna 1720
Kategorya:Namatay noong 1508	Kategori:Avlidna 1508
Padron:Country data China	Mall:Landsdata Kina
Padron:Country data Republic of the Congo	Mall:Landsdata Republiken Kongo
Kategorya:Malpighiales	Kategori:Malpighiales
Padron:Country data England	Mall:Landsdata Kungariket England
Kategorya:Ika-19 siglo	Kategori:1800-talet
Padron:Country data Republic of Ireland	Mall:Landsdata Republiken Irland
Padron:Country data Turkey	Mall:Landsdata Turkiet
Kategorya:Manunulat	Kategori:Författare
Padron:Paglabag sa Karapatang-ari	Mall:Plagiat
Kategorya:Militar	Kategori:Militärväsen
Padron:Country data Cyprus	Mall:Landsdata Cypern
Padron:Mycomorphbox	Mall:Svampfakta
Padron:Country data Suwisa	Mall:Landsdata Schweiz
Padron:Lang-cs	Mall:Lang-cs
Padron:Country data Pilipinas	Mall:Landsdata Filippinerna
Padron:Country data Nigeria	Mall:Landsdata Nigeria
Padron:Country data Belarus	Mall:Landsdata Vitryssland
Padron:Hidden begin	Mall:Hidden begin
Padron:Country data Greenland	Mall:Landsdata Grönland
Padron:Country data Malaysia	Mall:Landsdata Malaysia
Padron:Country data Armenia	Mall:Landsdata Armenien
Padron:Country data Zimbabwe	Mall:Landsdata Zimbabwe
Padron:Country data Timor-Leste	Mall:Landsdata Östtimor
Padron:Lang-he	Mall:Lang-he
Padron:Country data South Vietnam	Mall:Landsdata Sydvietnam
Padron:Infobox Dogbreed	Mall:Faktamall hundras
Padron:Country data Myanmar	Mall:Landsdata Myanmar
Padron:Country data Kazakhstan	Mall:Landsdata Kazakstan
Padron:Country data Chile	Mall:Landsdata Chile
Padron:Country data Eslobenya	Mall:Landsdata Slovenien
Padron:Country data Libano	Mall:Landsdata Libanon
Padron:Country data Chinese Taipei	Mall:Landsdata Kina-Taipei
Padron:Infobox book	Mall:Bokfakta
Padron:Country data Northern Cyprus	Mall:Landsdata Nordcypern
Padron:Country data Bhutan	Mall:Landsdata Bhutan
Padron:Country data Ceylon	Mall:Landsdata Ceylon
Kategorya:1931	Kategori:1931
Kategorya:1958	Kategori:1958
Kategorya:1956	Kategori:1956
Kategorya:1944	Kategori:1944
Kategorya:Enero	Kategori:Januari
Kategorya:1916	Kategori:1916
Kategorya:Politika ayon sa kontinente	Kategori:Politik efter världsdel
Kategorya:1939	Kategori:1939
Padron:Masinsing talaang peryodiko	Mall:Periodiska systemet navbox
Padron:Lang-fa	Mall:Lang-fa
Kategorya:1909	Kategori:1909
Padron:Infobox civilian attack	Mall:Faktamall terrorhändelse
Kategorya:Mga partidong pampolitika sa Sweden	Kategori:Politiska partier i Sverige
Padron:GTM	Mall:GUA
Padron:GUM	Mall:GUM
Padron:User nl	Mall:Användare nl-N
Kategorya:Prepektura ng Fukui	Kategori:Fukui prefektur
Padron:PLW	Mall:PLW
Padron:Infobox website	Mall:Infobox webbplats
Padron:Globalize	Mall:Global
Kategorya:1035	Kategori:1035
Kategorya:Ipinanganak noong 2003	Kategori:Födda 2003
Padron:Image label end	Mall:Image label end
Padron:SCO	Mall:SCO
Kategorya:1022	Kategori:1022
Jay-R	Jay R
Kategorya:Mga pananampalataya, tradisyon, at kilusang panrelihiyon	Kategori:Religioner
Kategorya:Ipinanganak noong 1415	Kategori:Födda 1415
Padron:Subpahina ng dokumentasyon	Mall:Dokumentationssida
Kategorya:Epiko	Kategori:Epos
Padron:Australia	Mall:Australiens delstater och territorier
Padron:Estado at Teritoryo ng India	Mall:Indien
Padron:GIB	Mall:GIB
Padron:Ref label	Mall:Ref label
Padron:GHA	Mall:GHA
Padron:Uncategorized	Mall:Okategoriserad
Padron:DMA	Mall:DMA
Padron:IDN	Mall:IDN
Padron:ZAF	Mall:RSA
Padron:Talkheader	Mall:Diskussionssida
Padron:CcTLD	Mall:Toppdomäner
Padron:POL	Mall:POL
Web hosting	Webbhotell
Kategorya:Pamahalaan ayon sa bansa	Kategori:Administration
Padron:8TeamBracket-with third	Mall:8lagsslutspel
Kategorya:Mga bituing binaryo	Kategori:Dubbelstjärnor
Padron:URY	Mall:URU
Kategorya:Perciformes	Kategori:Abborrartade fiskar
Padron:CUB	Mall:CUB
Padron:COD	Mall:COD
Padron:BIH	Mall:BIH
Padron:FIN	Mall:FIN
Padron:Biology-footer	Mall:Grenar inom biologi
Padron:Infobox World Heritage Site	Mall:Världsarv
Padron:Infobox station	Mall:Järnvägsstation
Kategorya:Pagpinta	Kategori:Måleri
Padron:CAN	Mall:CAN
Padron:Div col end	Mall:Kolumner-slut
Padron:Purge	Mall:Rensa
Padron:Infobox sport	Mall:Faktamall sport
Padron:Lang-de1	Mall:Lang-de
Padron:Moons of Saturn	Mall:Saturnus månar
Kategorya:Mga direktor ng pelikula mula sa Pransiya	Kategori:Franska filmregissörer
Padron:Cyrillic alphabet navbox	Mall:Kyrilliska alfabetet
Padron:Infobox sportsperson	Mall:Faktaruta idrottare
Padron:Lang-la	Mall:Lang-la
Padron:GymnasticsAt2008SummerOlympics	Mall:Gymnastik vid olympiska sommarspelen 2008
Padron:Airport codes	Mall:Flygplatskoder
Kategorya:Kontrasepsyon	Kategori:Preventivmedel
Padron:Infobox building	Mall:Faktamall byggnad
Kategorya:Damdamin	Kategori:Känslor
Padron:Location map USA	Mall:Kartposition USA
Padron:World War I	Mall:Första världskriget
