आफ्रिकाखण्डः	Afrika
हीनयानम्	Hinayana
सत्याग्रहः	Satyagraha
ऋतम्	Rita (hinduism)
राजेन्द्र प्रसाद	Rajendra Prasad
देहरादून	Dehradun
गुवाहाटी	Guwahati
विश्वपरिसरदिनम्	Världsmiljödagen
बार्बर मेक्लिन्टाक्	Barbara McClintock
उपमालङ्कारः	Liknelse
विशाखपट्टणमण्डलम्	Visakhapatnam
विजयवाडा	Vijayawada
जोधपुरम्	Jodhpur
अजमेर	Ajmer
जोनास् एड्वर्ड् साक्	Jonas Salk
उज्जैन	Ujjain
लुधियाना	Ludhiana
मेरठ	Meerut
मथुरा	Mathura
उदयपुरम्	Udaipur
औरङ्गाबाद् (महाराष्ट्रम्)	Aurangabad
बीकानेर	Bikaner
जबलपुरम्	Jabalpur
कास्सोवारिस्	Kasuarer
रिचार्ड इ टेलर	Richard E. Taylor
विज्ञानेतिहासः	Vetenskapshistoria
अलिगढ, उत्तरप्रदेशः	Aligarh
ग्यास्पर्डड-गुस्ताव डि कोरियोलिस	Gaspard-Gustave Coriolis
सामाजिकमाध्यमानि	Sociala medier
ब्रह्मगुप्तः	Brahmagupta
प्लासीयुद्धम्	Slaget vid Plassey
गुरुग्रन्थसाहिब	Guru Granth Sahib
पोर्ट्ब्लेरः	Port Blair
रिचर्ड क्रामवेल	Richard Cromwell
जेर्टि थेरेसा कोरि	Gerty Cori
सिरोहीमण्डलम्	Sirohi (distrikt)
सन्धिः	Sandhi
गाझियाबाद्, उत्तरप्रदेशः	Ghaziabad
उडुपचालनक्रीडा	Forsränning
कटकम्	Cuttack
ठाणे	Thane
शिलाङ्ग	Shillong
ट्रिचिमलैदुर्गम्	Tiruchirappalli
जगन्नाथपुरी	Puri
इन्द्रियनिग्रहः	Kyskhet
महाबलिपुरम्	Mahabalipuram
इम्फाल	Imphal
मु अम्मर् गडाफ़ि	Saif al-Islam Khadaffi
पटियाला	Patiala
फेडेरिको माकेडा	Federico Macheda
भारतचीनयुद्धम्	Kinesisk-indiska kriget
दूर्वा	Hundtandsgräs
जलियान्वालाबाग हत्याकाण्डः	Amritsarmassakern
सूत्रम्	Sutra
चन्दनम्	Santalum album
गङ्गानद्याः डोल्फिन	Platanista gangetica
चेरापूञ्जी	Cherrapunjee
मियाण्डर्	Menderes
काञ्चिपुरम्	Kancheepuram
बरेली	Bareilly
वारङ्गल् दुर्गम्	Warangal
तबला (वाद्यम्)	Tabla
प्रकृतिचिकित्सा	Naturopatisk medicin
पणजी	Panaji
वितस्ता	Jhelum
एड्डिङ्गटन् सर् अर्थर् स्ट्यान्ले	Arthur Eddington
नारिकेलतैलम्	Kokosfett
कावेरीनदी	Kaveri
नालन्दाविश्वविद्यालयः	Nalanda
चम्पा	Champa
चन्द्रभागा	Chenab
हर्षवर्धनः	Harshvardhan
रागः	Raga
जमनालाल बजाज	Jamnalal Bajaj
मोरारजी देसाई	Morarji Desai
नडियाद	Nadiad
दलितजनः	Dalit
आर् लेनेक् मानारल्	René Laënnec
नाविकनीलः	Ultramarin
डैरेन गिब्सन	Darron Gibson
ध्रुवीय उपग्रह प्रक्षेपण यानम्	Polar Satellite Launch Vehicle
कन्याकुमारी	Kanniyakumari
जेम्स ३	Jakob III av Skottland
श्वेतपत्रम्	Vitbok (skrift)
स्वामी दयानन्दसरस्वती	Dayananda Saraswati
काजल् अगरवाल्	Kajal Agarwal
मेरी १	Maria I
कनिष्ठिका	Lillfinger
मधुरै	Madurai
कलियुगम्	Kaliyuga
भारतस्य राष्ट्रियपञ्चाङ्गम्	Sakakalendern
भारतीय-अन्तरिक्ष-अनुसन्धान-सङ्घटनम् (ISRO)	Indian Space Research Organisation
कस्तूरिमृगः	Myskhjortar
लोकसभा	Lok Sabha
अण्णा हजारे	Anna Hazare
पतञ्जलिः	Patanjali
भीमराव रामजी अम्बेडकर	Bhimrao Ramji Ambedkar
बोअ क्वोन्	BoA
माधुरी दीक्षित	Madhuri Dixit
जम्बूफलम्	Syzygium cumini
कोशातकी	Luffasläktet
अटल बिहारी वाजपेयी	Atal Bihari Vajpayee
अक्षय कुमार	Akshay Kumar
पञ्चतन्त्रम्	Panchatantra
नर्मदानदी	Narmada
मगधदेश:	Magadha
कोहिमा	Kohima
बिल्वः	Indiskt marmeladträd
शिग्रुः	Moringa oleifera
श्रीविजयराजवंशः	Shrivijaya
भारतीयसाम्यवादिपक्षः(मार्क्सवादी)	Communist Party of India (Marxist)
एलिजबेत् ब्ल्याक्वेल्	Elizabeth Blackwell
आल्लाह्	Allah
भक्तिवेदान्तस्वामी प्रभुपादः	Srila Prabhupada
शुष्कफलानि	Torkad frukt
जेम्स १ (स्काटलैंड)	Jakob I av Skottland
के आर् नारायणन्	K.R. Narayanan
रुत् प्रवर् जब्वाला	Ruth Prawer Jhabvala
केवलादेव्-राष्ट्रियोद्यानम्	Keoladeo nationalpark
छत्रपतिशिवाजीटर्मिनस्	Chhatrapati Shivajistationen
गोकुरासस्यम्	Tiggarnöt
अथर्ववेदः	Atharvaveda
पाण्डवाः	Pandavas
सामवेदः	Samaveda
कटिः	Midja
सोलापुरम्	Solapur
कल्पना चावला	Kalpana Chawla
दाण्डीयात्रा	Saltmarschen
डेविड २	David II av Skottland
छत्रपति शिवाजी	Shivaji
मिन्दौगः	Mindaugas I
सहारनपुरम्	Saharanpur
जैसलमेर	Jaisalmer
भावनगरम्	Bhavnagar
झान्सी	Jhansi
गोरखपुरम्	Gorakhpur
लाल बहादूर शास्त्री	Lal Bahadur Shastri
राज्यसभा	Rajya Sabha
कृष्णनिम्बपत्रम्	Murraya koenigii
महर्षि महेश योगी	Maharishi Mahesh Yogi
ऐन्डर्स लिनडेगार्ड	Anders Lindegaard
भारतद्वारम्	India Gate
इन्द्र कुमार गुजराल	Inder Kumar Gujral
विचिटा	Wichita
सरोजिनी नायुडु	Sarojini Naidu
गया	Gaya
सौत्रान्तिकाः	Sautrantika
यष्टी	Lakritsrot
अमरेलीमण्डलम्	Amreli (distrikt)
गोराणी	Cyamopsis tetragonoloba
आरण्यकम्	Aranyaka
अस्थि	Ben (skelett)
जार्ज ५	Georg V av Storbritannien
बेळगावी	Belagavi
इन्दोनेशिया राष्ट्रपति सूची	Lista över Indonesiens presidenter
कवरत्ती	Kavaratti
विन्ध्यः	Vindhyabergen
बाष्पस्थाली	Tryckkokare
जेम्स २ (स्काटलैंड)	Jakob II av Skottland
हरिद्वारम्	Hardwar
पी वी नरसिंह राव्	P.V. Narasimha Rao
ग्रन्थसम्पादनप्रविधिः	Textkritik
सीताफलम्	Annonasläktet
आम्ब्रोस् पारे	Ambroise Paré
कारैकल्	Karaikal
यानम्, पाण्डीचेरी	Yanam
माहे	Mahe, Puducherry
नोयडा	Noida
चरकः	Charaka
श्वेताम्बरः सम्प्रदायः	Svetambara
जार्ज ६	Georg VI av Storbritannien
शिवमोग्गामण्डलम्	Shivamogga
धर्मवीर भारती	Dharamvir Bharati
रा वन् (चलच्चित्रम्)	Ra.One
चम्पावतमण्डलम्	Champawat (distrikt)
रमणमहर्षिः	Ramana Maharshi
कोटो (वाद्यम्)	Koto (instrument)
राबर्ट ३	Robert III av Skottland
लियाण्डर् पेस्	Leander Paes
डयोस्कोरिडीस्	Pedanius Dioskorides
आर् वेङ्कटरामन्	Ramaswamy Venkataraman
मडिकेरी	Madikeri
इडुक्की मण्डलम्	Idukki
वलसाड	Valsad
पुरुलियामण्डलम्	Puruliya (distrikt)
मरीचिका (भौतविज्ञानम्)	Hägring
धात्री	Amalaki
जाह्न बालियोल	John Balliol
आम्रातकम्	Spondias
बेन अमोस	Ben Amos
हीरोफिलस्	Herophilos
परमहंसयोगानन्‍दः	Paramahansa Yogananda
कबीरदासः	Kabir
अश्वघोषः	Asvaghosa
महेशभूपतिः	Mahesh Bhupathi
बालगङगाधरतिलकः	Lokmanya Tilak
वि वि गिरि	Varahagiri Venkata Giri
राबर्ट २	Robert II av Skottland
खान् अब्दुल् गफार् खान्	Khan Abdul Ghaffar Khan
गुरु गोविन्द सिंह	Guru Gobind Singh
तुलसीदासः	Tulasidas
गोपालकृष्ण गोखले	Gopal Krishna Gokhale
भारतस्य राष्ट्रपतिः	Indiens president
अनिलकपूरः	Anil Kapoor
जगदीश चन्द्र बसु	Jagdish Chandra Bose
बिन्दुसारः	Bindusara
गुलजारीलाल नन्दा	Gulzarilal Nanda
फखरुद्दीन अली अहमद	Fakhruddin Ali Ahmed
इरावती	Ravi
सिलवासा	Silvassa
जिरोलावो फ्राकास्टोरो	Girolamo Fracastoro
चौधरी चरणसिंह	Charan Singh
जमशेदजी टाटा	Jamsetji Tata
बीजपूरफलम्	Guavasläktet
अभिनवगुप्तः	Abhinavagupta
अश्वत्थवृक्षः	Bodhiträd
कोल्लम्	Kollam
मनुस्मृतिः	Manus lagbok
भारतरत्नम्	Bharat Ratna
घृतम्	Ghee
सारनाथम्	Sarnath
मावेन् अन्तरिक्षयानम्	Mars Atmosphere and Volatile Evolution
उत्पतनी	Studsmatta
मत्स्यावतारः	Matsya
मेरी कोम्	Mary Kom
वेदव्यासः	Vyasa
कोटा	Kota
मोरादाबाद्	Moradabad
भारतीयवायुसेना	Indiens flygvapen
भीमबेट्का-शिलाश्रयाः	Bhimbetka
शङ्कर दयाल शर्मा	S.D. Sharma
लूथर् बर्ब्याङ्क्	Luther Burbank
भरतनाट्यम्	Bharata natyam
आर के नारायणन्	R.K. Narayan
चन्द्रशेखरसिंह	Chandra Shekhar
ज्ञानी जैल सिंह	Zail Singh
जयदेव आचार्यः	Jayadeva
भर्तृहरिः	Bhartrihari
मध्वाचार्यः	Madhva
नीलं सञ्जीव रेड्डि	Neelam Sanjiva Reddy
गीर अभयारण्यम्	Gir nationalpark
एरण्डतैलम्	Ricinolja
उत्तर २४ परगणामण्डलम्	Uttar 24 Parganas
नोबल पुरस्कार-विजेतानां सूची	Lista över nobelpristagare
जेम्स १	Jakob I
आदिवासिनः	Adivasi
जरनैल सिंह भिण्डरांवाले	Jarnail Singh Bhindranwale
माषः	Vigna mungo
गुरु अर्जुन दास	Guru Arjan Dev
रायपुर	Raipur
भारतीयदर्शनशास्त्रम्	Indisk filosofi
एरासिस्ट्राटस्	Erasistratos
दिलीप कुमार	Dilip Kumar
राजेन्द्रकुमारः पचौरि	Rajendra Pachauri
एच्. डी. देवे गौडा	H.D. Deve Gowda
बङ्किमचन्द्र चट्टोपाध्याय	Bankim Chandra Chatterjee
चक्रवर्ती राजगोपालाचारी	Rajaji
उशीरसस्यम्	Chrysopogon zizanioides
करौली	Karauli
धर्मेन्द्र	Dharmendra
विक्रम सेठ	Vikram Seth
विकिपीडिया:वैज्ञानिक-शब्दावलिः/V	Energieffektivisering
कार्तिकेयः	Karttikeya
राजसर्षपः	Svartsenap
दुर्गा	Durga
सुश्रुतः	Sushruta
महाभाष्यम्	Mahabhashya
गीतगोविन्दम्	Gitagovinda
अग्निः	Agni
जेम्स २	Jakob II
अहमदाबादमण्डलम्	Ahmedabad (distrikt)
अहमदनगरमण्डलम्	Ahmednagar (distrikt)
कारगिलयुद्धम्	Kargilkriget
अजमेरमण्डलम्	Ajmer (distrikt)
यवाग्रजः	Ajowan
अक्बरपुरम्, अम्बेडकरनगरम्	Akbarpur, Ambedkar Nagar
खाद्यतैलम्	Matolja
कारवेल्लम्	Bittergurka
बळ्ळारीमण्डलम्	Ballari
पाटलः	Rosa (färg)
कृष्णजन्माष्टमी	Janmastami
काल्मेट् लियान् चारल्स् आल्बर्ट्	Albert Calmette
अलवरमण्डलम्	Alwar (distrikt)
अम्बाला	Ambala
अम्बेडकरनगरमण्डलम्	Ambedkar Nagar
बीदरनगरम्	Bidar
सोलन्	Solan
महाबळेश्वरम्	Mahabaleshwar
माथेरान् पर्वतीयधूमशकटयानम्	Matheran Light Railway
सायना नेहवाल	Saina Nehwal
एनी बेसन्ट्	Annie Besant
जयललिता	Jayalalithaa Jayaram
आण्डाळ्	Andal
विजयलक्ष्मी पण्डित	Vijaya Lakshmi Pandit
अञ्जु बाबी जार्ज्	Anju Bobby George
माता अमृतानन्‍दमयी	Mata Amritanandamayi
सुल्ताना ऱसीया	Radiyya Begum
1.4 वृत्तिसारूप्यमितरत्र …	Banyan
मीराबाई	Mira Bai
महादेवी वर्मा	Mahadevi Varma
होय्सळवंशः	Hoysala
आसनम्	Asana
विजय् अमृतराज्	Vijay Amritraj
लाल कृष्ण आडवाणी	Lal Krishna Advani
जे.आर्.डि.टाटा	J. R. D. Tata
अलि अक्बर् खान्	Ali Akbar Khan
भैरोंसिंह शेखावत	Bhairon Singh Shekhawat
सर् जेम्स् सिम्सन्	James Young Simpson
प्रथम कुमारगुप्तः	Kumaragupta
करुणानिधिः	M. Karunanidhi
विनायक दामोदर सावरकर	Vinayak Damodar Savarkar
एडवर्ड बालियोल	Edward Balliol
लवनीयम्	Annona reticulata
कूर्मावतारः	Kurma
भारतस्य संविधानम्	Indiens grundlag
कशेरुः	Ryggrad
लुईस नानी	Nani
मानवरहितविमानम्	Obemannad luftfarkost
मुहम्मद इकबाल	Mohammad Iqbal
मुद्गः	Mungböna
औरङ्गजेबः	Aurangzeb
आणन्दमण्डलम्	Anand (distrikt)
नद्यावली विस्तारः च	Lista över vattendrag
हुमायून्	Humajun
श्रीगङ्गानगरम्	Ganganagar
शक्तिदेवी	Devi
२०१४ एशिया क्रीडाः	Asiatiska spelen 2014
है हे नदी	Hai He
हृषीकेशः	Rishikesh
सन्तूर् (वाद्यम्)	Santur
मानसवन्यजन्तुधाम	Manas nationalpark
ज्	Tonande alveolar frikativa
एजिकील् फ्रैएर्स्	Ezekiel Fryers
अकोलामण्डलम्	Akola (distrikt)
गदग	Gadag-Betigeri
अर्कसस्यम्	Kronbuske
आजमगढ-नगरम्	Azamgarh
सबाधधावनम्	Häcklöpning
झालावाड	Jhalawar
दक्षिणभारतम्	Sydindien
हुगलिमण्डलम्	Hugli (distrikt)
बसप्प दानप्प जत्ति	B.D. Jatti
बि.के.एस्. अय्यङ्गार्	B.K.S. Iyengar
मुहम्मद हिदायतुल्लाह	M. Hitdayatullah
भरतपुरम्	Bharatpur
चित्तरञ्जन दास	Chitta Ranjan Das
लालूप्रसाद यादव	Laloo Prasad Yadav
कदम्बः	Neolamarckia cadamba
उत्तरकन्नडमण्डलम्	Uttara Kannada
पाटण	Patan, Gujarat
अलीराजपुरम्	Alirajpur
औरैया	Auraiya
वैश्विकहस्तक्षालनदिनम्	Internationella handtvättsdagen
अक्बरपुरम्, रमाबायीनगरम्	Akbarpur, Kanpur Dehat
उडुपीमण्डलम्	Udupi
अम्रोहा	Amroha
बलियामण्डलम्	Ballia (distrikt)
बदरीनाथः	Badrinathpuri
अल्मोडा	Almora
अशोकनगरम्	Ashoknagar
अमरेली	Amreli
एडवर्ड ८	Edvard VIII av Storbritannien
अरोविले	Auroville
मैसूरुमण्डलम्	Mysuru (distrikt)
औरङ्गाबादमण्डलम्	Aurangabad (distrikt i Maharashtra)
बुरहानपुरम्	Burhanpur
कुरुक्षेत्रम्	Kurukshetra
पन्ना	Panna, Indien
राजसमन्दमण्डलम्	Rajsamand (distrikt)
भारतीयमानकसमयः	Indian Standard Time
मण्डला	Mandla
कुसुमकन्दरराष्ट्रियोद्यानम्	Valley of Flowers nationalpark
हितोपदेशः	Hitopadesha
आग्रामण्डलम्	Agra (distrikt)
सोनभद्रमण्डलम्	Sonbhadra (distrikt)
रमाबायीनगरमण्डलम्	Kanpur Dehat
पश्चिमसिक्किममण्डलम्	West Sikkim
बलरामपुरम्	Balrampur
कन्नौज	Kannauj
धार	Dhar
सेवफलरसः	Äppelmust
अङ्गुली	Finger
होशङ्गाबाद	Hoshangabad
भारतीयप्रौद्योगिकसंस्थानानि (IIT)	Indian Institute of Technology
दधि	Kvarg
बागपत्	Baghpat
अरावली	Aravalli
कन्नौजमण्डलम्	Kannauj (distrikt)
दीव	Diu
तुवरी	Cajanus cajan
बाराबङ्कीमण्डलम्	Nawabganj, Uttar Pradesh
बांसवाडा	Banswara
बहरैच्	Bahraich
बागेश्वरम्	Bageshwar
पाण्डीचेरीनगरम्	Puducherry (stad)
उरयी	Orai
बालाघाट	Balaghat (stad)
बालाघाटमण्डलम्	Balaghat (distrikt)
रावेल मॉरिसन	Ravel Morrison
सर्वभारतीय-अण्णा द्राविड मुन्नेत्र कळगम् (ए आइ ए डि एम् के)	All India Anna Dravida Munnetra Kazhagam
शुङ्गवंशः	Sunga
वैशेषिकदर्शनम्	Vaisheshika
चणकपिष्टम्	Kikärtsmjöl
फीरोजपुर	Firozpur
रतलाम	Ratlam
श्रीरङ्गपट्टणम्	Shrirangapattana
सिर्मौरमण्डलम्	Sirmaur (distrikt)
स्थिरवलयलम्	Ringar
बाबरी मस्जिद	Babri Masjid
गान्धिजयन्ती	Gandhi Jayanti
मसूरी	Mussoorie
रागीपानीयम्	Välling
बून्दीमण्डलम्	Bundi (distrikt)
श्रीकाकुलम्	Srikakulam
हेन्री ७	Henrik VII av England
तेलङ्गाणाराज्यम्	Telangana
राष्ट्रपतिभवनम्	Rashtrapati Bhavan
श्रीमद्भागवतपुराणम्	Bhagavata Purana
पिप्पली	Långpeppar
भरद्वाजमहर्षिः	Bharadvaja
शौचम्	Städning
युग्मदण्डम्	Barr (gymnastik)
नान्देडमण्डलम्	Nanded (distrikt)
संसद्‍ (भारतम्)	Indiens parlament
तापीनदी	Tapti
वराहमूल	Baramula
औदुम्बरवृक्षः	Ficus racemosa
बस्ति, उत्तरप्रदेशः	Basti (distrikt)
वाल्मीकिः	Valmiki
आर्यसमाजः	Arya Samaj
शाल्मलिः	Bombaxsläktet
अष्टाङ्गयोगः	Ashtanga vinyasa-yoga
बिम्बफलम्	Coccinia grandis
ऋग्वेदः	Rigveda
देवरियामण्डलम्	Deoria (distrikt)
केदैञै	Kėdainiai
गोपिनाथ बोर्डोलोयि	Gopinath Bordoloi
प्राचीनज्योतिषम्	Jyotisha
जीन् फ्रान्स्व फर्नेल्	Jean Fernel
मोक्षगुण्डं विश्वेश्वरय्य	Mokshagundam Visvesvarayya
फलकम्:Cite book	Harvardsystemet
डुङ्गरपुरम्	Dungarpur
काव्यविमर्शः	Nykritik
इन्दौरमण्डलम्	Indore (distrikt)
मृदङ्गः (वाद्यम्)	Mridangam
अश्वारोहक्रीडा	Buzkashi
पुष्करनगरम्	Pushkar
भारतस्य सूर्यमन्दिराणि	Konark
कोणार्कमन्दिरम्	Soltemplet i Konarak
बाङ्गलालिपिः	Bengalialfabetet
अशोकवृक्षः	Saraca asoca
बेतिया	Bettiah
अनन्तपुरम् (आन्ध्रप्रदेशः)	Anantapur
भीलवाडा	Bhilwara
भरुच	Bharuch
अलिगढमण्डलम्	Aligarh (distrikt)
सिन्धुदुर्गमण्डलम्	Sindhudurg
बसवेश्वरः	Basava
नैनिताल	Nainital
गंजम् मण्डलम्	Ganjam (distrikt)
बीकानेरमण्डलम्	Bikaner (distrikt)
स्केटिङ्ग्	Skridskosport
अझमगढमण्डलम्	Azamgarh (distrikt)
बि एम् डब्ल्यू सिक्स् सीरीज्	BMW 6-serie
भिण्ड	Bhind
बिजनौर	Bijnor
दक्षिण-अण्डमानमण्डलम्	South Andaman (distrikt)
उत्तरमध्य-अण्डमानमण्डलम्	North and Middle Andaman
निकोबारमण्डलम्	Nicobars (distrikt)
बाबरः	Babur
भुज	Bhuj
सरस्‍वती नदी	Ghaggar
बदांयू	Budaun
बहुजनसमाज-पक्षः	Bahujan Samaj Party
बनासकाठामण्डलम्	Banaskantha
बेङ्गळूरुग्रामान्तरमण्डलम्	Bangalore Rural
बांसवाडामण्डलम्	Banswara (distrikt)
बाडमेर	Barmer
बडवानी-नगरम्	Barwani
बीडमण्डलम्	Bid (distrikt)
द्वारकाद्वीपः	Dwarka
पट्टदकल्लु	Pattadakal
ब्राह्मणम्	Brahmana
परशुरामः	Parashurama
संस्कृतसाहित्यशास्त्रम्	Poetik
तिरुपुर	Tiruppur
भारतीय भूगोलः	Indiens geografi
प्राणायामः	Pranayama
मन्दारः	Orkidébauhinia
स्मृतयः	Smriti
फैजाबाद्	Faizabad
माध्यमिकाः	Madhyamika
कुन्ती	Kunti
चम्पानेर्-पावागढ़-पुरातत्त्वोद्यानम्	Champaner-Pavagadhs arkeologiska park
द्वितीयः चन्द्रगुप्तः	Chandragupta II
योगाचाराः	Yogacara
खण्डशर्करा	Kandisocker
भगवान् दास्	Bhagwan Das
भरतपुरमण्डलम्	Bharatpur (distrikt)
भरुचमण्डलम्	Bharuch (distrikt)
भावनगरमण्डलम्	Bhavnagar (distrikt)
भीमा	Bhima
पाण्डुः	Pandu
बीजुजनतादलम्	Biju Janata Dal
चम्पावत	Champawat
चमोली गोपेश्वरम्	Chamoli Gopeshwar
चन्द्रपुरम्	Chandrapur
बुलन्दशहर	Bulandshahr
चम्पाय	Champhai
बून्दी	Bundi
दीमापुर्	Dimapur
चैतन्‍य महाप्रभु	Chaitanya
शिल्पकला	Konsthantverk
इटावा	Etawah
वेलावदर राष्ट्रियोद्यानम्	Velavadar nationalpark
ब्रह्मचर्यम्	Brahmachari
जनतादलम्(संयुक्तम्)	Janata Dal (United)
शूद्रः	Shudra
सर्षपतैलम्	Senapsolja
तुमकूरुमण्डलम्	Tumakuru
सर्वभारतीयतृणमूलकांग्रेसपक्षः	All India Trinamool Congress
विकिपीडिया:साहाय्यम्	Wikipedia:Hjälp
टोङ्कमण्डलम्	Tonk (distrikt)
वेदाङ्गम्	Vedanga
सीतापुरम्	Sitapur
धृतराष्ट्रः	Dhritarashtra
वासकसस्यम्	Justicia adhatoda
होशियारपुरम्	Hoshiarpur
गणेशचतुर्थी	Ganesh-Chaturthi
स्वामी नारायणः	Sahajananda Swami
रागीधान्यम्	Korakan
उन्नाव्	Unnao
सिरोही	Sirohi
नीमच	Neemuch
पलाशवृक्षः	Butea monosperma
ठाणेमण्डलम्	Thane (distrikt)
सवाई माधोपुरम्	Sawai Madhopur
अगस्त्यवृक्षः	Sesbania grandiflora
तुङ्गभद्रा	Tungabhadra
पालनपुरम्	Palanpur
मिर्जापुरम्	Mirzapur-cum-Vindhyāchal
कोप्पळ	Koppal
हासनमण्डलम्	Hassan (distrikt)
तुलसी	Ocimum tenuiflorum
वेणुः (वाद्यम्)	Bansuri
वातामक्षीरम्	Mandelmjölk
वर्धामण्डलम्	Wardha (distrikt)
चिदम्बरम् सुब्रह्मण्यम्	Chidambaram Subramaniam
किशन कान्त	Krishan Kanth
छिन्दवाडा	Chhindwara
कोटामण्डलम्	Kota (distrikt)
रायबरेली	Rae Bareli
रीवा	Rewa
टोङ्क, भारतम्	Tonk
गाझिपुरम्	Ghazipur
नवद्वीप	Nabadwip
झुञ्झुनु	Jhunjhunun
सागर	Sagar
वर्कले	Varkala
सुल्तानपुरम्, उत्तरप्रदेशः	Sultanpur, Uttar Pradesh
फतेहगढ	Fatehgarh
देवरिया, उत्तरप्रदेशः	Deoria
ललितपुरम्	Lalitpur, Uttar Pradesh
एरणाकुलम्-मण्डलम्	Ernakulam
जालौर	Jalor
जौनपुरम्, उत्तरप्रदेशः	Jaunpur
महाराजागञ्ज, उत्तरप्रदेशः	Maharajganj
उदरम्	Magsäck
अविद्या (योगदर्शनम्)	Avidya
संस्कृतवाङ्मयम्	Den klassiska indiska litteraturen
द्रौपदी	Draupadi
कच्छमण्डलम्	Kutch
पुट्टपर्ती	Puttaparthi
समाधिपादः	Yoga Sutras
सौराष्ट्रम्	Saurashtra
छतरपुरम्	Chhatarpur
चित्तौडगढमण्डलम्	Chittaurgarh (distrikt)
धर्मशास्त्रम्	Dharmashastra
चुरूमण्डलम्	Churu (distrikt)
कठोपनिषत्	Katha
भारतस्य शासनप्रणालिः	Politik i Indien
नक्षत्रम्	Nakshatra
पोतकी	Malabarspenat
समुद्रगुप्तः	Samudragupta
दार्जिलिङ्गमण्डलम्	Darjeeling (distrikt)
जयपुरमण्डलम्	Jaipur (distrikt)
सातारामण्डलम्	Satara (distrikt)
डाङ्गमण्डलम्	Dang (distrikt)
गणराज्योत्सवः	Republikens dag (Indien)
नदियामण्डलम्	Nadia
मिर्जापुरमण्डलम्	Mirzapur (distrikt)
गोरखपुरमण्डलम्	Gorakhpur (distrikt)
सर्पगन्धः	Rauvolfia serpentina
गोल्कोण्डदुर्गम्	Qutb Shahi-dynastin
खरोष्ठी	Kharosthi
दौसामण्डलम्	Dausa (distrikt)
दमोह	Damoh
दतिया	Datia
चुरू	Churu
कथासरित्सागरः	Kathasaritsagara
पीलीभीत्	Pilibhit
धौलपुरमण्डलम्	Dhaulpur (distrikt)
मीनराशिः	Fiskarna (stjärntecken)
द्राविडमुन्नेत्रकळगम्(डि.एम्.के)	Dravida Munnetra Kazhagam
दाहोद	Dohad
धौलपुरम्	Dhaulpur
डुङ्गरपुरमण्डलम्	Dungarpur (distrikt)
देवास	Dewas
द्वारकानाथ ठाकुर	Dwarkanath Tagore
अलाबु	Flaskkurbits
गाझिपुरमण्डलम्	Ghazipur (distrikt)
राष्ट्रियस्वयंसेवकसङ्घः	Rashtriya Swayamsevak Sangh
वाराणसीमण्डलम्	Varanasi (distrikt)
रायबरेलीमण्डलम्	Rae Bareli (distrikt)
त्रिपिटकम् (बौद्धदर्शनम्)	Tipitaka
उदयपुरमण्डलम्	Udaipur (distrikt)
पटोलः	Trichosanthes cucumerina
विकिपीडिया:वैज्ञानिक-शब्दावलिः/A	Pandit
संन्यासाश्रमः	Sannyasin
मोरादाबादमण्डलम्	Moradabad (distrikt)
जलपाइगुडिमण्डलम्	Jalpaiguri (distrikt)
कोट्टयममण्डलम्	Kottayam (distrikt)
जौनपुरमण्डलम्	Jaunpur (distrikt)
एर्णाकुलम् मण्डलम्	Ernakulam (distrikt)
हनुमानगढमण्डलम्	Hanumangarh (distrikt)
महाराजागञ्जमण्डलम्	Maharajganj (distrikt)
सुल्तानपुरमण्डलम्	Sultanpur (distrikt)
टिहरीगढवालमण्डलम्	Tehri Garhwal
ब्राह्मी	Litet tjockblad
भारतस्य राजनैतिकपक्षाः	Lista över politiska partier i Indien
जगन्नाथः	Jagannath
मैसूरुविश्वविद्यालयः	Universitetet i Mysore
दुमका	Dumka
चालुक्यवंशः	Chalukyadynastin
वर्गः:जर्मनीदेशः	Kategori:Tyskland
वर्गः:रशियादेशः	Kategori:Ryssland
वर्गः:चीनादेशः	Kategori:Kina
मदर इण्डिया	Moder Indien
वर्गः:भारतम्	Kategori:Indien
करौलीमण्डलम्	Karauli (distrikt)
श्रीगङ्गानगरमण्डलम्	Ganganagar (distrikt)
जैसलमेरमण्डलम्	Jaisalmer (distrikt)
सीकरमण्डलम्	Sikar (distrikt)
याज्ञवल्क्यः	Yajnavalkya
साङ्गलीमण्डलम्	Sangli (distrikt)
जोधपुरमण्डलम्	Jodhpur (distrikt)
तिरुपतिः	Tirupati
क्षत्रियः	Kshatriya
फिरोझाबाद्	Firozabad
वर्गः:इण्डोनेशियादेशः	Kategori:Indonesien
वर्गः:पाकिस्तानम्	Kategori:Pakistan
वर्गः:विश्वपरम्परास्थानानि	Kategori:Världsarv
गढवालविभागः	Garhwal
जालौरमण्डलम्	Jalor (distrikt)
जीवन्तीवृक्षः	Terminalia
झालावाडमण्डलम्	Jhalawar (distrikt)
झुञ्झुनुमण्डलम्	Jhunjhunun (distrikt)
प्रतापगढमण्डलम्, उत्तरप्रदेशः	Pratapgarh (distrikt)
रामपुरम्, उत्तरप्रदेशः	Rampur
सवाई माधोपुरमण्डलम्	Sawai Madhopur (distrikt)
नागौरमण्डलम्	Nagaur (distrikt)
मवुमण्डलम्	Mau (distrikt)
एटा	Etah
फतेहपुरम्, उत्तरप्रदेशः	Fatehpur
गोपाल स्वरूप पाठक	G.S. Pathak
