Afríka	Afrika
Flokkur:Fólk dáið árið 469 f.Kr.	Kategori:Avlidna 469 f.Kr.
Flokkur:Fólk fætt árið 490 f.Kr.	Kategori:Födda 490 f.Kr.
Flokkur:Fólk fætt árið 495 f.Kr.	Kategori:Födda 495 f.Kr.
Flokkur:Fólk fætt árið 500 f.Kr.	Kategori:Födda 500 f.Kr.
Flokkur:Katar	Kategori:Qatar
Flokkur:Kirgisistan	Kategori:Kirgizistan
Flokkur:Kórea	Kategori:Korea
Flokkur:Kúveit	Kategori:Kuwait
Flokkur:Laos	Kategori:Laos
Flokkur:Líbanon	Kategori:Libanon
Flokkur:Maldíveyjar	Kategori:Maldiverna
Flokkur:Mjanmar	Kategori:Burma
Flokkur:Nepal	Kategori:Nepal
Flokkur:Fólk dáið á 1. öld f.Kr.	Kategori:Avlidna 000-talet f.Kr.
Flokkur:2. öldin f.Kr.	Kategori:100-talet f.Kr.
Flokkur:3. öldin f.Kr.	Kategori:200-talet f.Kr.
Flokkur:Fólk fætt á 4. öld f.Kr.	Kategori:Födda 300-talet f.Kr.
Flokkur:Fólk dáið á 5. öld	Kategori:Avlidna 400-talet
Flokkur:Fólk fætt á 5. öld f.Kr.	Kategori:Födda 400-talet f.Kr.
Flokkur:Fólk fætt á 6. öld f.Kr.	Kategori:Födda 500-talet f.Kr.
Flokkur:Óman	Kategori:Oman
Flokkur:Fólk fætt á 7. öld f.Kr.	Kategori:Födda 600-talet f.Kr.
Flokkur:9. öldin f.Kr.	Kategori:800-talet f.Kr.
Flokkur:Fólk dáið á 10. öld	Kategori:Avlidna 900-talet
Flokkur:Fólk dáið á 15. öld	Kategori:Avlidna 1400-talet
Flokkur:16. öldin f.Kr.	Kategori:1500-talet f.Kr.
Flokkur:Srí Lanka	Kategori:Sri Lanka
Flokkur:Saga Finnlands	Kategori:Finlands historia
Flokkur:Tegundir í fullu fjöri	Kategori:Livskraftiga arter
Flokkur:Risameginlönd	Kategori:Superkontinenter
Flokkur:Landafræði Grikklands	Kategori:Greklands geografi
Flokkur:Landafræði Malaví	Kategori:Malawis geografi
Flokkur:Fljót í Botsvana	Kategori:Vattendrag i Botswana
Flokkur:Tadsjikistan	Kategori:Tadzjikistan
Flokkur:Austur-Tímor	Kategori:Östtimor
Flokkur:Íslendingar	Kategori:Islänningar
Flokkur:Ekvadorar	Kategori:Ecuadorianer
Flokkur:Wales-menn	Kategori:Walesare
Flokkur:Túrkmenistan	Kategori:Turkmenistan
Flokkur:Úsbekistan	Kategori:Uzbekistan
Flokkur:Læknar	Kategori:Läkare
Flokkur:Sameinuðu arabísku furstadæmin	Kategori:Förenade Arabemiraten
Flokkur:Rómverskir herforingjar	Kategori:Romerska generaler
Flokkur:Danskir guðfræðingar	Kategori:Danska teologer
Flokkur:Bandarískir sálfræðingar	Kategori:Amerikanska psykologer
Flokkur:Íslenskir tónlistarmenn	Kategori:Isländska musiker
Flokkur:Norskir stjórnmálamenn	Kategori:Norska politiker
Flokkur:Austurrískir stjórnmálamenn	Kategori:Österrikiska politiker
Flokkur:Smákettir	Kategori:Felis
Flokkur:1855	Kategori:1855
Flokkur:2003	Kategori:2003
Flokkur:Fólk dáið árið 15 f.Kr.	Kategori:Avlidna 15 f.Kr.
Flokkur:Fólk dáið árið 86 f.Kr.	Kategori:Avlidna 86 f.Kr.
Flokkur:Fólk dáið árið 90 f.Kr.	Kategori:Avlidna 90 f.Kr.
Flokkur:112 f.Kr.	Kategori:112 f.Kr.
Flokkur:Fólk fætt árið 138 f.Kr.	Kategori:Födda 138 f.Kr.
Flokkur:Fólk dáið árið 160 f.Kr.	Kategori:Avlidna 160 f.Kr.
Flokkur:182 f.Kr.	Kategori:182 f.Kr.
Flokkur:Fólk fætt árið 310 f.Kr.	Kategori:Födda 310 f.Kr.
Flokkur:316 f.Kr.	Kategori:316 f.Kr.
Flokkur:331 f.Kr.	Kategori:331 f.Kr.
Flokkur:Fólk dáið árið 338 f.Kr.	Kategori:Avlidna 338 f.Kr.
Flokkur:Fólk fætt árið 350 f.Kr.	Kategori:Födda 350 f.Kr.
Flokkur:Fólk fætt árið 460 f.Kr.	Kategori:Födda 460 f.Kr.
Flokkur:Fólk dáið á 2. öld f.Kr.	Kategori:Avlidna 100-talet f.Kr.
Flokkur:Fólk dáið á 3. öld f.Kr.	Kategori:Avlidna 200-talet f.Kr.
Flokkur:Fólk dáið á 6. öld	Kategori:Avlidna 500-talet
Flokkur:Fólk dáið á 7. öld	Kategori:Avlidna 600-talet
Flokkur:8. öldin f.Kr.	Kategori:700-talet f.Kr.
Flokkur:9. öldin	Kategori:800-talet
Flokkur:Fólk dáið á 14. öld	Kategori:Avlidna 1300-talet
Flokkur:Landafræði Víetnam	Kategori:Vietnams geografi
Flokkur:Landafræði Argentínu	Kategori:Argentinas geografi
Flokkur:Spánverjar	Kategori:Spanjorer
Flokkur:Kólumbíumenn	Kategori:Colombianer
Flokkur:Breskir vísindamenn	Kategori:Brittiska forskare
Flokkur:Sovétríkin	Kategori:Sovjetunionen
Flokkur:Rómaveldi	Kategori:Antikens Rom
Flokkur:Heilaga rómverska ríki	Kategori:Tysk-romerska riket
Flokkur:Bandarískir gítarleikarar	Kategori:Amerikanska gitarrister
Flokkur:Breskir mannfræðingar	Kategori:Brittiska antropologer
Flokkur:Íraskir stjórnmálamenn	Kategori:Irakiska politiker
Flokkur:Danskir landkönnuðir	Kategori:Danska upptäcktsresande
Flokkur:Bandarískir atferlissinnar	Kategori:Amerikanska aktivister
Flokkur:1971	Kategori:1971
Flokkur:Fólk dáið árið 34 f.Kr.	Kategori:Avlidna 34 f.Kr.
Flokkur:116 f.Kr.	Kategori:116 f.Kr.
Flokkur:129 f.Kr.	Kategori:129 f.Kr.
Flokkur:Fólk fætt árið 161 f.Kr.	Kategori:Födda 161 f.Kr.
Flokkur:Fólk fætt árið 203 f.Kr.	Kategori:Födda 203 f.Kr.
Flokkur:Fólk dáið árið 230 f.Kr.	Kategori:Avlidna 230 f.Kr.
Flokkur:Fólk fætt árið 340 f.Kr.	Kategori:Födda 340 f.Kr.
Flokkur:Fólk fætt árið 382 f.Kr.	Kategori:Födda 382 f.Kr.
Flokkur:Fólk fætt árið 396 f.Kr.	Kategori:Födda 396 f.Kr.
Flokkur:Fólk dáið árið 430 f.Kr.	Kategori:Avlidna 430 f.Kr.
Flokkur:Fólk dáið árið 450 f.Kr.	Kategori:Avlidna 450 f.Kr.
Flokkur:Breiðskífur eftir flytjendum	Kategori:Musikalbum efter artist
Flokkur:Fólk dáið á 13. öld	Kategori:Avlidna 1200-talet
Flokkur:Austur-Þýskaland	Kategori:Östtyskland
Flokkur:Júgóslavía	Kategori:Jugoslavien
Flokkur:Vegasnið	Kategori:Transportmallar
Flokkur:Sigkatlar	Kategori:Calderor
Flokkur:1. öldin f.Kr.	Kategori:000-talet f.Kr.
Flokkur:Bókasafns- og upplýsingafræði	Kategori:Biblioteksväsen
Flokkur:Steingervingafræði	Kategori:Paleontologi
Flokkur:Fyrirtæki í kauphöllinni í New York	Kategori:Företag listade på NYSE
Flokkur:Sænsk fyrirtæki	Kategori:Svenska företag
Flokkur:Bandarísk fjölmiðlafyrirtæki	Kategori:Amerikanska medieföretag
Flokkur:Aðalstitlar	Kategori:Adelstitlar
Flokkur:Frönsk fyrirtæki	Kategori:Franska företag
Flokkur:Wales	Kategori:Wales
Flokkur:Bandarísk fyrirtæki	Kategori:Amerikanska företag
Flokkur:Dönsk fyrirtæki	Kategori:Danska företag
Flokkur:Fyrirtæki á London Stock Exchange	Kategori:Företag listade på London Stock Exchange
Flokkur:Bresk fyrirtæki	Kategori:Brittiska företag
Flokkur:Rússnesk fyrirtæki	Kategori:Ryska företag
Flokkur:Símafyrirtæki	Kategori:Telekommunikationsföretag
Flokkur:Stöðuvötn í Afríku	Kategori:Insjöar i Afrika
Flokkur:Kaupmannahöfn	Kategori:Köpenhamn
Flokkur:Tékkóslóvakía	Kategori:Tjeckoslovakien
Flokkur:Fólk fætt árið 535 f.Kr.	Kategori:Födda 535 f.Kr.
Flokkur:1010	Kategori:1010
Flokkur:Háskólar í New York-fylki	Kategori:Universitet och högskolor i delstaten New York
Flokkur:Fólk eftir dánarárum	Kategori:Avlidna
Flokkur:Fólk eftir fæðingarárum	Kategori:Födda
Flokkur:Sníkjudýrafræði	Kategori:Parasitologi
Flokkur:Vitsmunavísindi	Kategori:Kognitionsvetenskap
Flokkur:Forsetar Tyrklands	Kategori:Turkiets presidenter
Flokkur:Forsetar Frakklands	Kategori:Frankrikes presidenter
Flokkur:Forsetar Bandaríkjanna	Kategori:USA:s presidenter
Flokkur:Forsetar Íran	Kategori:Irans presidenter
Flokkur:Saga vísindanna	Kategori:Vetenskapshistoria
Flokkur:Kíribatí	Kategori:Kiribati
Flokkur:San Marínó	Kategori:San Marino
Flokkur:Jórdanía	Kategori:Jordanien
Flokkur:Kosta Ríka	Kategori:Costa Rica
Flokkur:Trínidad og Tóbagó	Kategori:Trinidad och Tobago
Flokkur:Súrínam	Kategori:Surinam
Flokkur:Bosnía og Hersegóvína	Kategori:Bosnien och Hercegovina
Flokkur:Noregur	Kategori:Norge
Flokkur:Barbados	Kategori:Barbados
Flokkur:Panama	Kategori:Panama
Flokkur:Paragvæ	Kategori:Paraguay
Flokkur:Papúa Nýja-Gínea	Kategori:Papua Nya Guinea
Flokkur:Vestur-Sahara	Kategori:Västsahara
Flokkur:Marshalleyjar	Kategori:Marshallöarna
Flokkur:Liechtenstein	Kategori:Liechtenstein
Flokkur:Salómonseyjar	Kategori:Salomonöarna
Flokkur:Hondúras	Kategori:Honduras
Flokkur:Úrúgvæ	Kategori:Uruguay
Flokkur:Sankti Vinsent og Grenadíneyjar	Kategori:Saint Vincent och Grenadinerna
Flokkur:Serbía	Kategori:Serbien
Flokkur:El Salvador	Kategori:El Salvador
Flokkur:Haítí	Kategori:Haiti
Flokkur:Ekvador	Kategori:Ecuador
Flokkur:Perú	Kategori:Peru
Flokkur:Dóminíka	Kategori:Dominica
Flokkur:Bólivía	Kategori:Bolivia
Flokkur:Albanía	Kategori:Albanien
Flokkur:Mónakó	Kategori:Monaco
Flokkur:Ljósfræðilegt fyrirbrigði	Kategori:Optiska fenomen
Flokkur:Hallir í Danmörku	Kategori:Slott i Danmark
Flokkur:Þvermunnar	Kategori:Rockor
Flokkur:Orrustur í fornöld	Kategori:Slag under antiken
Flokkur:Latneskar bókmenntir	Kategori:Latinskspråkig litteratur
Flokkur:Fiskar	Kategori:Fiskar
Flokkur:Hríðskotabyssur	Kategori:Kulsprutor
Flokkur:Goðafræði	Kategori:Mytologi
Flokkur:Grænmeti	Kategori:Grönsaker
Flokkur:Mjólkurafurðir	Kategori:Mejeriprodukter
Flokkur:Ávextir	Kategori:Frukter
Flokkur:Sænskir kvikmyndaleikstjórar	Kategori:Svenska filmregissörer
Flokkur:Kvikmyndagerðarmenn	Kategori:Filmfotografer
Flokkur:Hreisturvængjur	Kategori:Fjärilar
Flokkur:Knattspyrnuþjálfarar	Kategori:Fotbollstränare
Flokkur:Íþróttaþjálfarar	Kategori:Tränare
Flokkur:Leikmenn Arsenal F.C.	Kategori:Spelare i Arsenal FC
Flokkur:Enskir málvísindamenn	Kategori:Engelska lingvister
Flokkur:2020	Kategori:2020
Flokkur:Orðabækur	Kategori:Ordböcker
Flokkur:Bandarískir stjórnmálaflokkar	Kategori:Politiska partier i USA
Flokkur:Meinafræði	Kategori:Patologi
Flokkur:Stjórnmálaflokkar	Kategori:Politiska partier
Flokkur:Breskir stjórnmálaflokkar	Kategori:Politiska partier i Storbritannien
Flokkur:Nautgripir	Kategori:Nötkreatur
Flokkur:Danakonungar	Kategori:Danmarks regenter
Flokkur:Hernaðarbandalög	Kategori:Allianser
Flokkur:Hegðun dýra	Kategori:Etologi
Flokkur:Gamla testamentið	Kategori:Gamla Testamentet
Flokkur:Hundategundir	Kategori:Hundraser
Flokkur:Söfn	Kategori:Museer
Flokkur:Söfn í Frakklandi	Kategori:Museer i Frankrike
Flokkur:Bandarísk söfn	Kategori:Museer i USA
Flokkur:Línuleg algebra	Kategori:Linjär algebra
Flokkur:Tvíkímblöðungar	Kategori:Trikolpater
Flokkur:Tennur	Kategori:Tänder
Flokkur:Fallafræði	Kategori:Funktioner
Flokkur:Kjarneðlisfræði	Kategori:Kärnfysik
Flokkur:Öreindafræði	Kategori:Partikelfysik
Flokkur:Stjarneðlisfræði	Kategori:Astrofysik
Flokkur:Þétteðlisfræði	Kategori:Kondenserade materiens fysik
Flokkur:Knattspyrnulandslið	Kategori:Fotbollslandslag
Flokkur:Bandarískir sjónvarpsþættir	Kategori:Amerikanska TV-serier
Flokkur:Listasöfn í París	Kategori:Konstmuseer och konsthallar i Paris
Flokkur:Kvikmyndir frumsýndar 1922	Kategori:Filmer 1922
Flokkur:Kvikmyndir frumsýndar 1953	Kategori:Filmer 1953
Flokkur:Kvikmyndir frumsýndar 1954	Kategori:Filmer 1954
Flokkur:Kvikmyndir frumsýndar 1960	Kategori:Filmer 1960
Flokkur:Kvikmyndir frumsýndar 1963	Kategori:Filmer 1963
Flokkur:Kvikmyndir frumsýndar 1962	Kategori:Filmer 1962
Flokkur:Kvikmyndir frumsýndar 1957	Kategori:Filmer 1957
Flokkur:Kvikmyndir frumsýndar 1973	Kategori:Filmer 1973
Flokkur:Kvikmyndir frumsýndar 1976	Kategori:Filmer 1976
Flokkur:Kvikmyndir frumsýndar 1980	Kategori:Filmer 1980
Flokkur:Kvikmyndir frumsýndar 2003	Kategori:Filmer 2003
Flokkur:Kvikmyndir frumsýndar 1991	Kategori:Filmer 1991
Flokkur:Kvikmyndir frumsýndar 1999	Kategori:Filmer 1999
Flokkur:Kvikmyndir frumsýndar 1996	Kategori:Filmer 1996
Flokkur:Kvikmyndir frumsýndar 1994	Kategori:Filmer 1994
Flokkur:Kvikmyndir frumsýndar 1989	Kategori:Filmer 1989
Flokkur:Kvikmyndir frumsýndar 1997	Kategori:Filmer 1997
Flokkur:Kvikmyndir frumsýndar 2002	Kategori:Filmer 2002
Flokkur:Kvikmyndir frumsýndar 2004	Kategori:Filmer 2004
Flokkur:Kvikmyndir frumsýndar 1995	Kategori:Filmer 1995
Flokkur:Kvikmyndir frumsýndar 2005	Kategori:Filmer 2005
Flokkur:Kvikmyndir frumsýndar 2007	Kategori:Filmer 2007
Flokkur:Kvikmyndir frumsýndar 2008	Kategori:Filmer 2008
Flokkur:Kvikmyndir frumsýndar 2010	Kategori:Filmer 2010
Flokkur:Kvikmyndir frumsýndar 2011	Kategori:Filmer 2011
Flokkur:Kvikmyndir frumsýndar 2009	Kategori:Filmer 2009
Flokkur:Franskar kvikmyndir	Kategori:Franska filmer
Flokkur:James Bond-kvikmyndir	Kategori:James Bond-filmer
Flokkur:Þýskar kvikmyndir	Kategori:Tyska filmer
Flokkur:Geimför	Kategori:Rymdfart
Flokkur:Japanska	Kategori:Japanska
Flokkur:Formlegt mál	Kategori:Formella språk
Flokkur:Söguleg málvísindi	Kategori:Historisk lingvistik
Flokkur:Latína	Kategori:Latin
Flokkur:Færeyska	Kategori:Färöiska
Flokkur:Heimulleg forritunarmál	Kategori:Esoteriska programspråk
Flokkur:Þýska	Kategori:Tyska
Flokkur:Tungumál í Íran	Kategori:Språk i Iran
Flokkur:Svæði í Evrópu	Kategori:Regioner i Europa
Flokkur:Efnaflokkar í lotukerfinu	Kategori:Periodiska systemets grupper
Flokkur:Landafræði Eyjaálfu	Kategori:Oceaniens geografi
Flokkur:Veðurfarsfræði	Kategori:Klimatologi
Flokkur:Loftslag	Kategori:Klimat
Flokkur:Landafræði Asíu	Kategori:Asiens geografi
Flokkur:Fjöll í Grikklandi	Kategori:Berg i Grekland
Flokkur:Fjöll í Asíu	Kategori:Berg i Asien
Flokkur:Fjöll í Afríku	Kategori:Berg i Afrika
Flokkur:Háskólar í Wisconsin	Kategori:Universitet och högskolor i Wisconsin
Flokkur:Eldfjöll í Evrópu	Kategori:Vulkaner i Europa
Flokkur:Eldfjöll í Afríku	Kategori:Vulkaner i Afrika
Flokkur:Eldfjöll á Ítalíu	Kategori:Vulkaner i Italien
Flokkur:Rómversk skattlönd	Kategori:Romerska provinser
Bleiki pardusinn	Rosa pantern
Flokkur:Heimsminjar í Japan	Kategori:Världsarv i Japan
Flokkur:Mengun	Kategori:Miljöförstöring
Flokkur:Fornlífsöld	Kategori:Paleozoikum
Flokkur:Miðlífsöld	Kategori:Mesozoikum
Flokkur:Nýlífsöld	Kategori:Kenozoikum
Flokkur:Manga	Kategori:Manga
Flokkur:Lindýr	Kategori:Blötdjur
Flokkur:Moskur	Kategori:Moskéer
Flokkur:Mannfræði	Kategori:Antropologi
Flokkur:Textaritlar	Kategori:Textredigerare
Flokkur:Biskupar	Kategori:Biskopar
Flokkur:Hestar	Kategori:Hästar
Flokkur:Heimspekileg hugtök	Kategori:Filosofiska koncept
Flokkur:Verkjalyf	Kategori:Analgetika
Flokkur:Tóbak	Kategori:Tobak
Flokkur:Gíbraltar	Kategori:Gibraltar
Flokkur:Fimleikar	Kategori:Gymnastik
Flokkur:Steinöld	Kategori:Stenåldern
Flokkur:Orrustur	Kategori:Slag
Flokkur:Sjóorrustur	Kategori:Sjöslag
Flokkur:Heilkjörnungar	Kategori:Eukaryoter
Flokkur:Mitsubishi-bifreiðar	Kategori:Mitsubishimodeller
Flokkur:Formúla 1	Kategori:Formel 1
Flokkur:Neðanjarðarlestakerfi Lundúnaborgar	Kategori:Londons tunnelbana
Flokkur:Skoskir uppfinningamenn	Kategori:Skotska uppfinnare
Flokkur:Enskir uppfinningamenn	Kategori:Engelska uppfinnare
Flokkur:Miðtaugakerfið	Kategori:Centrala nervsystemet
Flokkur:Stýrikerfi	Kategori:Operativsystem
Flokkur:Líffærakerfi	Kategori:Organsystem
Flokkur:Tölusetning	Kategori:Talsystem
Flokkur:Beinagrind	Kategori:Skelettet
Flokkur:Sambandslönd Austurríkis	Kategori:Österrikes delstater
Flokkur:Slésvík-Holtsetaland	Kategori:Schleswig-Holstein
Flokkur:Stjórnmálafræði	Kategori:Statsvetenskap
Flokkur:Kanadísk fylki og sjálfstjórnarsvæði	Kategori:Kanadas provinser och territorier
Flokkur:Kvikmyndaverðlaun	Kategori:Priser och utmärkelser inom filmen
Flokkur:Óskarsverðlaunin	Kategori:Oscar
Flokkur:Óraníuættin	Kategori:Huset Nassau-Oranien
Flokkur:Drottningar	Kategori:Drottningar
Flokkur:Drottningar Noregs	Kategori:Norges drottningar
Flokkur:Drottningar Danmerkur	Kategori:Danmarks drottningar
Flokkur:Útvarpsþættir	Kategori:Radioprogram
Flokkur:Árstíðir	Kategori:Årstider
Flokkur:London	Kategori:London
Flokkur:Lincolnshire	Kategori:Lincolnshire
Flokkur:Hröfnungar	Kategori:Kråkfåglar
Flokkur:Strildi	Kategori:Astrilder
Flokkur:Dúfnafuglar	Kategori:Duvfåglar
Flokkur:Hundaætt	Kategori:Hunddjur
Flokkur:Marðarætt	Kategori:Mårddjur
Flokkur:Kínversk menning	Kategori:Kultur i Kina
Flokkur:Frönsk menning	Kategori:Kultur i Frankrike
Flokkur:Ítölsk menning	Kategori:Kultur i Italien
Flokkur:Ensk menning	Kategori:Kultur i England
Flokkur:Kóresk menning	Kategori:Kultur i Korea
Flokkur:Víetnömsk menning	Kategori:Kultur i Vietnam
Flokkur:Dagar	Kategori:Datum
Flokkur:Kristnar hátíðir	Kategori:Kristna högtider
Flokkur:Byggingarefni	Kategori:Byggnadsmaterial
Flokkur:Kennileg tölvunarfræði	Kategori:Teoretisk datalogi
Flokkur:Skriðdýrafræði	Kategori:Herpetologi
Flokkur:Veirufræði	Kategori:Virologi
Flokkur:Útvarp	Kategori:Radio
Flokkur:Steindafræði	Kategori:Mineralogi
Flokkur:Efnaverkfræði	Kategori:Kemiteknik
Flokkur:Hugtök í stærðfræði	Kategori:Matematisk terminologi
Flokkur:Japönsk hugtök	Kategori:Japanska ord och uttryck
Flokkur:Bandarískir listamenn	Kategori:Amerikanska konstnärer
Flokkur:Bandaríska borgarastríðið	Kategori:Amerikanska inbördeskriget
Flokkur:Púnversku stríðin	Kategori:Puniska krigen
Flokkur:Þrjátíu ára stríðið	Kategori:Trettioåriga kriget
Flokkur:Star Trek	Kategori:Star Trek
Flokkur:Geimstöðvar	Kategori:Rymdstationer
Flokkur:Breskar sjónvarpsstöðvar	Kategori:TV-kanaler i Storbritannien
Flokkur:Háskólar á Ítalíu	Kategori:Universitet och högskolor i Italien
Flokkur:Háskólar í Washington	Kategori:Universitet och högskolor i Washington
Flokkur:Háskólar í Missouri	Kategori:Universitet och högskolor i Missouri
Flokkur:Háskólar í New Hampshire	Kategori:Universitet och högskolor i New Hampshire
Flokkur:Háskólar í Georgíufylki	Kategori:Universitet och högskolor i Georgia
Flokkur:Háskólar í Texas	Kategori:Universitet och högskolor i Texas
Flokkur:Háskólar í Maryland	Kategori:Universitet och högskolor i Maryland
Flokkur:Háskólar í Massachusetts	Kategori:Universitet och högskolor i Massachusetts
Flokkur:Háskólar í Illinois	Kategori:Universitet och högskolor i Illinois
Flokkur:Háskólar í Iowa	Kategori:Universitet och högskolor i Iowa
Flokkur:Bandarískir íþróttaleikvangar	Kategori:Sportanläggningar i USA
Flokkur:Ensk íþróttamannvirki	Kategori:Sportanläggningar i Storbritannien
Flokkur:Leikvangar spænskra knattspyrnuliða	Kategori:Fotbollsanläggningar i Spanien
Flokkur:Efnafræðilegir eiginleikar	Kategori:Kemiska egenskaper
Flokkur:3. árþúsundið f.Kr.	Kategori:2000-talet f.Kr. (millennium)
Flokkur:Brýr í Bandaríkjunum	Kategori:Broar i USA
Snið:ESP	Mall:ESP
Flokkur:Jafnaðarstefna	Kategori:Socialism
Flokkur:Dýr	Kategori:Djur
Flokkur:Hryggdýr	Kategori:Ryggradsdjur
Flokkur:Hljóðfræði	Kategori:Fonetik
Flokkur:Sjálfstjórnarlýðveldi í Rússlandi	Kategori:Rysslands delrepubliker
Flokkur:Flugfélög	Kategori:Flygbolag
Snið:Spánn	Mall:Spaniens autonoma regioner
Flokkur:Eiturefni	Kategori:Toxiner
Flokkur:Réttindi	Kategori:Rättigheter
Flokkur:Mannréttindi	Kategori:Mänskliga rättigheter
Flokkur:Lagt niður 1912	Kategori:Upplösningar 1912
Flokkur:Lagt niður 1920	Kategori:Upplösningar 1920
Flokkur:Lagt niður 1929	Kategori:Upplösningar 1929
Flokkur:Lagt niður 1932	Kategori:Upplösningar 1932
Flokkur:Lagt niður 1955	Kategori:Upplösningar 1955
Flokkur:Lagt niður 1962	Kategori:Upplösningar 1962
Flokkur:Lagt niður 1982	Kategori:Upplösningar 1982
Flokkur:Lagt niður 1970	Kategori:Upplösningar 1970
Flokkur:Lagt niður 1968	Kategori:Upplösningar 1968
Flokkur:Lagt niður 1981	Kategori:Upplösningar 1981
Flokkur:Lagt niður 1965	Kategori:Upplösningar 1965
Flokkur:Lagt niður 1963	Kategori:Upplösningar 1963
Flokkur:Lagt niður 1989	Kategori:Upplösningar 1989
Flokkur:Lagt niður 1991	Kategori:Upplösningar 1991
Flokkur:Lagt niður 1997	Kategori:Upplösningar 1997
Flokkur:Lagt niður 2002	Kategori:Upplösningar 2002
Flokkur:Lagt niður 2009	Kategori:Upplösningar 2009
Flokkur:Breskar nýlendur	Kategori:Tidigare brittiska besittningar
Flokkur:Klám	Kategori:Pornografi
Flokkur:Geðheilsa	Kategori:Psykisk hälsa
Flokkur:Arsenal F.C.	Kategori:Arsenal FC
Flokkur:Manchester United	Kategori:Manchester United FC
Flokkur:Hráefni í mat	Kategori:Matingredienser
Flokkur:Bandarísk dagblöð	Kategori:Amerikanska tidningar
Flokkur:SI-ættaðar einingar	Kategori:Härledda SI-enheter
Flokkur:Skák	Kategori:Schack
Flokkur:Þök	Kategori:Tak
Flokkur:Dalir á Ítalíu	Kategori:Dalar i Italien
Flokkur:Setberg	Kategori:Sedimentära bergarter
Flokkur:Dalir	Kategori:Dalar
Flokkur:Herbergi	Kategori:Rum
Flokkur:Frambolur	Kategori:Bröstkorgen
Flokkur:Teiknaðir sjónvarpsþættir	Kategori:Animerade TV-serier
Flokkur:Franskar nýlendur	Kategori:Tidigare franska besittningar
Flokkur:Geimferðastofnun Evrópu	Kategori:ESA
Flokkur:Sameindalíffræði	Kategori:Molekylärbiologi
Flokkur:Lagahugtök	Kategori:Juridiska termer
Flokkur:Heimsslitafræði	Kategori:Eskatologi
Flokkur:Hringrif	Kategori:Atoller
Flokkur:Líffæri	Kategori:Organ
Flokkur:Pelíkanfuglar	Kategori:Pelikanfåglar
Flokkur:Kjaftagelgjur	Kategori:Lophiiformes
Flokkur:Brynvangar	Kategori:Kindpansrade fiskar
Flokkur:Hvalir	Kategori:Valar
Flokkur:Breiðskífur Coldplay	Kategori:Album av Coldplay
Flokkur:Hljómplötur gefnar út á 10. áratugnum	Kategori:1990-talets musikalbum
Flokkur:Karpfiskar	Kategori:Karpartade fiskar
Flokkur:Hljómplötur gefnar út árið 1956	Kategori:Musikalbum 1956
Flokkur:Hljómplötur gefnar út árið 1962	Kategori:Musikalbum 1962
Flokkur:Hljómplötur gefnar út á 1. áratug 21. aldar	Kategori:2000-talets musikalbum
Flokkur:Hljómplötur gefnar út árið 1977	Kategori:Musikalbum 1977
Flokkur:Hljómplötur gefnar út árið 1970	Kategori:Musikalbum 1970
Flokkur:Hljómplötur gefnar út árið 1965	Kategori:Musikalbum 1965
Flokkur:Hljómplötur gefnar út árið 1960	Kategori:Musikalbum 1960
Flokkur:Hljómplötur gefnar út árið 1974	Kategori:Musikalbum 1974
Flokkur:Hljómplötur gefnar út árið 1975	Kategori:Musikalbum 1975
Flokkur:Hljómplötur gefnar út árið 1973	Kategori:Musikalbum 1973
Flokkur:Hljómplötur gefnar út árið 1978	Kategori:Musikalbum 1978
Flokkur:Hljómplötur gefnar út árið 1976	Kategori:Musikalbum 1976
Flokkur:Hljómplötur gefnar út árið 1963	Kategori:Musikalbum 1963
Flokkur:Hljómplötur gefnar út árið 1961	Kategori:Musikalbum 1961
Flokkur:Hljómplötur gefnar út árið 1967	Kategori:Musikalbum 1967
Flokkur:Hljómplötur gefnar út árið 1979	Kategori:Musikalbum 1979
Flokkur:Hljómplötur gefnar út árið 1990	Kategori:Musikalbum 1990
Flokkur:Hljómplötur gefnar út árið 1982	Kategori:Musikalbum 1982
Flokkur:Hljómplötur gefnar út árið 1994	Kategori:Musikalbum 1994
Flokkur:Hljómplötur gefnar út árið 1995	Kategori:Musikalbum 1995
Flokkur:Hljómplötur gefnar út árið 1971	Kategori:Musikalbum 1971
Flokkur:Hljómplötur gefnar út árið 1989	Kategori:Musikalbum 1989
Flokkur:Hljómplötur gefnar út árið 1983	Kategori:Musikalbum 1983
Flokkur:Hljómplötur gefnar út árið 1981	Kategori:Musikalbum 1981
Flokkur:Hljómplötur gefnar út árið 1987	Kategori:Musikalbum 1987
Flokkur:Hljómplötur gefnar út árið 1993	Kategori:Musikalbum 1993
Flokkur:Hljómplötur gefnar út árið 1997	Kategori:Musikalbum 1997
Flokkur:Hljómplötur gefnar út árið 1992	Kategori:Musikalbum 1992
Flokkur:Hljómplötur gefnar út árið 1985	Kategori:Musikalbum 1985
Flokkur:Hljómplötur gefnar út árið 2002	Kategori:Musikalbum 2002
Flokkur:Hljómplötur gefnar út árið 2003	Kategori:Musikalbum 2003
Flokkur:Hljómplötur gefnar út árið 2001	Kategori:Musikalbum 2001
Flokkur:Hljómplötur gefnar út árið 2007	Kategori:Musikalbum 2007
Flokkur:Hljómplötur gefnar út árið 2006	Kategori:Musikalbum 2006
Flokkur:Hljómplötur gefnar út árið 1969	Kategori:Musikalbum 1969
Flokkur:Vopn	Kategori:Vapen
