អាហ្វ្រិក	Afrika
ទំព័រគំរូ:Navbox with collapsible groups	Mall:Navbox with collapsible groups
ទំព័រគំរូ:GeoGroup	Mall:GeoLänk
ទំព័រគំរូ:ទិន្នន័យប្រទេស ចិន	Mall:Landsdata Kina
ទំព័រគំរូ:Wikify	Mall:Ickewiki
ទំព័រគំរូ:ទិន្នន័យ នៃ ប្រទេស អង់គ្លេស	Mall:Landsdata Kungariket England
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសអៀរឡង់	Mall:Landsdata Republiken Irland
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសទួរគី	Mall:Landsdata Turkiet
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសស្វីស	Mall:Landsdata Schweiz
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសហ្វីលីពីន	Mall:Landsdata Filippinerna
ទំព័រគំរូ:Hidden begin	Mall:Hidden begin
ទំព័រគំរូ:Army	Mall:Armé
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសម៉ាឡេស៊ី	Mall:Landsdata Malaysia
ទំព័រគំរូ:ទិន្នន័យប្រទេស អាមេនី	Mall:Landsdata Armenien
ទំព័រគំរូ:Infobox OS	Mall:Infobox operativsystem
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសតៃវ៉ាន់	Mall:Landsdata Taiwan
ទំព័រគំរូ:ទិន្នន័យប្រទេស វៀតណាមខាងត្បូង	Mall:Landsdata Sydvietnam
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសភូមា	Mall:Landsdata Myanmar
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសឈីលី	Mall:Landsdata Chile
ទំព័រគំរូ:ទិន្នន័យប្រទេស លីបង់	Mall:Landsdata Libanon
ទំព័រគំរូ:ទិន្នន័យប្រទេស ចិនតៃប៉ិ	Mall:Landsdata Kina-Taipei
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន សៀវភៅ	Mall:Bokfakta
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន ភព	Mall:Infobox planet
ទំព័រគំរូ:Compact periodic table	Mall:Periodiska systemet navbox
ទំព័រគំរូ:Lang-fa	Mall:Lang-fa
ទំព័រគំរូ:ICD10	Mall:ICD10
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសម៉ាឡេស៊ី	Mall:MAS
ទំព័រគំរូ:Infobox website	Mall:Infobox webbplats
ទំព័រគំរូ:Globalize	Mall:Global
ទំព័រគំរូ:Image label end	Mall:Image label end
ទំព័រគំរូ:Navboxes	Mall:Navboxes
ទំព័រគំរូ:Documentation subpage	Mall:Dokumentationssida
ទំព័រគំរូ:Uncategorized	Mall:Okategoriserad
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសឥណ្ឌូនេស៊ី	Mall:IDN
ទំព័រគំរូ:Talk header for guidelines	Mall:Diskussionssida
ទំព័រគំរូ:Quote box	Mall:Citatbox
ទំព័រគំរូ:Navbox years	Mall:NavboxYears
ទំព័រគំរូ:CcTLD	Mall:Toppdomäner
ទំព័រគំរូ:Oldid	Mall:Permalink
ទំព័រគំរូ:List of Asian capitals by region	Mall:Huvudstäder i Asien
ទំព័រគំរូ:Bquote	Mall:Block quote
ទំព័រគំរូ:ប្រអប់ព័ត៌មានទីកន្លែងកេរដំណែលពិភពលោក	Mall:Världsarv
ទំព័រគំរូ:Str len	Mall:Str len
ទំព័រគំរូ:Purge	Mall:Rensa
ទំព័រគំរូ:Lang-de	Mall:Lang-de
ទំព័រគំរូ:Lang-la	Mall:Lang-la
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន អាគារ	Mall:Faktamall byggnad
ទំព័រគំរូ:Location map USA	Mall:Kartposition USA
ទំព័រគំរូ:Lang-el	Mall:Lang-el
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសអារ៉ាប៊ីសាអូឌីត	Mall:SAU
ទំព័រគំរូ:User page	Mall:Wikipediaanvändare
ទំព័រគំរូ:Lang-my	Mall:Lang-my
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន ព្រះវិហារគ្រិស្ដសាសនា	Mall:Infobox kyrka
ទំព័រគំរូ:ផ្នែក និងទឹកដីនាយសមុទ្ររបស់បារាំង	Mall:Frankrikes utomeuropeiska departement och förvaltningsområden
ទំព័រគំរូ:User	Mall:Anv-data
ទំព័រគំរូ:Spoken Wikipedia	Mall:Talad artikel
ទំព័រគំរូ:University-stub	Mall:Universitetsstub
ទំព័រគំរូ:វិគីភីឌាភាសា	Mall:Wikipediautgåvor
ទំព័រគំរូ:Clarify	Mall:Förtydliga
ទំព័រគំរូ:Refimprove	Mall:Källor
ទំព័រគំរូ:Lorem ipsum	Mall:Lorem ipsum
ទំព័រគំរូ:ស្នើសុំប្ដូរឈ្មោះ	Mall:Byt namn
ទំព័រគំរូ:CIA World Factbook link	Mall:CIA World Factbook link
ទំព័រគំរូ:Image label small	Mall:Image label small
ទំព័រគំរូ:Nihongo	Mall:Nihongo
ទំព័រគំរូ:User fr-3	Mall:Användare fr-3
ទំព័រគំរូ:Th icon	Mall:Th ikon
ទំព័រគំរូ:Failed verification	Mall:Ej i angiven källa
ទំព័រគំរូ:Notelist	Mall:Anmärkningslista
ទំព័រគំរូ:S-ttl	Mall:S-ttl
ទំព័រគំរូ:Infobox former country	Mall:Historisk stat
ទំព័រគំរូ:JPN	Mall:JPN
ទំព័រគំរូ:Merge from	Mall:Infoga från
ទំព័រគំរូ:Cmbox	Mall:Cmbox
ជំនួយ:តារាង	Wikipedia:Tabeller
ទំព័រគំរូ:End date	Mall:End date
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសប៉ាគីស្ថាន	Mall:PAK
ទំព័រគំរូ:Age in days nts	Mall:Dagar från idag
ទំព័រគំរូ:S-bef	Mall:S-bef
ទំព័រគំរូ:Nations at the 2008 Summer Olympics	Mall:Deltagande nationer i olympiska sommarspelen 2008
ទំព័រគំរូ:Guideline	Mall:Riktlinje
ទំព័រគំរូ:JULIANDAY	Mall:JULIANDAY
ទំព័រគំរូ:DNB portal	Mall:DNB-Portal
ទំព័រគំរូ:Talkarchive	Mall:Arkivsida
ទំព័រគំរូ:Pagetype	Mall:Namntyp
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសអ៊ីរ៉ង់	Mall:IRN
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសហ្សកដង់	Mall:JOR
ទំព័រគំរូ:Bibleverse	Mall:Bibelvers
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសហុងកុង	Mall:HKG
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសកូរ៉េខាងជើង	Mall:PRK
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសឥណ្ឌា	Mall:IND
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសម៉ាកាវ	Mall:MAC
ទំព័រគំរូ:សបា្ដហ៍	Mall:Veckodagar
ទំព័រគំរូ:To do	Mall:Att göra
ទំព័រគំរូ:CURRENTJULIANDAY	Mall:CURRENTJULIANDAY
ទំព័រគំរូ:Nobold	Mall:Ej fet
ចំណាត់ថ្នាក់ក្រុម:User ja-N	Kategori:Användare ja-N
ទំព័រគំរូ:PDFlink	Mall:PDF
ទំព័រគំរូ:Ca icon	Mall:Ca ikon
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសអាល្លឺម៉ងខាងកើត	Mall:Landsdata Västtyskland
ទំព័រគំរូ:Lang-ru	Mall:Lang-ru
ទំព័រគំរូ:Br separated entries	Mall:Br separated entries
ទំព័រគំរូ:Infobox saint	Mall:Infobox helgon
ទំព័រគំរូ:Hidden end	Mall:Hidden end
ទំព័រគំរូ:ណែនាំ	Mall:Förgrening
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសហុងកុង	Mall:Landsdata Hongkong
ទំព័រគំរូ:No	Mall:Ej utfört
ទំព័រគំរូ:Tick	Mall:J
ចំណាត់ថ្នាក់ក្រុម:ទំព័រគំរូ ប្រអប់ព័ត៌មាន	Kategori:Faktamallar
ចំណាត់ថ្នាក់ក្រុម:Lists of flags	Kategori:Listor över flaggor
ទំព័រគំរូ:ទិន្នន័យប្រទេស Nazi Germany	Mall:Landsdata Nazityskland
ចំណាត់ថ្នាក់ក្រុម:អ្នកថតរូប	Kategori:Fotografi
ទំព័រគំរូ:Para	Mall:Para
ទំព័រគំរូ:Partial	Mall:Partiell
ចំណាត់ថ្នាក់ក្រុម:យន្តហោះយោធា	Kategori:Stridsflygplan
ទំព័រគំរូ:Legend inline	Mall:Legend inline
ទំព័រគំរូ:Death year and age	Mall:Död år och ålder
ទំព័រគំរូ:LAO	Mall:LAO
ទំព័រគំរូ:PRT	Mall:POR
ទំព័រគំរូ:States of Austria	Mall:Österrike
ទំព័រគំរូ:For	Mall:För
ទំព័រគំរូ:Ifsubst	Mall:Omsubst
ចំណាត់ថ្នាក់ក្រុម:អង្គការមិនរកប្រាក់កំរៃ	Kategori:Ideella organisationer
ទំព័រគំរូ:High-risk	Mall:Högriskmall
ទំព័រគំរូ:Lang-uk	Mall:Lang-uk
ទំព័រគំរូ:Contains Chinese text	Mall:Kinesiska tecken
ទំព័រគំរូ:KHM	Mall:KHM
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន អង្គការ	Mall:Organisationsfakta
ទំព័រគំរូ:MNE	Mall:MNE
ទំព័រគំរូ:Category TOC	Mall:KategoriTOC
ទំព័រគំរូ:Resize	Mall:Resize
ទំព័រគំរូ:Lang-nl	Mall:Lang-nl
ទំព័រគំរូ:Lang-id	Mall:Lang-id
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសកូរ៉េខាងត្បូង	Mall:KOR
ទំព័រគំរូ:EMedicine2	Mall:EMedicine2
ទំព័រគំរូ:លំហឈ្មោះ	Mall:Namnrymder
ទំព័រគំរូ:ទិន្នន័យប្រទេស កាតារ	Mall:Landsdata Qatar
ទំព័រគំរូ:User it-2	Mall:Användare it-2
ទំព័រគំរូ:Lang-fr	Mall:Lang-fr
ទំព័រគំរូ:Superimpose	Mall:Superponera
ទំព័រគំរូ:FRA	Mall:FRA
ទំព័រគំរូ:Age	Mall:Age
ទំព័រគំរូ:Hang on	Mall:Låtvara
ទំព័រគំរូ:Flagicon image	Mall:Flaggikon bild
ទំព័រគំរូ:Pending	Mall:Avvaktande
ទំព័រគំរូ:Infobox person	Mall:Infobox biografi
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសអ៊ីស្រាអែល	Mall:Landsdata Israel
ទំព័រគំរូ:Number table sorting	Mall:Nts
ទំព័រគំរូ:List of European capitals by region	Mall:Huvudstäder i Europa
ទំព័រគំរូ:ទិន្នន័យប្រទេស កូឡុំប៊ី	Mall:Landsdata Colombia
ទំព័រគំរូ:ទិន្នន័យប្រទេស Ghana	Mall:Landsdata Ghana
ទំព័រគំរូ:ទិន្នន័យប្រទេស កូរ៉េខាងត្បូង	Mall:Landsdata Sydkorea
ទំព័រគំរូ:Legend-line	Mall:Legend-linje
ចំណាត់ថ្នាក់ក្រុម:ព្រះមហាក្សត្រខ្មែរ	Kategori:Kambodjas regenter
ទំព័រគំរូ:Coord	Mall:Coord
ទំព័រគំរូ:POV	Mall:POV
ទំព័រគំរូ:Citation/make link	Mall:Link
ចំណាត់ថ្នាក់ក្រុម:20th-century births	Kategori:Födda 1900-talet
ទំព័រគំរូ:Dmoz	Mall:Dmoz
ចំណាត់ថ្នាក់ក្រុម:ពហុកោណ	Kategori:Polygoner
ទំព័រគំរូ:User la-1	Mall:Användare la-1
ទំព័រគំរូ:ទិន្នន័យប្រទេស បារ៉ែន	Mall:Landsdata Bahrain
ទំព័រគំរូ:Biology-stub	Mall:Biologistub
ចំណាត់ថ្នាក់ក្រុម:ឯកសារអំពី ទំព័រគំរូ	Kategori:Malldokumentation
ចំណាត់ថ្នាក់ក្រុម:អត្ថបទខ្លីមិនពេញលេញ អំពីកម្ពុជា	Kategori:Kambodjastubbar
ចំណាត់ថ្នាក់ក្រុម:User et	Kategori:Användare et
ចំណាត់ថ្នាក់ក្រុម:User fr	Kategori:Användare fr
ចំណាត់ថ្នាក់ក្រុម:User id	Kategori:Användare id
ចំណាត់ថ្នាក់ក្រុម:User ja	Kategori:Användare ja
ចំណាត់ថ្នាក់ក្រុម:User la	Kategori:Användare la
ចំណាត់ថ្នាក់ក្រុម:User li	Kategori:Användare li
ចំណាត់ថ្នាក់ក្រុម:User sv	Kategori:Användare sv
ចំណាត់ថ្នាក់ក្រុម:User th	Kategori:Användare th
ចំណាត់ថ្នាក់ក្រុម:User fr-3	Kategori:Användare fr-3
ចំណាត់ថ្នាក់ក្រុម:User it-3	Kategori:Användare it-3
ចំណាត់ថ្នាក់ក្រុម:User ja-3	Kategori:Användare ja-3
ចំណាត់ថ្នាក់ក្រុម:User tr-3	Kategori:Användare tr-3
ចំណាត់ថ្នាក់ក្រុម:User et-1	Kategori:Användare et-1
ចំណាត់ថ្នាក់ក្រុម:User nl-1	Kategori:Användare nl-1
ចំណាត់ថ្នាក់ក្រុម:User tr-1	Kategori:Användare tr-1
ចំណាត់ថ្នាក់ក្រុម:User ko-4	Kategori:Användare ko-4
ចំណាត់ថ្នាក់ក្រុម:User fr-4	Kategori:Användare fr-4
ចំណាត់ថ្នាក់ក្រុម:User it-4	Kategori:Användare it-4
ចំណាត់ថ្នាក់ក្រុម:User fr-2	Kategori:Användare fr-2
ចំណាត់ថ្នាក់ក្រុម:User it-2	Kategori:Användare it-2
ចំណាត់ថ្នាក់ក្រុម:User ja-2	Kategori:Användare ja-2
ចំណាត់ថ្នាក់ក្រុម:User la-2	Kategori:Användare la-2
ចំណាត់ថ្នាក់ក្រុម:User tr-2	Kategori:Användare tr-2
ចំណាត់ថ្នាក់ក្រុម:User fr-N	Kategori:Användare fr-N
ចំណាត់ថ្នាក់ក្រុម:User it-N	Kategori:Användare it-N
ចំណាត់ថ្នាក់ក្រុម:User nl-N	Kategori:Användare nl-N
ចំណាត់ថ្នាក់ក្រុម:User ru-N	Kategori:Användare ru-N
ចំណាត់ថ្នាក់ក្រុម:កំសាន្ត	Kategori:Nöjen
ចំណាត់ថ្នាក់ក្រុម:User af	Kategori:Användare af
ចំណាត់ថ្នាក់ក្រុម:User af-1	Kategori:Användare af-1
ចំណាត់ថ្នាក់ក្រុម:កោះ	Kategori:Öar
ចំណាត់ថ្នាក់ក្រុម:User de	Kategori:Användare de
ចំណាត់ថ្នាក់ក្រុម:User de-2	Kategori:Användare de-2
ចំណាត់ថ្នាក់ក្រុម:User de-3	Kategori:Användare de-3
ចំណាត់ថ្នាក់ក្រុម:User de-4	Kategori:Användare de-4
ចំណាត់ថ្នាក់ក្រុម:User de-N	Kategori:Användare de-N
ចំណាត់ថ្នាក់ក្រុម:User el	Kategori:Användare el
ចំណាត់ថ្នាក់ក្រុម:User en-3	Kategori:Användare en-3
ចំណាត់ថ្នាក់ក្រុម:User en-N	Kategori:Användare en-N
ចំណាត់ថ្នាក់ក្រុម:User es	Kategori:Användare es
ចំណាត់ថ្នាក់ក្រុម:User es-1	Kategori:Användare es-1
ចំណាត់ថ្នាក់ក្រុម:User es-2	Kategori:Användare es-2
ចំណាត់ថ្នាក់ក្រុម:User es-4	Kategori:Användare es-4
ចំណាត់ថ្នាក់ក្រុម:User es-N	Kategori:Användare es-N
ចំណាត់ថ្នាក់ក្រុម:User fi	Kategori:Användare fi
ចំណាត់ថ្នាក់ក្រុម:User fi-N	Kategori:Användare fi-N
ទំព័រគំរូ:N/a	Mall:N/a
ទំព័រគំរូ:Bcdb	Mall:BCDB
ចំណាត់ថ្នាក់ក្រុម:User id-1	Kategori:Användare id-1
ចំណាត់ថ្នាក់ក្រុម:User id-3	Kategori:Användare id-3
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសអាល្លឺម៉ង់	Mall:Landsdata Tyskland
ទំព័រគំរូ:Multiple image	Mall:Multiple image
ទំព័រគំរូ:ទិន្នន័យប្រទេស ចក្រភពអង់គ្លេស	Mall:Landsdata Storbritannien
ចំណាត់ថ្នាក់ក្រុម:ធរណីមាត្រ	Kategori:Geometri
ទំព័រគំរូ:អង្គការសហប្រជាជាតិ	Mall:FN
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន រោគ-ជំងឺ	Mall:Infobox sjukdom
ទំព័រគំរូ:Weather box	Mall:Klimattabell
វិគីភីឌា:អត្ថបទ​ប្រចាំ​ថ្ងៃ	Wikipedia:Utvald artikel
ចំណាត់ថ្នាក់ក្រុម:User it	Kategori:Användare it
ចំណាត់ថ្នាក់ក្រុម:User it-1	Kategori:Användare it-1
ចំណាត់ថ្នាក់ក្រុម:User ja-1	Kategori:Användare ja-1
ចំណាត់ថ្នាក់ក្រុម:User ko	Kategori:Användare ko
ចំណាត់ថ្នាក់ក្រុម:User ko-1	Kategori:Användare ko-1
ចំណាត់ថ្នាក់ក្រុម:User ko-2	Kategori:Användare ko-2
ចំណាត់ថ្នាក់ក្រុម:User ko-3	Kategori:Användare ko-3
ចំណាត់ថ្នាក់ក្រុម:User ksh	Kategori:Användare ksh
ចំណាត់ថ្នាក់ក្រុម:User ksh-N	Kategori:Användare ksh-N
ចំណាត់ថ្នាក់ក្រុម:User la-1	Kategori:Användare la-1
ចំណាត់ថ្នាក់ក្រុម:User lb	Kategori:Användare lb
ទំព័រគំរូ:Cite doi	Mall:Cite doi
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន រូបិយវត្ថុ	Mall:Valuta
ទំព័រគំរូ:Sup	Mall:Sup
ទំព័រគំរូ:Current U.S. Senators	Mall:Nuvarande ledamöter av USA:s senat
ទំព័រគំរូ:Lang-vi	Mall:Lang-vi
ទំព័រគំរូ:Distinguish	Mall:Förväxlas
ទំព័រគំរូ:Infobox programming language	Mall:Faktaruta programspråk
ទំព័រគំរូ:He icon	Mall:He ikon
ទំព័រគំរូ:Pp-protected	Mall:Skyddad
ចំណាត់ថ្នាក់ក្រុម:User ru-1	Kategori:Användare ru-1
ទំព័រគំរូ:TOC limit	Mall:TOC limit
វិគីភីឌា:បាបេល	Wikipedia:Babel
ទំព័រគំរូ:Expand list	Mall:Ofullständig lista
ទំព័រគំរូ:Tdeprecated	Mall:Ersatt mall
ចំណាត់ថ្នាក់ក្រុម:1900s births	Kategori:Födda 1900-talet (decennium)
ទំព័រគំរូ:Talk other	Mall:Diskussion annan
ចំណាត់ថ្នាក់ក្រុម:User ms-2	Kategori:Användare ms-2
ចំណាត់ថ្នាក់ក្រុម:សមុទ្រ	Kategori:Hav
ទំព័រគំរូ:IPA-all	Mall:IPA2
ទំព័រគំរូ:Lang-ko	Mall:Lang-ko
ទំព័រគំរូ:Lang-it	Mall:Lang-it
ចំណាត់ថ្នាក់ក្រុម:User nds	Kategori:Användare nds
ចំណាត់ថ្នាក់ក្រុម:User nds-1	Kategori:Användare nds-1
ជំនួយ:Archiving a talk page	Wikipedia:Arkivering
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសប្រេស៊ីល	Mall:Landsdata Brasilien
វិគីភីឌា:WikiProject Computing	Wikipedia:Projekt datavetenskap
ចំណាត់ថ្នាក់ក្រុម:អង្គការអន្តរជាតិ	Kategori:Internationella organisationer
ទំព័រគំរូ:Sfn	Mall:Sfn
ចំណាត់ថ្នាក់ក្រុម:សមីការឌីផេរ៉ង់ស្យែល	Kategori:Differentialekvationer
ចំណាត់ថ្នាក់ក្រុម:ខេត្តក្រុងខ្មែរ	Kategori:Provinser i Kambodja
ទំព័រគំរូ:Release date and age	Mall:Startdatum och ålder
ចំណាត់ថ្នាក់ក្រុម:ឧទ្ធម្ភាគចក្រ	Kategori:Helikoptrar
ចំណាត់ថ្នាក់ក្រុម:វិទ្យាសាស្ត្រសង្គម	Kategori:Samhällsvetenskap
ឈាន	Dhyana
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសហុងគ្រី	Mall:Landsdata Ungern
ចំណាត់ថ្នាក់ក្រុម:ឆ្នាំកំណើត ១៩៥១	Kategori:Födda 1951
ទំព័រគំរូ:Zh icon	Mall:Zh ikon
ទំព័រគំរូ:Advert	Mall:Reklam
ទំព័រគំរូ:Infobox government agency	Mall:Myndighet
វិគីភីឌា:Tools	Wikipedia:Externa hjälpmedel
ទំព័រគំរូ:User ru-2	Mall:Användare ru-2
ចំណាត់ថ្នាក់ក្រុម:User ru	Kategori:Användare ru
ចំណាត់ថ្នាក់ក្រុម:User ru-2	Kategori:Användare ru-2
ចំណាត់ថ្នាក់ក្រុម:User ru-3	Kategori:Användare ru-3
ចំណាត់ថ្នាក់ក្រុម:វត្តអារាមព្រះពុទ្ធសាសនា	Kategori:Buddhistiska tempel
ទំព័រគំរូ:S-reg	Mall:Successionsbox regent
ចំណាត់ថ្នាក់ក្រុម:User th-N	Kategori:Användare th-N
ចំណាត់ថ្នាក់ក្រុម:User tr	Kategori:Användare tr
ចំណាត់ថ្នាក់ក្រុម:User tr-4	Kategori:Användare tr-4
ចំណាត់ថ្នាក់ក្រុម:User tr-N	Kategori:Användare tr-N
ទំព័រគំរូ:En icon	Mall:En ikon
ទំព័រគំរូ:Nay	Mall:N
ទំព័រគំរូ:ប្រអប់ភាសា	Mall:Lang
ទំព័រគំរូ:ទិន្នន័យប្រទេស Russian SFSR	Mall:Landsdata Ryska SFSR
ទំព័រគំរូ:ទិន្នន័យប្រទេស តួកម៉េនីស្ថាន	Mall:Landsdata Turkmenistan
ទំព័រគំរូ:Str index	Mall:Str index
ទំព័រគំរូ:Alabama	Mall:Alabama
ទំព័រគំរូ:ប្រធានបទអាស៊ី	Mall:Asien metamall
ទំព័រគំរូ:BLP	Mall:NLP
ទំព័រគំរូ:Bar percent	Mall:Procentstapel
ទំព័រគំរូ:Bu	Mall:Bu
ទំព័រគំរូ:CURRENTISOYEAR	Mall:CURRENTISOYEAR
ទំព័រគំរូ:Fr icon	Mall:Fr ikon
ទំព័រគំរូ:Twitter	Mall:Twitter
ទំព័រគំរូ:Ko icon	Mall:Ko ikon
ទំព័រគំរូ:Lang-hi	Mall:Lang-hi
ទំព័រគំរូ:EST	Mall:EST
ទំព័រគំរូ:IAFD name	Mall:IAFD namn
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសរុស្ស៊ី	Mall:RUS
ទំព័រគំរូ:Compu-domain-stub	Mall:Domänstub
ទំព័រគំរូ:ICD9	Mall:ICD9
ទំព័រគំរូ:ប្រវត្តិសាស្ត្របារាំង	Mall:Frankrikes historia
ទំព័រគំរូ:CHL	Mall:CHL
ទំព័រគំរូ:Campaign	Mall:Kampanj
ទំព័រគំរូ:ប្រអប់យុទ្ធនាការសង្គ្រាមឥណ្ឌូចិន	Mall:Kampanj Indokinakrigen
ទំព័រគំរូ:Centralized discussion	Mall:Aktuella diskussioner
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសស៊ីរី	Mall:SYR
ទំព័រគំរូ:ENG	Mall:ENG
ទំព័រគំរូ:Copy to Wikibooks	Mall:Wikibooksflytt
ទំព័រគំរូ:Citation	Mall:Citation
ទំព័រគំរូ:Citation/core	Mall:Citation/core
ចំណាត់ថ្នាក់ក្រុម:ប្រទេសជាកោះ	Kategori:Östater
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន ភាសា/family-color	Mall:Språk/familj-färg
ទំព័រគំរូ:User la-2	Mall:Användare la-2
ទំព័រគំរូ:User ru-1	Mall:Användare ru-1
ចំណាត់ថ្នាក់ក្រុម:អាំងតេក្រាល	Kategori:Integraler
ចំណាត់ថ្នាក់ក្រុម:រូបវិទូ	Kategori:Fysiker efter nationalitet
ចំណាត់ថ្នាក់ក្រុម:គមនាគមន៍នៅប្រទេសជប៉ុន	Kategori:Transport i Japan
ចំណាត់ថ្នាក់ក្រុម:ប្រទេសហ្សំប៊ី	Kategori:Zambia
ទំព័រគំរូ:Cuisine	Mall:Kök
ទំព័រគំរូ:ទិន្នន័យប្រទេស យូហ៊្គោស្លាវី	Mall:Landsdata Jugoslavien
ទំព័រគំរូ:Multi-listen end	Mall:Multi-listen end
ចំណាត់ថ្នាក់ក្រុម:ការអប់រំនៅប្រទេសជប៉ុន	Kategori:Utbildning i Japan
ចំណាត់ថ្នាក់ក្រុម:ការអប់រំនៅកម្ពុជា	Kategori:Utbildning i Kambodja
ចំណាត់ថ្នាក់ក្រុម:User ja-0	Kategori:Användare ja-0
ចំណាត់ថ្នាក់ក្រុម:User nl	Kategori:Användare nl
ទំព័រគំរូ:Unbulleted list	Mall:Unbulleted list
ចំណាត់ថ្នាក់ក្រុម:User zh-1	Kategori:Användare zh-1
ចំណាត់ថ្នាក់ក្រុម:User zh-4	Kategori:Användare zh-4
ចំណាត់ថ្នាក់ក្រុម:User zh-3	Kategori:Användare zh-3
ចំណាត់ថ្នាក់ក្រុម:User zh-2	Kategori:Användare zh-2
ចំណាត់ថ្នាក់ក្រុម:មេកានិច	Kategori:Mekanik
ចំណាត់ថ្នាក់ក្រុម:អនុគមន៍សនិទាន	Kategori:Rationella funktioner
ចំណាត់ថ្នាក់ក្រុម:រូបវិទូអាល្លឺម៉ង់	Kategori:Tyska fysiker
ចំណាត់ថ្នាក់ក្រុម:រូបវិទូអ៊ីតាលី	Kategori:Italienska fysiker
ចំណាត់ថ្នាក់ក្រុម:រូបវិទូបារាំង	Kategori:Franska fysiker
ទំព័រគំរូ:Tnavbar-header	Mall:Navbar-header
ចំណាត់ថ្នាក់ក្រុម:ព្រឹត្តិការណ៍កីឡាចំរុះ	Kategori:Multisportevenemang
ចំណាត់ថ្នាក់ក្រុម:គណិតវិទូអាល្លឺម៉ង់	Kategori:Tyska matematiker
ទំព័រគំរូ:ទិន្នន័យប្រទេស វៀតណាមខាងជើង	Mall:Landsdata Nordvietnam
ចំណាត់ថ្នាក់ក្រុម:ចំនួនគត់រឺឡាទីប	Kategori:Heltal
ចំណាត់ថ្នាក់ក្រុម:ត្រីកោណមាត្រ	Kategori:Trigonometri
ចំណាត់ថ្នាក់ក្រុម:ទ្រឹស្តីបទគណិតវិទ្យា	Kategori:Satser
ចំណាត់ថ្នាក់ក្រុម:អាកាសយានដ្ឋាន	Kategori:Flygplatser
ចំណាត់ថ្នាក់ក្រុម:រូបវិទូអាមេរិក	Kategori:Amerikanska fysiker
ចំណាត់ថ្នាក់ក្រុម:រូបវិទូអង់គ្លេស	Kategori:Engelska fysiker
ចំណាត់ថ្នាក់ក្រុម:អ្នកនិពន្ធល្បី	Kategori:Kambodjanska författare
ចំណាត់ថ្នាក់ក្រុម:នាយករដ្ឋមន្ត្រីសិង្ហបុរី	Kategori:Singapores premiärministrar
ចំណាត់ថ្នាក់ក្រុម:រង្វាន់ណូបែល	Kategori:Nobelpriset
ចំណាត់ថ្នាក់ក្រុម:ប្រទេសកម្ពុជា	Kategori:Kambodja
ចំណាត់ថ្នាក់ក្រុម:អ្នកនយោបាយប៉ាគីស្ថាន	Kategori:Pakistanska politiker
ទំព័រគំរូ:Lang-hy	Mall:Lang-hy
ចំណាត់ថ្នាក់ក្រុម:អ្នកនយោបាយខ្មែរ	Kategori:Kambodjanska politiker
ចំណាត់ថ្នាក់ក្រុម:អ្នករុករកជនជាតិបារាំង	Kategori:Franska upptäcktsresande
ចំណាត់ថ្នាក់ក្រុម:ស្រីលង្កា	Kategori:Sri Lanka
ចំណាត់ថ្នាក់ក្រុម:ទំព័រគំរូឈ្មោះភាសា	Kategori:Flerspråkiga stödmallar
ចំណាត់ថ្នាក់ក្រុម:ទំព័រគំរូក្នុងរូបវិទ្យា	Kategori:Fysikmallar
ទំព័រគំរូ:ISO 639 name	Mall:Språknamn
ទំព័រគំរូ:ទិន្នន័យប្រទេស Wales	Mall:Landsdata Wales
